,boxscore
2403,2019-01-26-18-southern-methodist
1824,2019-01-26-18-texas-tech
3749,2019-01-26-19-alabama-am
4664,2019-01-26-19-cleveland-state
3546,2019-01-26-19-columbia
3084,2019-01-26-19-eastern-kentucky
4680,2019-01-26-19-florida-international
2491,2019-01-26-19-george-mason
1414,2019-01-26-19-high-point
966,2019-01-26-19-ipfw
930,2019-01-26-19-missouri-kansas-city
3810,2019-01-26-19-northern-kentucky
2604,2019-01-26-19-pennsylvania
4979,2019-01-26-19-saint-francis-pa
4286,2019-01-26-19-siena
4043,2019-01-26-19-stony-brook
197,2019-01-26-19-toledo
1429,2019-01-26-19-western-carolina
1604,2019-01-26-19-wofford
5089,2019-01-26-19-wright-state
5371,2019-01-26-20-arkansas-pine-bluff
416,2019-01-26-20-california
3715,2019-01-26-20-louisiana-lafayette
1911,2019-01-26-20-mississippi-state
5452,2019-01-26-20-murray-state
911,2019-01-26-20-northern-arizona
3113,2019-01-26-20-northern-iowa
100,2019-01-26-20-oral-roberts
1285,2019-01-26-20-pepperdine
2375,2019-01-26-20-rice
589,2019-01-26-20-san-diego-state
1049,2019-01-26-20-southern-california
5118,2019-01-26-20-stanford
944,2019-01-26-20-texas-pan-american
3271,2019-01-26-20-valparaiso
2855,2019-01-26-20-virginia-tech
377,2019-01-26-21-montana
456,2019-01-26-21-san-jose-state
4822,2019-01-26-21-santa-clara
220,2019-01-26-21-texas-el-paso
369,2019-01-26-22-cal-poly
1011,2019-01-26-22-california-baptist
1360,2019-01-26-22-california-irvine
399,2019-01-26-22-long-beach-state
5247,2019-01-26-22-portland-state
5275,2019-01-26-22-sacramento-state
4841,2019-01-26-22-san-diego
3913,2019-01-26-22-ucla
4783,2019-01-26-23-hawaii
4714,2019-01-27-12-providence
4686,2019-01-27-12-st-johns-ny
2392,2019-01-27-12-temple
2550,2019-01-27-13-fairfield
5388,2019-01-27-13-purdue
18,2019-01-27-14-illinois-state
3222,2019-01-27-14-jacksonville
2567,2019-01-27-14-massachusetts
4369,2019-01-27-14-quinnipiac
4337,2019-01-27-14-rider
1129,2019-01-27-14-tulsa
2136,2019-01-27-14-villanova
3209,2019-01-27-16-loyola-il
2433,2019-01-27-16-memphis
2027,2019-01-27-16-njit
5153,2019-01-27-16-stetson
4609,2019-01-27-17-florida-gulf-coast
4434,2019-01-27-17-minnesota
2767,2019-01-27-18-miami-fl
5551,2019-01-27-20-oregon
5260,2019-01-28-14-northern-arizona
710,2019-01-28-19-coppin-state
2737,2019-01-28-19-howard
3331,2019-01-28-19-morgan-state
772,2019-01-28-19-notre-dame
2917,2019-01-28-19-savannah-state
5302,2019-01-28-20-alabama-am
3747,2019-01-28-20-alabama-state
1179,2019-01-28-20-arkansas-pine-bluff
1237,2019-01-28-20-mississippi-valley-state
3352,2019-01-28-21-oklahoma
3954,2019-01-28-21-texas-tech
4741,2019-01-29-18-northern-illinois
1846,2019-01-29-18-south-carolina
1671,2019-01-29-19-arkansas
2791,2019-01-29-19-buffalo
183,2019-01-29-19-central-michigan
624,2019-01-29-19-georgia-tech
2728,2019-01-29-19-liberty
310,2019-01-29-19-maryland
5014,2019-01-29-19-miami-oh
2774,2019-01-29-19-north-carolina-state
4099,2019-01-29-19-texas
1901,2019-01-29-20-alabama
2613,2019-01-29-20-dayton
40,2019-01-29-20-nebraska
3269,2019-01-29-20-valparaiso
801,2019-01-29-21-clemson
495,2019-01-29-21-colorado-state
4468,2019-01-29-21-michigan
1927,2019-01-29-21-vanderbilt
580,2019-01-29-23-nevada-las-vegas
4247,2019-01-30-18-butler
1834,2019-01-30-18-florida
3663,2019-01-30-19-boston-university
3613,2019-01-30-19-bucknell
2947,2019-01-30-19-charleston-southern
3668,2019-01-30-19-colgate
2558,2019-01-30-19-duquesne
3110,2019-01-30-19-evansville
2116,2019-01-30-19-gardner-webb
2689,2019-01-30-19-george-washington
4031,2019-01-30-19-hartford
246,2019-01-30-19-iowa-state
1349,2019-01-30-19-ipfw
5150,2019-01-30-19-jacksonville
4610,2019-01-30-19-kennesaw-state
1106,2019-01-30-19-la-salle
2935,2019-01-30-19-longwood
1263,2019-01-30-19-loyola-il
3627,2019-01-30-19-loyola-md
4046,2019-01-30-19-maryland-baltimore-county
4018,2019-01-30-19-massachusetts-lowell
2755,2019-01-30-19-miami-fl
5352,2019-01-30-19-middle-tennessee
3562,2019-01-30-19-new-hampshire
4181,2019-01-30-19-niagara
1221,2019-01-30-19-njit
1496,2019-01-30-19-north-carolina-asheville
2106,2019-01-30-19-radford
2341,2019-01-30-19-rutgers
2625,2019-01-30-19-saint-louis
2354,2019-01-30-19-seton-hall
4235,2019-01-30-19-stephen-f-austin
1863,2019-01-30-20-auburn
2840,2019-01-30-20-boston-college
288,2019-01-30-20-creighton
4707,2019-01-30-20-depaul
5522,2019-01-30-20-drake
1700,2019-01-30-20-incarnate-word
3450,2019-01-30-20-lafayette
4916,2019-01-30-20-new-orleans
3945,2019-01-30-20-nicholls-state
1753,2019-01-30-20-southeastern-louisiana
1772,2019-01-30-20-tulsa
751,2019-01-30-20-wake-forest
4421,2019-01-30-21-minnesota
16,2019-01-30-21-southern-illinois
1874,2019-01-30-21-texas-am
455,2019-01-30-21-utah-state
1004,2019-01-30-21-utah-valley
139,2019-01-30-21-wichita-state
537,2019-01-30-21-wyoming
1036,2019-01-30-22-cal-state-fullerton
608,2019-01-30-22-san-diego-state
5555,2019-01-30-22-washington-state
133,2019-01-30-23-washington
4283,2019-01-31-17-fairleigh-dickinson
3093,2019-01-31-19-appalachian-state
4126,2019-01-31-19-central-connecticut-state
211,2019-01-31-19-charlotte
1559,2019-01-31-19-citadel
1735,2019-01-31-19-coastal-carolina
3797,2019-01-31-19-college-of-charleston
2238,2019-01-31-19-detroit-mercy
2413,2019-01-31-19-east-carolina
2073,2019-01-31-19-elon
1778,2019-01-31-19-florida-atlantic
4683,2019-01-31-19-florida-international
2395,2019-01-31-19-houston
4398,2019-01-31-19-manhattan
2551,2019-01-31-19-marist
5055,2019-01-31-19-marshall
1546,2019-01-31-19-mercer
4167,2019-01-31-19-monmouth
4950,2019-01-31-19-mount-st-marys
1581,2019-01-31-19-north-carolina-greensboro
1536,2019-01-31-19-north-carolina-wilmington
5026,2019-01-31-19-oakland
5586,2019-01-31-19-old-dominion
4446,2019-01-31-19-penn-state
4377,2019-01-31-19-rider
3251,2019-01-31-19-robert-morris
1636,2019-01-31-19-samford
3019,2019-01-31-19-tennessee-tech
4998,2019-01-31-19-wagner
5409,2019-01-31-19-william-mary
4209,2019-01-31-20-belmont
1615,2019-01-31-20-chattanooga
3068,2019-01-31-20-eastern-illinois
3889,2019-01-31-20-georgetown
5405,2019-01-31-20-jacksonville-state
93,2019-01-31-20-oral-roberts
2220,2019-01-31-20-southern-illinois-edwardsville
448,2019-01-31-20-tennessee-state
982,2019-01-31-20-texas-pan-american
5212,2019-01-31-20-western-kentucky
3905,2019-01-31-21-arizona-state
2463,2019-01-31-21-central-florida
5122,2019-01-31-21-colorado
857,2019-01-31-21-idaho-state
870,2019-01-31-21-new-mexico-state
1164,2019-01-31-21-utah
387,2019-01-31-21-weber-state
1364,2019-01-31-22-california-riverside
335,2019-01-31-22-loyola-marymount
4813,2019-01-31-22-portland
1110,2019-01-31-23-brigham-young
5594,2019-01-31-23-california-santa-barbara
394,2019-01-31-23-hawaii
4088,2019-02-01-17-cornell
3059,2019-02-01-17-western-illinois
4320,2019-02-01-19-canisius
3489,2019-02-01-19-columbia
3528,2019-02-01-19-dartmouth
1945,2019-02-01-19-harvard
5512,2019-02-01-19-iowa
3828,2019-02-01-19-iupui
2638,2019-02-01-19-st-bonaventure
5074,2019-02-01-20-bowling-green-state
3806,2019-02-01-20-green-bay
4939,2019-02-01-21-illinois-chicago
1955,2019-02-01-21-wisconsin
2797,2019-02-02-12-ball-state
2138,2019-02-02-12-butler
4695,2019-02-02-12-duke
182,2019-02-02-12-eastern-michigan
625,2019-02-02-12-florida-state
2773,2019-02-02-12-north-carolina-state
4492,2019-02-02-12-ohio-state
1770,2019-02-02-12-south-florida
3360,2019-02-02-12-west-virginia
3671,2019-02-02-13-army
1565,2019-02-02-13-citadel
4872,2019-02-02-13-colgate
4624,2019-02-02-13-detroit-mercy
1660,2019-02-02-13-georgia
1970,2019-02-02-13-georgia-state
2538,2019-02-02-13-iona
3648,2019-02-02-14-american
1741,2019-02-02-14-appalachian-state
2848,2019-02-02-14-boston-college
3039,2019-02-02-14-bradley
2926,2019-02-02-14-campbell
3091,2019-02-02-14-coastal-carolina
2715,2019-02-02-14-dayton
2355,2019-02-02-14-depaul
3265,2019-02-02-14-evansville
50,2019-02-02-14-illinois
23,2019-02-02-14-indiana-state
265,2019-02-02-14-iowa-state
3447,2019-02-02-14-lafayette
3281,2019-02-02-14-louisville
2599,2019-02-02-14-monmouth
3636,2019-02-02-14-navy
2758,2019-02-02-14-virginia
1121,2019-02-02-14-wichita-state
2005,2019-02-02-14-winthrop
4636,2019-02-02-15-central-connecticut-state
1403,2019-02-02-15-gardner-webb
1838,2019-02-02-15-mississippi
5107,2019-02-02-15-northern-illinois
2240,2019-02-02-15-oakland
4738,2019-02-02-15-ohio
4127,2019-02-02-15-sacred-heart
1435,2019-02-02-15-samford
597,2019-02-02-16-air-force
3775,2019-02-02-16-bethune-cookman
3876,2019-02-02-16-central-michigan
204,2019-02-02-16-charlotte
1600,2019-02-02-16-chattanooga
3405,2019-02-02-16-college-of-charleston
3339,2019-02-02-16-coppin-state
3486,2019-02-02-16-delaware-state
5534,2019-02-02-16-eastern-illinois
3253,2019-02-02-16-fairleigh-dickinson
281,2019-02-02-16-florida
2045,2019-02-02-16-florida-am
725,2019-02-02-16-florida-atlantic
4506,2019-02-02-16-howard
3384,2019-02-02-16-kansas
2274,2019-02-02-16-maryland-eastern-shore
4904,2019-02-02-16-mcneese-state
1539,2019-02-02-16-mercer
4960,2019-02-02-16-mount-st-marys
2531,2019-02-02-16-northeastern
2629,2019-02-02-16-rhode-island
1104,2019-02-02-16-saint-josephs
4840,2019-02-02-16-saint-marys-ca
1480,2019-02-02-16-south-carolina-upstate
2210,2019-02-02-16-stetson
582,2019-02-02-16-utah-state
4270,2019-02-02-16-wagner
3862,2019-02-02-16-washington
2066,2019-02-02-16-william-mary
4238,2019-02-02-17-central-arkansas
5258,2019-02-02-17-eastern-washington
1236,2019-02-02-17-jackson-state
2182,2019-02-02-17-jacksonville-state
2025,2019-02-02-17-lipscomb
4003,2019-02-02-17-massachusetts-lowell
1703,2019-02-02-17-new-orleans
3942,2019-02-02-17-southeastern-louisiana
3730,2019-02-02-17-texas-state
1171,2019-02-02-17-utah
3760,2019-02-02-18-alcorn-state
1052,2019-02-02-18-arkansas-little-rock
437,2019-02-02-18-belmont
1177,2019-02-02-18-grambling
5358,2019-02-02-18-louisiana-state
5390,2019-02-02-18-michigan-state
507,2019-02-02-18-nevada
986,2019-02-02-18-new-mexico-state
71,2019-02-02-18-oklahoma-state
798,2019-02-02-18-pittsburgh
2284,2019-02-02-18-prairie-view
2586,2019-02-02-18-richmond
3722,2019-02-02-18-south-alabama
2409,2019-02-02-18-tulane
2473,2019-02-02-18-virginia-commonwealth
4034,2019-02-02-19-albany-ny
3538,2019-02-02-19-cornell
3530,2019-02-02-19-dartmouth
1468,2019-02-02-19-elon
3237,2019-02-02-19-florida-gulf-coast
1784,2019-02-02-19-florida-international
3508,2019-02-02-19-harvard
2519,2019-02-02-19-high-point
5318,2019-02-02-19-liberty
4376,2019-02-02-19-manhattan
4334,2019-02-02-19-marist
3294,2019-02-02-19-marshall
1527,2019-02-02-19-north-carolina-wilmington
2370,2019-02-02-19-old-dominion
831,2019-02-02-19-stony-brook
5561,2019-02-02-19-washington-state
5067,2019-02-02-19-western-kentucky
5353,2019-02-02-20-alabama-birmingham
1802,2019-02-02-20-auburn
3950,2019-02-02-20-baylor
141,2019-02-02-20-cincinnati
3488,2019-02-02-20-columbia
5470,2019-02-02-20-gonzaga
5188,2019-02-02-20-houston-baptist
1938,2019-02-02-20-missouri
1330,2019-02-02-20-northern-iowa
97,2019-02-02-20-oral-roberts
687,2019-02-02-20-sam-houston-state
3077,2019-02-02-20-southern-illinois-edwardsville
4222,2019-02-02-20-tennessee-state
3022,2019-02-02-20-tennessee-tech
1878,2019-02-02-20-texas-am
866,2019-02-02-20-texas-pan-american
1311,2019-02-02-20-texas-southern
3061,2019-02-02-20-western-illinois
5508,2019-02-02-21-brigham-young
1375,2019-02-02-21-california-riverside
3373,2019-02-02-21-colorado
4764,2019-02-02-21-idaho-state
1194,2019-02-02-21-montana-state
470,2019-02-02-21-san-jose-state
4816,2019-02-02-21-santa-clara
5277,2019-02-02-21-weber-state
160,2019-02-02-22-cal-state-bakersfield
364,2019-02-02-22-cal-state-northridge
561,2019-02-02-22-fresno-state
5235,2019-02-02-22-idaho
1080,2019-02-02-22-illinois-state
397,2019-02-02-22-long-beach-state
3694,2019-02-02-22-pacific
935,2019-02-02-22-seattle
328,2019-02-02-23-hawaii
750,2019-02-03-12-clemson
4463,2019-02-03-12-purdue
4578,2019-02-03-12-villanova
3892,2019-02-03-13-creighton
4110,2019-02-03-13-iupui
3575,2019-02-03-13-maine
891,2019-02-03-13-nebraska-omaha
2451,2019-02-03-14-connecticut
4351,2019-02-03-14-niagara
958,2019-02-03-15-denver
426,2019-02-03-16-california
3832,2019-02-03-16-illinois-chicago
2046,2019-02-04-19-bethune-cookman
4184,2019-02-04-19-canisius
2277,2019-02-04-19-delaware-state
3774,2019-02-04-19-florida-am
671,2019-02-04-19-lehigh
2752,2019-02-04-19-maryland-eastern-shore
4382,2019-02-04-19-siena
3418,2019-02-04-19-virginia-tech
1181,2019-02-04-20-jackson-state
317,2019-02-04-20-northwestern
1308,2019-02-04-20-prairie-view
2288,2019-02-04-20-texas-southern
907,2019-02-04-21-eastern-washington
1229,2019-02-04-21-grambling
5293,2019-02-04-21-northern-colorado
3362,2019-02-04-21-oklahoma
243,2019-02-04-21-texas-tech
5245,2019-02-04-22-idaho
2845,2019-02-05-19-duke
5389,2019-02-05-19-illinois
5009,2019-02-05-19-kent-state
1850,2019-02-05-19-kentucky
2620,2019-02-05-19-la-salle
5141,2019-02-05-19-liberty
5518,2019-02-05-19-loyola-il
2601,2019-02-05-19-manhattan
1157,2019-02-05-19-toledo
812,2019-02-05-19-wake-forest
3869,2019-02-05-19-western-michigan
4554,2019-02-05-20-illinois-state
4718,2019-02-05-20-marquette
2780,2019-02-05-20-north-carolina
5101,2019-02-05-20-northern-illinois
4483,2019-02-05-20-rutgers
2863,2019-02-05-20-syracuse
1930,2019-02-05-21-arkansas
279,2019-02-05-21-auburn
4094,2019-02-05-21-kansas-state
2702,2019-02-05-21-saint-louis
1861,2019-02-05-21-tennessee
6,2019-02-05-22-fresno-state
535,2019-02-05-23-new-mexico
2467,2019-02-06-18-temple
4024,2019-02-06-19-binghamton
3598,2019-02-06-19-boston-university
2555,2019-02-06-19-davidson
2712,2019-02-06-19-duquesne
2435,2019-02-06-19-east-carolina
2028,2019-02-06-19-florida-gulf-coast
2488,2019-02-06-19-george-washington
621,2019-02-06-19-georgia-tech
3679,2019-02-06-19-holy-cross
3103,2019-02-06-19-indiana-state
2198,2019-02-06-19-jacksonville
3632,2019-02-06-19-loyola-md
3583,2019-02-06-19-maryland-baltimore-county
1099,2019-02-06-19-massachusetts
3561,2019-02-06-19-massachusetts-lowell
761,2019-02-06-19-miami-fl
1883,2019-02-06-19-mississippi
4529,2019-02-06-19-navy
47,2019-02-06-19-nebraska
4607,2019-02-06-19-north-florida
4917,2019-02-06-19-northwestern-state
2345,2019-02-06-19-providence
2483,2019-02-06-19-richmond
4900,2019-02-06-19-sam-houston-state
3977,2019-02-06-19-vermont
643,2019-02-06-20-houston-baptist
3087,2019-02-06-20-louisiana-lafayette
4076,2019-02-06-20-louisiana-monroe
3212,2019-02-06-20-missouri-state
898,2019-02-06-20-north-dakota
1272,2019-02-06-20-northern-iowa
62,2019-02-06-20-texas
5196,2019-02-06-20-texas-am-corpus-christi
293,2019-02-06-20-villanova
543,2019-02-06-21-air-force
1672,2019-02-06-21-alabama
4457,2019-02-06-21-minnesota
1892,2019-02-06-21-mississippi-state
418,2019-02-06-21-oregon
68,2019-02-06-21-texas-christian
3857,2019-02-06-21-ucla
4751,2019-02-06-22-california-irvine
1027,2019-02-06-22-california-santa-barbara
479,2019-02-06-22-colorado-state
517,2019-02-06-23-boise-state
124,2019-02-06-23-southern-california
2885,2019-02-07-17-saint-francis-pa
5488,2019-02-07-18-sacred-heart
2428,2019-02-07-19-central-florida
1504,2019-02-07-19-charleston-southern
2236,2019-02-07-19-cleveland-state
2076,2019-02-07-19-delaware
1533,2019-02-07-19-drexel
1621,2019-02-07-19-east-tennessee-state
3075,2019-02-07-19-eastern-kentucky
2516,2019-02-07-19-hampton
733,2019-02-07-19-high-point
1461,2019-02-07-19-hofstra
3056,2019-02-07-19-ipfw
4958,2019-02-07-19-long-island-university
2924,2019-02-07-19-longwood
1761,2019-02-07-19-memphis
218,2019-02-07-19-middle-tennessee
2230,2019-02-07-19-morehead-state
1638,2019-02-07-19-north-carolina-greensboro
3195,2019-02-07-19-northeastern
4621,2019-02-07-19-northern-kentucky
4444,2019-02-07-19-ohio-state
1411,2019-02-07-19-presbyterian
4651,2019-02-07-19-robert-morris
4367,2019-02-07-19-saint-peters
4991,2019-02-07-19-st-francis-ny
3725,2019-02-07-19-troy
1596,2019-02-07-19-virginia-military-institute
1428,2019-02-07-19-western-carolina
5025,2019-02-07-19-wright-state
3815,2019-02-07-19-youngstown-state
5345,2019-02-07-20-alabama-birmingham
1045,2019-02-07-20-arizona-state
2999,2019-02-07-20-austin-peay
5536,2019-02-07-20-murray-state
3292,2019-02-07-20-north-texas
906,2019-02-07-20-northern-arizona
974,2019-02-07-20-oral-roberts
2973,2019-02-07-20-south-alabama
1346,2019-02-07-20-south-dakota
3026,2019-02-07-20-southeast-missouri-state
386,2019-02-07-20-southern-utah
2184,2019-02-07-20-tennessee-martin
2152,2019-02-07-20-texas-arlington
4679,2019-02-07-20-texas-san-antonio
2311,2019-02-07-20-texas-state
3918,2019-02-07-21-arizona
4839,2019-02-07-21-gonzaga
816,2019-02-07-21-grand-canyon
2332,2019-02-07-21-indiana
5228,2019-02-07-21-montana
4857,2019-02-07-21-montana-state
4770,2019-02-07-21-northern-colorado
2374,2019-02-07-21-rice
149,2019-02-07-21-southern-methodist
5061,2019-02-07-21-texas-el-paso
372,2019-02-07-22-cal-poly
163,2019-02-07-22-cal-state-bakersfield
1003,2019-02-07-22-california-baptist
395,2019-02-07-22-long-beach-state
5502,2019-02-07-22-loyola-marymount
4198,2019-02-07-22-oregon-state
3699,2019-02-07-22-pepperdine
4821,2019-02-07-23-portland
339,2019-02-07-23-saint-marys-ca
3506,2019-02-08-19-brown
3526,2019-02-08-19-dartmouth
3491,2019-02-08-19-harvard
2552,2019-02-08-19-iona
4287,2019-02-08-19-manhattan
4350,2019-02-08-19-marist
2602,2019-02-08-19-rider
2633,2019-02-08-19-saint-josephs
4590,2019-02-08-19-yale
1972,2019-02-08-20-louisiana-monroe
5226,2019-02-08-21-akron
4075,2019-02-08-21-louisiana-lafayette
3595,2019-02-09-12-bucknell
3417,2019-02-09-12-clemson
4579,2019-02-09-12-georgetown
82,2019-02-09-12-kansas
3425,2019-02-09-12-michigan
2765,2019-02-09-12-north-carolina
4697,2019-02-09-12-st-johns-ny
2397,2019-02-09-12-tulsa
4393,2019-02-09-13-fairfield
1673,2019-02-09-13-georgia
4116,2019-02-09-13-iupui
4267,2019-02-09-13-massachusetts
1900,2019-02-09-13-mississippi-state
3573,2019-02-09-13-new-hampshire
1586,2019-02-09-13-virginia-military-institute
3665,2019-02-09-14-american
3870,2019-02-09-14-ball-state
475,2019-02-09-14-boise-state
3630,2019-02-09-14-colgate
5104,2019-02-09-14-eastern-michigan
2687,2019-02-09-14-fordham
25,2019-02-09-14-iowa-state
1903,2019-02-09-14-louisiana-state
1397,2019-02-09-14-marquette
4733,2019-02-09-14-miami-oh
4458,2019-02-09-14-michigan-state
1409,2019-02-09-14-north-carolina-asheville
809,2019-02-09-14-pittsburgh
2635,2019-02-09-14-st-bonaventure
2841,2019-02-09-14-syracuse
4053,2019-02-09-14-vermont
2517,2019-02-09-14-winthrop
484,2019-02-09-14-wyoming
194,2019-02-09-15-buffalo
3822,2019-02-09-15-cleveland-state
4969,2019-02-09-15-sacred-heart
1813,2019-02-09-15-south-carolina
2313,2019-02-09-15-texas-arlington
2968,2019-02-09-15-troy
1981,2019-02-09-16-bethune-cookman
1476,2019-02-09-16-campbell
5420,2019-02-09-16-drexel
3157,2019-02-09-16-florida-am
3283,2019-02-09-16-florida-state
1617,2019-02-09-16-furman
3197,2019-02-09-16-hofstra
4495,2019-02-09-16-illinois
5330,2019-02-09-16-kennesaw-state
3615,2019-02-09-16-lehigh
4271,2019-02-09-16-long-island-university
4909,2019-02-09-16-mcneese-state
1553,2019-02-09-16-mercer
5242,2019-02-09-16-montana-state
2219,2019-02-09-16-morehead-state
2030,2019-02-09-16-north-alabama
3477,2019-02-09-16-north-carolina-at
2748,2019-02-09-16-north-carolina-central
1458,2019-02-09-16-northeastern
910,2019-02-09-16-northern-arizona
5279,2019-02-09-16-northern-colorado
3357,2019-02-09-16-oklahoma
5477,2019-02-09-16-pepperdine
1388,2019-02-09-16-presbyterian
2119,2019-02-09-16-radford
2561,2019-02-09-16-rhode-island
3244,2019-02-09-16-robert-morris
3134,2019-02-09-16-south-alabama
3343,2019-02-09-16-south-carolina-state
858,2019-02-09-16-southern-utah
4131,2019-02-09-16-st-francis-ny
276,2019-02-09-16-tennessee
3025,2019-02-09-16-tennessee-martin
718,2019-02-09-16-texas-san-antonio
3798,2019-02-09-16-towson
5533,2019-02-09-17-austin-peay
4232,2019-02-09-17-central-arkansas
3232,2019-02-09-17-lipscomb
579,2019-02-09-17-nevada-las-vegas
3923,2019-02-09-17-new-orleans
973,2019-02-09-17-north-dakota-state
430,2019-02-09-17-oregon-state
887,2019-02-09-17-south-dakota-state
4220,2019-02-09-17-southeast-missouri-state
1786,2019-02-09-17-southern-mississippi
