boxscore,date,location,losing_abbr,losing_name,winning_abbr,winning_name,team_name,conf,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage
2018-11-21-13-illinois-state,"November 21, 2018","John Gray Gymnasium, Grand Cayman",BOISE-STATE,Boise State,ILLINOIS-STATE,Illinois State,Illinois State,mvc,Home,ILLINOIS-STATE,BOISE-STATE,Illinois State,Boise State,0.5547945205479452,0.5420168067226889,0.4912280701754386,0.5,0.5145161290322581,0.5058479532163743,0.4967532467532468,0.6
2019-02-16-19-san-diego-state,"February 16, 2019","Viejas Arena, San Diego, California",BOISE-STATE,Boise State,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,Home,SAN-DIEGO-STATE,BOISE-STATE,San Diego State,Boise State,0.5407407407407407,0.5088464260438783,0.5127340823970038,0.44,0.5253490080822925,0.5184940554821664,0.4911894273127753,0.625
2018-11-27-20-drake,"November 27, 2018","Knapp Center, Des Moines, Iowa",BOISE-STATE,Boise State,DRAKE,Drake,Drake,mwc,Home,DRAKE,BOISE-STATE,Drake,Boise State,0.5531135531135531,0.5420875420875421,0.4982698961937716,0.4,0.548936170212766,0.5072992700729927,0.4600840336134454,0.75
2019-03-06-21-new-mexico,"March 6, 2019","The Pit, Albuquerque, New Mexico",BOISE-STATE,Boise State,NEW-MEXICO,New Mexico,New Mexico,mwc,Home,NEW-MEXICO,BOISE-STATE,New Mexico,Boise State,0.5358716173694147,0.4969951923076923,0.5195137555982086,0.3793103448275862,0.5038852361028093,0.5091767173571053,0.5064177362893816,0.42857142857142855
2019-01-22-23-fresno-state,"January 22, 2019","Save Mart Center, Fresno, California",SAN-DIEGO-STATE,San Diego State,FRESNO-STATE,Fresno State,Fresno State,mwc,Home,FRESNO-STATE,SAN-DIEGO-STATE,Fresno State,San Diego State,0.5311850311850311,0.520891364902507,0.4907407407407408,0.5882352941176471,0.5495449949443882,0.515625,0.4641744548286604,0.7647058823529411
2019-03-06-22-san-diego-state,"March 6, 2019","Viejas Arena, San Diego, California",SAN-DIEGO-STATE,San Diego State,FRESNO-STATE,Fresno State,Fresno State,mwc,Away,FRESNO-STATE,SAN-DIEGO-STATE,Fresno State,San Diego State,0.5172205438066465,0.5142091152815014,0.4794064203513023,0.6551724137931034,0.5381773399014779,0.5156507413509059,0.4765574823378292,0.7142857142857143
2019-03-09-22-nevada,"March 9, 2019","Lawlor Events Center, Reno, Nevada",SAN-DIEGO-STATE,San Diego State,NEVADA,Nevada,Nevada,mwc,Home,NEVADA,SAN-DIEGO-STATE,Nevada,San Diego State,0.51487747957993,0.5170454545454546,0.4801517805020432,0.6333333333333333,0.5412226584408301,0.521,0.4757062146892656,0.9
2019-02-26-21-utah-state,"February 26, 2019","Dee Glen Smith Spectrum, Logan, Utah",SAN-DIEGO-STATE,San Diego State,UTAH-STATE,Utah State,Utah State,mwc,Home,UTAH-STATE,SAN-DIEGO-STATE,Utah State,San Diego State,0.5175895765472313,0.5206035983749274,0.4846304774362328,0.6666666666666666,0.5402439024390244,0.5709534368070953,0.4620493358633776,0.7857142857142857
2019-03-16-18-utah-state,"March 16, 2019","Thomas & Mack Center, Las Vegas, Nevada",SAN-DIEGO-STATE,San Diego State,UTAH-STATE,Utah State,Utah State,mwc,Home,UTAH-STATE,SAN-DIEGO-STATE,Utah State,San Diego State,0.5066595631326585,0.5107376283846872,0.4782146652497343,0.6363636363636364,0.5434782608695652,0.5720951936537564,0.4627771911298839,0.8181818181818182
2019-01-12-16-air-force,"January 12, 2019","Clune Arena , Colorado Springs, Colorado",SAN-DIEGO-STATE,San Diego State,AIR-FORCE,Air Force,Air Force,mwc,Home,AIR-FORCE,SAN-DIEGO-STATE,Air Force,San Diego State,0.531435349940688,0.5205047318611987,0.4889148191365227,0.6,0.5340179717586649,0.4960182025028441,0.536773428232503,0.3333333333333333
2018-11-19-16-san-diego-state,"November 19, 2018","Lahaina Civic Center, Lahaina, Hawaii",SAN-DIEGO-STATE,San Diego State,DUKE,Duke,Duke,mwc,Away,DUKE,SAN-DIEGO-STATE,Duke,San Diego State,0.5619834710743802,0.5395683453237411,0.39453125,1.0,0.5701754385964912,0.5708333333333333,0.4121951219512195,1.0
2018-12-05-22-san-diego-state,"December 5, 2018","Viejas Arena, San Diego, California",SAN-DIEGO-STATE,San Diego State,SAN-DIEGO,San Diego,San Diego,mwc,Away,SAN-DIEGO,SAN-DIEGO-STATE,San Diego,San Diego State,0.5267175572519084,0.5200845665961945,0.45,0.7142857142857143,0.5433403805496829,0.5364891518737672,0.4724061810154526,0.75
2018-12-08-22-california,"December 8, 2018","Haas Pavilion, Berkeley, California",SAN-DIEGO-STATE,San Diego State,CALIFORNIA,California,California,mwc,Home,CALIFORNIA,SAN-DIEGO-STATE,California,San Diego State,0.5194508009153318,0.5141776937618148,0.4577167019027485,0.625,0.5234806629834254,0.445,0.5551282051282052,0.2857142857142857
2018-12-29-20-san-diego-state,"December 29, 2018","Viejas Arena, San Diego, California",SAN-DIEGO-STATE,San Diego State,BROWN,Brown,Brown,mwc,Away,BROWN,SAN-DIEGO-STATE,Brown,San Diego State,0.5503246753246753,0.5254957507082153,0.4765990639625585,0.6363636363636364,0.5154185022026432,0.5162846803377563,0.4377564979480164,0.6666666666666666
2018-11-21-14-iowa-state,"November 21, 2018","Lahaina Civic Center, Lahaina, Hawaii",SAN-DIEGO-STATE,San Diego State,IOWA-STATE,Iowa State,Iowa State,big-12,Home,IOWA-STATE,SAN-DIEGO-STATE,Iowa State,San Diego State,0.54,0.5076923076923077,0.4755102040816326,0.75,0.5240549828178694,0.5432835820895522,0.4606164383561644,0.8
2019-02-05-23-new-mexico,"February 5, 2019","The Pit, Albuquerque, New Mexico",SAN-DIEGO-STATE,San Diego State,NEW-MEXICO,New Mexico,New Mexico,mwc,Home,NEW-MEXICO,SAN-DIEGO-STATE,New Mexico,San Diego State,0.5316455696202531,0.5165413533834586,0.4862614487926728,0.6190476190476191,0.5063643595863166,0.4996471418489768,0.5158227848101266,0.42857142857142855
2019-01-05-22-boise-state,"January 5, 2019","Taco Bell Arena, Boise, Idaho",SAN-DIEGO-STATE,San Diego State,BOISE-STATE,Boise State,Boise State,mwc,Home,BOISE-STATE,SAN-DIEGO-STATE,Boise State,San Diego State,0.532103825136612,0.5172824791418356,0.4828947368421053,0.6153846153846154,0.5329301075268817,0.5271604938271605,0.4967148488830486,0.42857142857142855
2019-01-30-21-wyoming,"January 30, 2019","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,FRESNO-STATE,Fresno State,Fresno State,mwc,Away,FRESNO-STATE,WYOMING,Fresno State,Wyoming,0.4802123552123552,0.44276629570747217,0.5122985581000848,0.25,0.5388437217705511,0.5183075671277462,0.4700093720712277,0.7368421052631579
2019-02-27-22-fresno-state,"February 27, 2019","Save Mart Center, Fresno, California",WYOMING,Wyoming,FRESNO-STATE,Fresno State,Fresno State,mwc,Home,FRESNO-STATE,WYOMING,Fresno State,Wyoming,0.4830079537237889,0.4390096618357488,0.5249839846252402,0.2222222222222222,0.5413726747915331,0.5137299771167048,0.4757475083056478,0.7037037037037037
2019-02-16-22-wyoming,"February 16, 2019","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,NEVADA,Nevada,Nevada,mwc,Away,NEVADA,WYOMING,Nevada,Wyoming,0.494331983805668,0.4444444444444444,0.5193826274228285,0.25,0.5415212840195395,0.52398753894081,0.4695378151260504,0.9583333333333334
2019-02-23-14-colorado-state,"February 23, 2019","Moby Arena, Fort Collins, Colorado",WYOMING,Wyoming,COLORADO-STATE,Colorado State,Colorado State,mwc,Home,COLORADO-STATE,WYOMING,Colorado State,Wyoming,0.4891059353869272,0.4409547738693467,0.5216234198270127,0.2307692307692308,0.5471186440677966,0.5033072760072159,0.5339308578745199,0.38461538461538464
2019-01-12-18-wyoming,"January 12, 2019","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,UTAH-STATE,Utah State,Utah State,mwc,Away,UTAH-STATE,WYOMING,Utah State,Wyoming,0.4793632075471698,0.4525193798449613,0.5140771637122002,0.25,0.5310160427807487,0.5826251180358829,0.4345744680851064,0.6875
2019-02-13-21-utah-state,"February 13, 2019","Dee Glen Smith Spectrum, Logan, Utah",WYOMING,Wyoming,UTAH-STATE,Utah State,Utah State,mwc,Home,UTAH-STATE,WYOMING,Utah State,Wyoming,0.4936762225969646,0.4469430780042165,0.5167410714285714,0.2608695652173913,0.5447761194029851,0.5732730794060684,0.4563636363636364,0.75
2019-02-06-21-air-force,"February 6, 2019","Clune Arena , Colorado Springs, Colorado",WYOMING,Wyoming,AIR-FORCE,Air Force,Air Force,mwc,Home,AIR-FORCE,WYOMING,Air Force,Wyoming,0.482902033271719,0.4463061690784463,0.515422077922078,0.2380952380952381,0.5159128978224455,0.4937454010301692,0.5265486725663717,0.4090909090909091
2019-03-02-18-wyoming,"March 2, 2019","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,AIR-FORCE,Air Force,Air Force,mwc,Away,AIR-FORCE,WYOMING,Air Force,Wyoming,0.4836236933797909,0.4389820705610179,0.5224477244772447,0.21428571428571427,0.5163660654642619,0.4952550415183867,0.5264705882352941,0.4444444444444444
2018-12-21-19-wyoming,"December 21, 2018","Don Haskins Center, El Paso, Texas",WYOMING,Wyoming,EAST-TENNESSEE-STATE,ETSU,East Tennessee State,mwc,Away,EAST-TENNESSEE-STATE,WYOMING,East Tennessee State,Wyoming,0.5008802816901409,0.4564885496183206,0.5163934426229508,0.3,0.5365853658536586,0.6012658227848101,0.4723837209302326,0.6666666666666666
2018-11-28-19-evansville,"November 28, 2018","Ford Center, Evansville, Indiana",WYOMING,Wyoming,EVANSVILLE,Evansville,Evansville,mwc,Home,EVANSVILLE,WYOMING,Evansville,Wyoming,0.4761904761904762,0.461340206185567,0.5335195530726257,0.3333333333333333,0.5469798657718121,0.4373259052924791,0.5351681957186545,0.4
2019-01-05-22-nevada-las-vegas,"January 5, 2019","Thomas & Mack Center, Las Vegas, Nevada",WYOMING,Wyoming,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,Home,NEVADA-LAS-VEGAS,WYOMING,Nevada-Las Vegas,Wyoming,0.4847277556440903,0.4575523704520397,0.5112426035502958,0.2857142857142857,0.4696586599241466,0.5729288214702449,0.5012987012987012,0.5384615384615384
2019-02-19-22-wyoming,"February 19, 2019","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,Away,NEVADA-LAS-VEGAS,WYOMING,Nevada-Las Vegas,Wyoming,0.4891050583657587,0.44293125810635536,0.523448275862069,0.24,0.499003984063745,0.5356924954240391,0.5149659863945578,0.56
2018-11-06-22-wyoming,"November 6, 2018","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,mwc,Away,CALIFORNIA-SANTA-BARBARA,WYOMING,UC Santa Barbara,Wyoming,,,,,,,,
2018-12-01-18-wyoming,"December 1, 2018","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,Away,NORTHERN-COLORADO,WYOMING,Northern Colorado,Wyoming,0.4759493670886076,0.4751619870410368,0.5296912114014252,0.2857142857142857,0.5983333333333334,0.5858585858585859,0.5162866449511401,0.8
2019-01-08-22-san-diego-state,"January 8, 2019","Viejas Arena, San Diego, California",WYOMING,Wyoming,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,Home,SAN-DIEGO-STATE,WYOMING,San Diego State,Wyoming,0.4831670822942644,0.4588477366255144,0.5077605321507761,0.26666666666666666,0.5254452926208651,0.5117845117845118,0.4932182490752158,0.5714285714285714
2019-01-19-18-new-mexico,"January 19, 2019","The Pit, Albuquerque, New Mexico",WYOMING,Wyoming,NEW-MEXICO,New Mexico,New Mexico,mwc,Home,NEW-MEXICO,WYOMING,New Mexico,Wyoming,0.4788418708240534,0.4510521500457457,0.515255905511811,0.2352941176470588,0.5202769535113749,0.4982425307557118,0.5183574879227053,0.4705882352941176
2019-03-13-16-new-mexico,"March 13, 2019","Thomas & Mack Center, Las Vegas, Nevada",WYOMING,Wyoming,NEW-MEXICO,New Mexico,New Mexico,mwc,Home,NEW-MEXICO,WYOMING,New Mexico,Wyoming,0.4928169893816365,0.4367219917012448,0.5178964757709251,0.25806451612903225,0.5027917364600781,0.5138203356367226,0.5106966538672518,0.43333333333333335
2018-11-16-21-wyoming,"November 16, 2018","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,NIAGARA,Niagara,Niagara,maac,Away,NIAGARA,WYOMING,Niagara,Wyoming,0.46,0.4358974358974359,0.5568862275449101,0.3333333333333333,0.4173228346456693,0.5068493150684932,0.5357142857142857,0.5
2019-01-02-21-wyoming,"January 2, 2019","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,BOISE-STATE,Boise State,Boise State,mwc,Away,BOISE-STATE,WYOMING,Boise State,Wyoming,0.4880785413744741,0.4588235294117647,0.5127226463104325,0.3076923076923077,0.5364963503649635,0.5245683930942895,0.5006934812760055,0.38461538461538464
2019-01-26-16-boise-state,"January 26, 2019","Taco Bell Arena, Boise, Idaho",WYOMING,Wyoming,BOISE-STATE,Boise State,Boise State,mwc,Home,BOISE-STATE,WYOMING,Boise State,Wyoming,0.4828801611278953,0.4452736318407961,0.511101243339254,0.2631578947368421,0.5299901671583087,0.5153488372093024,0.5029556650246305,0.42105263157894735
2018-11-10-15-oregon-state,"November 10, 2018","Gill Coliseum, Corvallis, Oregon",WYOMING,Wyoming,OREGON-STATE,Oregon State,Oregon State,pac-12,Home,OREGON-STATE,WYOMING,Oregon State,Wyoming,0.4051724137931034,0.41935483870967744,0.5851063829787234,0.0,0.559322033898305,0.5172413793103449,0.456140350877193,1.0
2018-12-11-21-wyoming,"December 11, 2018","Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,DENVER,Denver,Denver,mwc,Away,DENVER,WYOMING,Denver,Wyoming,0.4871794871794872,0.4673366834170855,0.5101102941176471,0.3333333333333333,0.5220458553791887,0.5061919504643962,0.5387263339070568,0.3
2018-11-19-21-boston-college,"November 19, 2018","Suncoast Credit Union Arena, Fort Myers, Florida",WYOMING,Wyoming,BOSTON-COLLEGE,Boston College,Boston College,acc,Home,BOSTON-COLLEGE,WYOMING,Boston College,Wyoming,0.4599156118143461,0.458955223880597,0.5278969957081545,0.25,0.4868421052631579,0.5119617224880383,0.4431818181818182,0.6666666666666666
2018-12-22-19-texas-el-paso,"December 22, 2018","Don Haskins Center, El Paso, Texas",WYOMING,Wyoming,TEXAS-EL-PASO,UTEP,UTEP,cusa,Home,TEXAS-EL-PASO,WYOMING,UTEP,Wyoming,0.4919354838709678,0.4500683994528044,0.5140117994100295,0.2727272727272727,0.5028462998102466,0.5227963525835866,0.4929701230228471,0.4
2019-02-02-22-fresno-state,"February 2, 2019","Save Mart Center, Fresno, California",NEW-MEXICO,New Mexico,FRESNO-STATE,Fresno State,Fresno State,mwc,Home,FRESNO-STATE,NEW-MEXICO,Fresno State,New Mexico,0.5138888888888888,0.5037537537537538,0.517901748542881,0.45,0.540948275862069,0.5163551401869159,0.4730458221024258,0.75
2019-02-16-19-new-mexico,"February 16, 2019","The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,FRESNO-STATE,Fresno State,Fresno State,mwc,Away,FRESNO-STATE,NEW-MEXICO,Fresno State,New Mexico,0.5094076655052264,0.4969325153374233,0.5071672354948805,0.4583333333333333,0.5455531453362256,0.518111254851229,0.4733530717986677,0.75
2019-02-09-18-nevada,"February 9, 2019","Lawlor Events Center, Reno, Nevada",NEW-MEXICO,New Mexico,NEVADA,Nevada,Nevada,mwc,Home,NEVADA,NEW-MEXICO,Nevada,New Mexico,0.5103132161955691,0.4993215739484396,0.5116629044394282,0.4545454545454545,0.5413919413919414,0.5209698558322412,0.473201174743025,0.9565217391304348
2019-01-12-16-colorado-state,"January 12, 2019","Moby Arena, Fort Collins, Colorado",NEW-MEXICO,New Mexico,COLORADO-STATE,Colorado State,Colorado State,mwc,Home,COLORADO-STATE,NEW-MEXICO,Colorado State,New Mexico,0.515,0.503921568627451,0.5038503850385039,0.5333333333333333,0.5331521739130435,0.4981024667931689,0.5216733870967742,0.375
2019-01-26-16-new-mexico,"January 26, 2019","The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,UTAH-STATE,Utah State,Utah State,mwc,Away,UTAH-STATE,NEW-MEXICO,Utah State,New Mexico,0.5159151193633952,0.5058823529411764,0.5152705061082025,0.4736842105263158,0.5377358490566038,0.5825242718446602,0.4476102941176471,0.7368421052631579
2019-02-20-23-utah-state,"February 20, 2019","Dee Glen Smith Spectrum, Logan, Utah",NEW-MEXICO,New Mexico,UTAH-STATE,Utah State,Utah State,mwc,Home,UTAH-STATE,NEW-MEXICO,Utah State,New Mexico,0.5074074074074074,0.4988221436984688,0.5078636959370905,0.44,0.5469576719576721,0.5749548464780253,0.4592944369063772,0.7692307692307693
2019-03-14-21-utah-state,"March 14, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEW-MEXICO,New Mexico,UTAH-STATE,Utah State,Utah State,mwc,Home,UTAH-STATE,NEW-MEXICO,Utah State,New Mexico,0.4997304582210242,0.5152526215443279,0.5090521831735889,0.4516129032258064,0.5406816932380428,0.5695825049701789,0.4634560906515581,0.8064516129032258
2018-12-22-16-new-mexico,"December 22, 2018","The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,PENNSYLVANIA,Penn,Pennsylvania,mwc,Away,PENNSYLVANIA,NEW-MEXICO,Pennsylvania,New Mexico,0.5179794520547946,0.478978978978979,0.5357142857142857,0.5,0.5833333333333334,0.5168374816983895,0.4797507788161994,0.8181818181818182
2018-12-07-19-saint-marys-ca,"December 7, 2018","Staples Center, Los Angeles, California",NEW-MEXICO,New Mexico,SAINT-MARYS-CA,Saint Mary's,Saint Mary's (CA),mwc,Home,SAINT-MARYS-CA,NEW-MEXICO,Saint Mary's (CA),New Mexico,0.5560471976401179,0.4731457800511509,0.5443548387096774,0.6666666666666666,0.5544554455445545,0.5163043478260869,0.498019801980198,0.5555555555555556
2019-03-09-18-wyoming,"March 9, 2019","Arena-Auditorium, Laramie, Wyoming",NEW-MEXICO,New Mexico,WYOMING,Wyoming,Wyoming,mwc,Home,WYOMING,NEW-MEXICO,Wyoming,New Mexico,0.5040556199304751,0.5102040816326531,0.5076228119706381,0.4482758620689655,0.4887023886378308,0.4387755102040816,0.5197030268418047,0.2333333333333333
2018-11-17-18-new-mexico,"November 17, 2018","The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,Away,NEW-MEXICO-STATE,NEW-MEXICO,New Mexico State,New Mexico,0.6238095238095238,0.5378787878787878,0.4924242424242424,1.0,0.4871134020618557,0.5666666666666667,0.4970238095238095,0.6666666666666666
2018-12-04-21-new-mexico-state,"December 4, 2018","Pan American Center, Las Cruces, New Mexico",NEW-MEXICO,New Mexico,NEW-MEXICO-STATE,New Mexico State,New Mexico State,wac,Home,NEW-MEXICO-STATE,NEW-MEXICO,New Mexico State,New Mexico,0.6018181818181818,0.5,0.5365448504983389,0.8,0.5046296296296297,0.5560439560439561,0.5431266846361186,0.8571428571428571
2018-12-18-21-new-mexico,"December 18, 2018","The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,NORTH-TEXAS,North Texas,North Texas,mwc,Away,NORTH-TEXAS,NEW-MEXICO,North Texas,New Mexico,0.5240740740740739,0.4754901960784314,0.5321428571428571,0.5555555555555556,0.5552922590837283,0.5571847507331378,0.4425956738768719,0.9090909090909092
2019-01-08-23-new-mexico,"January 8, 2019","The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,Away,NEVADA-LAS-VEGAS,NEW-MEXICO,Nevada-Las Vegas,New Mexico,0.5189349112426036,0.5057113187954311,0.5005861664712778,0.5714285714285714,0.46875,0.56941431670282,0.4987789987789988,0.5714285714285714
2019-01-22-22-nevada-las-vegas,"January 22, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEW-MEXICO,New Mexico,NEVADA-LAS-VEGAS,UNLV,Nevada-Las Vegas,mwc,Home,NEVADA-LAS-VEGAS,NEW-MEXICO,Nevada-Las Vegas,New Mexico,0.5224508886810103,0.505008347245409,0.5128558310376492,0.5,0.4917555771096023,0.5609318996415771,0.4990069513406157,0.5882352941176471
2018-12-11-21-new-mexico,"December 11, 2018","The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,COLORADO,Colorado,Colorado,mwc,Away,COLORADO,NEW-MEXICO,Colorado,New Mexico,0.5271604938271605,0.46799116997792495,0.5585480093676815,0.5714285714285714,0.5613107822410148,0.5776031434184676,0.4892933618843683,0.875
2019-01-15-23-san-diego-state,"January 15, 2019","Viejas Arena, San Diego, California",NEW-MEXICO,New Mexico,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,Home,SAN-DIEGO-STATE,NEW-MEXICO,San Diego State,New Mexico,0.518848167539267,0.5037037037037037,0.5108695652173914,0.5,0.5240761478163494,0.5161923454367027,0.4874454148471616,0.5625
2019-02-26-22-san-jose-state,"February 26, 2019","San Jose State Event Center, San Jose, California",NEW-MEXICO,New Mexico,SAN-JOSE-STATE,San Jose State,San Jose State,mwc,Home,SAN-JOSE-STATE,NEW-MEXICO,San Jose State,New Mexico,0.5061889250814332,0.4983050847457627,0.5040726817042607,0.4230769230769231,0.4595238095238095,0.5037989479836353,0.5560024752475248,0.1153846153846154
2019-02-09-17-nevada-las-vegas,"February 9, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,FRESNO-STATE,Fresno State,Fresno State,mwc,Away,FRESNO-STATE,NEVADA-LAS-VEGAS,Fresno State,Nevada-Las Vegas,0.4988721804511278,0.5422437673130194,0.508887171561051,0.5454545454545454,0.5401716068642746,0.5171929824561403,0.4757477768795473,0.7272727272727273
2019-01-29-23-nevada-las-vegas,"January 29, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,NEVADA,Nevada,Nevada,mwc,Away,NEVADA,NEVADA-LAS-VEGAS,Nevada,Nevada-Las Vegas,0.4982653946227234,0.5493630573248408,0.4995559502664298,0.5789473684210527,0.5346283783783784,0.5209895052473763,0.4661016949152542,0.95
2019-02-27-23-nevada,"February 27, 2019","Lawlor Events Center, Reno, Nevada",NEVADA-LAS-VEGAS,UNLV,NEVADA,Nevada,Nevada,mwc,Home,NEVADA,NEVADA-LAS-VEGAS,Nevada,Nevada-Las Vegas,0.4944237918215613,0.5371947756956275,0.5114503816793893,0.5555555555555556,0.5395232120451694,0.5243902439024389,0.4677923702313946,0.9259259259259259
2019-02-02-16-utah-state,"February 2, 2019","Dee Glen Smith Spectrum, Logan, Utah",NEVADA-LAS-VEGAS,UNLV,UTAH-STATE,Utah State,Utah State,mwc,Home,UTAH-STATE,NEVADA-LAS-VEGAS,Utah State,Nevada-Las Vegas,0.4938574938574938,0.5474397590361446,0.5025466893039049,0.55,0.5407258064516131,0.5794117647058824,0.45125,0.7619047619047619
2019-01-16-23-air-force,"January 16, 2019","Clune Arena , Colorado Springs, Colorado",NEVADA-LAS-VEGAS,UNLV,AIR-FORCE,Air Force,Air Force,mwc,Home,AIR-FORCE,NEVADA-LAS-VEGAS,Air Force,Nevada-Las Vegas,0.474004424778761,0.5669050051072523,0.4959954233409611,0.6,0.529236276849642,0.4994720168954594,0.5291153415453528,0.375
2018-12-01-18-nevada-las-vegas,"December 1, 2018","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,CINCINNATI,Cincinnati,Cincinnati,mwc,Away,CINCINNATI,NEVADA-LAS-VEGAS,Cincinnati,Nevada-Las Vegas,0.5147492625368731,0.5893333333333334,0.4538904899135447,0.6666666666666666,0.530940594059406,0.5785340314136126,0.4523121387283237,0.8571428571428571
2018-11-28-22-nevada-las-vegas,"November 28, 2018","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,VALPARAISO,Valparaiso,Valparaiso,mwc,Away,VALPARAISO,NEVADA-LAS-VEGAS,Valparaiso,Nevada-Las Vegas,0.5347985347985348,0.6060606060606061,0.4657039711191336,0.8,0.5588235294117647,0.4935400516795866,0.4860724233983287,0.5
2018-11-10-22-nevada-las-vegas,"November 10, 2018","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,Away,LOYOLA-MARYMOUNT,NEVADA-LAS-VEGAS,Loyola Marymount,Nevada-Las Vegas,,,,,0.4758064516129033,0.6521739130434783,0.3723404255319149,1.0
2018-12-25-18-bucknell,"December 25, 2018","Stan Sheriff Center, Honolulu, Hawaii",NEVADA-LAS-VEGAS,UNLV,BUCKNELL,Bucknell,Bucknell,mwc,Home,BUCKNELL,NEVADA-LAS-VEGAS,Bucknell,Nevada-Las Vegas,0.4866771159874608,0.5738880918220947,0.4828125,0.5454545454545454,0.5206270627062707,0.4664764621968616,0.5007575757575757,0.4545454545454545
2018-12-23-16-nevada-las-vegas,"December 23, 2018","Stan Sheriff Center, Honolulu, Hawaii",NEVADA-LAS-VEGAS,UNLV,INDIANA-STATE,Indiana State,Indiana State,mvc,Away,INDIANA-STATE,NEVADA-LAS-VEGAS,Indiana State,Nevada-Las Vegas,0.493891797556719,0.5736925515055468,0.4759862778730704,0.6,0.5148342059336823,0.5158730158730159,0.4855195911413969,0.7
2019-01-26-20-san-diego-state,"January 26, 2019","Viejas Arena, San Diego, California",NEVADA-LAS-VEGAS,UNLV,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,Home,SAN-DIEGO-STATE,NEVADA-LAS-VEGAS,San Diego State,Nevada-Las Vegas,0.4954044117647059,0.5557418273260687,0.4934518241347053,0.6111111111111112,0.5295566502463054,0.5131348511383538,0.4902534113060429,0.5555555555555556
2019-02-23-22-nevada-las-vegas,"February 23, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,Away,SAN-DIEGO-STATE,NEVADA-LAS-VEGAS,San Diego State,Nevada-Las Vegas,0.4980756895445799,0.5381882770870338,0.5141820580474934,0.5769230769230769,0.5206220419202163,0.5221078134463961,0.4881275440976934,0.6538461538461539
2019-03-14-17-san-diego-state,"March 14, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,Home,SAN-DIEGO-STATE,NEVADA-LAS-VEGAS,San Diego State,Nevada-Las Vegas,0.4997206703910614,0.5390946502057613,0.5154021677124929,0.5666666666666667,0.5127406568516422,0.5132566283141571,0.4841089670828604,0.6129032258064516
2018-12-08-14-illinois,"December 8, 2018","State Farm Center, Champaign, Illinois",NEVADA-LAS-VEGAS,UNLV,ILLINOIS,Illinois,Illinois,big-ten,Home,ILLINOIS,NEVADA-LAS-VEGAS,Illinois,Nevada-Las Vegas,0.5025641025641026,0.5808656036446469,0.4659090909090909,0.5714285714285714,0.5140845070422535,0.47560975609756106,0.5522388059701493,0.2222222222222222
