,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WICHITA-STATE_homegame,WICHITA-STATE_homegame2,WICHITA-STATE_home,WICHITA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
27,2019-03-03-14-southern-methodist,68.0,17,7.7,2,82.1,74.3,26,0.452,63,0.397,25,0.23800000000000002,15,0.667,10,13,200,100.0,26.5,9,18,67,,6.0,4,0.397,25,0.28,7,50.7,35,0.478,10.3,8,38,0.474,18,0.536,15,"March 3, 2019",57.9,11,10.5,4,100.0,73.5,25,0.39399999999999996,52,0.365,19,0.40399999999999997,21,0.667,14,15,200,82.1,25.7,9,15,55,,3.0,2,0.5,26,0.115,3,49.3,34,0.444,16.4,12,26,0.615,16,0.46399999999999997,13,"Moody Coliseum, Dallas, Texas",SOUTHERN-METHODIST,SMU,67.1,Away,WICHITA-STATE,Wichita State,Wichita State,aac,27,False,False,False,Away,True,7,18,63,35,69,3,16,52,1,0,207,475,1668,0.4709232613908873,926,1776,0.5213963963963963,200,437,1495,0.49297658862876254,0.5185185185185185
28,2019-03-05-21-wichita-state,42.9,9,10.3,4,104.3,69.4,25,0.381,59,0.35600000000000004,21,0.254,15,0.667,10,19,200,79.7,21.6,8,19,55,,2.9,2,0.254,15,0.2,3,45.2,33,0.41600000000000004,13.2,10,44,0.409,18,0.345,10,"March 5, 2019",56.0,14,11.4,5,79.7,78.4,29,0.43799999999999994,64,0.391,25,0.344,22,0.727,16,13,200,104.3,30.6,11,16,72,,5.8,4,0.391,25,0.24,6,54.8,40,0.484,8.7,7,39,0.48700000000000004,19,0.552,16,"Charles Koch Arena, Wichita, Kansas",EAST-CAROLINA,East Carolina,69.3,Home,WICHITA-STATE,Wichita State,Wichita State,aac,28,True,False,True,Home,True,6,19,64,40,73,3,18,59,1,0,214,493,1731,0.4702484113229347,961,1845,0.5208672086720867,203,453,1547,0.4896574014221073,0.5357142857142857
29,2019-03-09-20-tulane,57.1,16,2.5,1,102.6,82.1,23,0.5,62,0.452,28,0.435,27,0.741,20,13,200,106.5,25.0,7,20,82,,9.1,7,0.387,24,0.25,6,53.6,30,0.5479999999999999,11.9,10,38,0.579,22,0.5670000000000001,17,"March 9, 2019",46.4,13,18.4,7,106.5,75.0,21,0.561,57,0.491,28,0.316,18,0.833,15,26,200,102.6,17.9,5,20,79,,5.2,4,0.298,17,0.47100000000000003,8,46.4,26,0.603,18.8,15,40,0.5,20,0.133,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,76.7,Away,WICHITA-STATE,Wichita State,Wichita State,aac,29,False,False,False,Away,True,6,22,62,30,56,8,20,57,1,0,220,512,1795,0.4690807799442897,1001,1918,0.5218978102189781,206,471,1606,0.48567870485678705,0.5517241379310345
30,2019-03-14-22-wichita-state,60.0,12,10.5,4,109.0,55.6,20,0.431,51,0.392,20,0.353,18,0.722,13,21,200,85.1,13.3,4,17,57,,4.5,3,0.33299999999999996,17,0.235,4,36.4,24,0.479,14.5,10,34,0.47100000000000003,16,0.32299999999999995,10,"March 14, 2019",66.7,16,8.8,3,85.1,86.7,26,0.42100000000000004,63,0.381,24,0.429,27,0.741,20,13,200,109.0,44.4,16,14,73,,7.5,5,0.397,25,0.2,5,63.6,42,0.48100000000000004,9.7,8,38,0.5,19,0.581,18,"FedExForum, Memphis, Tennessee",EAST-CAROLINA,East Carolina,66.7,Home,WICHITA-STATE,Wichita State,Wichita State,aac,30,True,False,True,Home,True,5,19,63,42,66,4,16,51,1,0,226,534,1857,0.4701130856219709,1031,1974,0.522289766970618,214,491,1663,0.4882742032471437,0.5666666666666667
31,2019-03-15-21-temple,56.0,14,14.6,6,101.4,61.0,25,0.45299999999999996,64,0.391,25,0.375,24,0.917,22,13,200,109.6,40.5,15,22,80,,9.6,7,0.375,24,0.33299999999999996,8,51.3,40,0.531,15.8,14,40,0.425,17,0.594,19,"March 15, 2019",41.7,10,2.5,1,109.6,59.5,22,0.451,61,0.39299999999999996,24,0.426,26,0.731,19,9,200,101.4,39.0,16,18,74,,6.8,5,0.32799999999999996,20,0.35,7,48.7,38,0.504,17.2,15,41,0.415,17,0.7190000000000001,23,"FedExForum, Memphis, Tennessee",TEMPLE,Temple,73.4,Away,WICHITA-STATE,Wichita State,Wichita State,aac,31,False,False,False,Away,True,8,17,64,40,78,7,17,61,1,0,231,553,1920,0.46848958333333335,1073,2040,0.5259803921568628,218,507,1714,0.4865810968494749,0.5806451612903226
32,2019-03-16-17-cincinnati,36.8,7,4.2,2,103.1,56.1,23,0.434,53,0.358,19,0.377,20,0.85,17,14,200,98.4,24.1,7,17,63,,7.8,5,0.47200000000000003,25,0.32,8,42.9,30,0.504,12.7,9,28,0.39299999999999996,11,0.5760000000000001,19,"March 16, 2019",52.0,13,25.0,7,98.4,75.9,22,0.43799999999999994,64,0.391,25,0.32799999999999996,21,0.47600000000000003,10,6,200,103.1,43.9,18,14,66,24.0,7.8,5,0.25,16,0.375,6,57.1,40,0.446,8.7,7,48,0.396,19,0.818,27,"FedExForum, Memphis, Tennessee",WICHITA-STATE,Wichita State,63.7,Home,CINCINNATI,Cincinnati,Wichita State,aac,32,False,False,False,Away,False,8,11,53,30,70,6,19,64,0,1,239,570,1984,0.46799395161290325,1113,2118,0.5254957507082153,225,524,1775,0.4853521126760563,0.59375
33,2019-03-20-19-furman,38.7,12,8.6,3,101.4,85.3,29,0.54,62,0.5,31,0.226,14,0.643,9,14,200,110.1,40.6,13,14,76,,4.3,3,0.27399999999999997,17,0.294,5,63.6,42,0.5539999999999999,16.0,13,45,0.578,26,0.588,20,"March 20, 2019",53.8,14,4.4,2,110.1,59.4,19,0.484,62,0.419,26,0.19399999999999998,12,0.833,10,8,200,101.4,14.7,5,16,70,,11.6,8,0.435,27,0.29600000000000004,8,36.4,24,0.517,8.2,6,35,0.514,18,0.758,25,"Timmons Arena, Greenville, South Carolina",FURMAN,Furman,68.7,Away,WICHITA-STATE,Wichita State,Wichita State,aac,33,False,False,False,Away,True,5,26,62,42,66,8,18,62,1,0,247,581,2037,0.46710849288168876,1143,2188,0.5223948811700183,231,543,1839,0.4836867862969005,0.5757575757575758
34,2019-03-24-14-clemson,45.8,11,15.4,6,78.6,77.1,27,0.509,55,0.436,24,0.182,10,0.7,7,14,200,90.0,27.6,8,23,63,,4.3,3,0.436,24,0.33299999999999996,8,54.7,35,0.527,22.3,17,31,0.516,16,0.6,21,"March 24, 2019",40.0,6,19.4,6,90.0,72.4,21,0.302,53,0.28300000000000003,15,0.585,31,0.742,23,14,200,78.6,22.9,8,13,55,,14.3,10,0.264,14,0.14300000000000002,2,45.3,29,0.406,14.2,11,39,0.33299999999999996,13,0.588,20,"Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,69.7,Away,WICHITA-STATE,Wichita State,Wichita State,aac,34,False,False,False,Away,True,8,16,55,35,64,2,13,53,1,0,252,607,2099,0.4692710814673654,1185,2254,0.525732031943212,239,561,1901,0.4836927932667017,0.5882352941176471
35,2019-03-26-19-indiana,63.6,14,19.1,9,86.3,83.8,31,0.5,55,0.4,22,0.455,25,0.72,18,14,200,100.0,25.0,8,12,73,,5.5,4,0.527,29,0.379,11,56.5,39,0.546,15.4,12,26,0.423,11,0.611,22,"March 26, 2019",48.0,12,15.4,4,100.0,75.0,24,0.431,65,0.385,25,0.2,13,0.5379999999999999,7,16,200,86.3,16.2,6,16,63,,9.6,7,0.27699999999999997,18,0.33299999999999996,6,43.5,30,0.44299999999999995,11.3,9,47,0.40399999999999997,19,0.5429999999999999,19,"Assembly Hall, Bloomington, Indiana",INDIANA,Indiana,72.5,Away,WICHITA-STATE,Wichita State,Wichita State,aac,35,False,False,False,Away,True,11,11,55,39,69,6,19,65,1,0,260,623,2154,0.4702878365831012,1220,2318,0.5263157894736842,241,574,1954,0.4787615148413511,0.6
36,2019-04-02-19-lipscomb,41.7,10,20.0,6,91.0,84.2,32,0.39,68,0.353,24,0.20600000000000002,14,0.7859999999999999,11,15,200,82.1,22.0,9,19,64,,7.7,6,0.33799999999999997,23,0.217,5,51.9,41,0.429,13.9,12,45,0.42200000000000004,19,0.595,22,"April 2, 2019",73.9,17,11.1,5,82.1,78.0,32,0.43700000000000006,63,0.365,23,0.302,19,0.8420000000000001,16,7,200,91.0,15.8,6,17,71,,6.4,5,0.524,33,0.273,9,48.1,38,0.493,14.4,12,30,0.467,14,0.8059999999999999,29,"Madison Square Garden (IV), New York, New York",WICHITA-STATE,Wichita State,77.8,Home,LIPSCOMB,Lipscomb,Wichita State,aac,36,False,False,False,Away,False,5,19,68,41,79,9,14,63,0,1,271,634,2209,0.4710276143051154,1259,2387,0.52744030163385,247,593,2019,0.47721644378405154,0.6111111111111112
