,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-GREENSBORO_homegame,NORTH-CAROLINA-GREENSBORO_homegame2,NORTH-CAROLINA-GREENSBORO_home,NORTH-CAROLINA-GREENSBORO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
26,2019-02-16-19-wofford,55.6,10,6.3,2,129.0,60.0,18,0.4,50,0.36,18,0.24,12,0.833,10,5,200,80.6,31.0,9,15,50,,8.1,5,0.26,13,0.308,4,45.8,27,0.449,22.4,16,37,0.37799999999999995,14,0.815,22,"February 16, 2019",66.7,18,8.1,3,80.6,69.0,20,0.5760000000000001,59,0.45799999999999996,27,0.28800000000000003,17,0.706,12,4,200,129.0,40.0,12,15,80,,14.5,9,0.45799999999999996,27,0.519,14,54.2,32,0.596,9.5,7,32,0.406,13,0.852,23,"Richardson Indoor Stadium, Spartanburg, South Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,62.4,Home,WOFFORD,Wofford,UNC Greensboro,southern,26,False,False,False,Away,False,4,14,50,27,59,14,13,59,0,1,207,537,1598,0.5303504380475594,821,1633,0.5027556644213105,182,431,1413,0.4982307147912243,0.8461538461538461
27,2019-02-21-19-north-carolina-greensboro,44.4,12,2.8,1,97.5,73.7,28,0.49200000000000005,63,0.429,27,0.302,19,0.737,14,22,225,93.8,11.4,4,24,76,,4.9,4,0.429,27,0.29600000000000004,8,43.8,32,0.528,17.4,15,36,0.528,19,0.24100000000000002,7,"February 21, 2019",46.2,12,13.9,5,93.8,88.6,31,0.475,61,0.426,26,0.541,33,0.636,21,5,225,97.5,26.3,10,21,79,,12.3,10,0.41,25,0.24,6,56.2,41,0.515,14.7,13,36,0.556,20,0.821,23,"Greensboro Coliseum, Greensboro, North Carolina",WESTERN-CAROLINA,Western Carolina,72.3,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,27,True,False,True,Home,True,6,20,61,41,73,8,19,63,1,0,211,551,1648,0.5263956310679612,848,1692,0.5011820330969267,196,444,1472,0.501358695652174,0.8148148148148148
28,2019-02-24-15-north-carolina-greensboro,31.6,6,2.5,1,92.3,69.7,23,0.466,44,0.43200000000000005,19,0.614,27,0.667,18,8,200,90.8,28.0,7,16,59,,6.2,4,0.341,15,0.2,3,51.7,30,0.519,22.3,16,29,0.552,16,0.733,22,"February 24, 2019",59.1,13,6.9,2,90.8,72.0,18,0.42200000000000004,58,0.379,22,0.259,15,0.733,11,5,200,92.3,30.3,10,22,60,,13.8,9,0.31,18,0.278,5,48.3,28,0.461,13.4,10,40,0.425,17,0.828,24,"Greensboro Coliseum, Greensboro, North Carolina",EAST-TENNESSEE-STATE,ETSU,65.5,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,28,True,False,True,Home,True,5,17,58,28,58,3,16,44,1,0,217,571,1709,0.5245757753071972,889,1765,0.5036827195467423,204,463,1535,0.5009771986970684,0.8214285714285714
29,2019-02-28-19-citadel,57.1,20,21.7,5,131.5,80.0,24,0.672,64,0.547,35,0.359,23,0.609,14,5,200,137.0,40.7,11,14,100,,6.8,5,0.563,36,0.444,16,61.4,35,0.667,11.9,10,28,0.679,19,0.833,25,"February 28, 2019",66.7,22,10.7,3,137.0,59.3,16,0.677,65,0.508,33,0.154,10,0.8,8,16,200,131.5,20.0,6,19,96,,4.1,3,0.6459999999999999,42,0.524,22,38.6,22,0.688,11.5,9,23,0.478,11,0.429,12,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,73.3,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,29,False,False,False,Away,True,16,19,64,35,57,22,11,65,1,0,222,588,1767,0.5212224108658744,917,1823,0.5030170049369171,207,479,1579,0.5,0.8275862068965517
30,2019-03-02-16-mercer,46.4,13,16.1,5,64.4,71.4,25,0.484,64,0.43799999999999994,28,0.266,17,0.706,12,5,200,101.4,34.2,13,17,74,,19.2,14,0.297,19,0.316,6,52.1,38,0.513,18.3,16,45,0.489,22,0.8390000000000001,26,"March 2, 2019",58.8,10,15.6,7,101.4,65.8,25,0.365,52,0.327,17,0.365,19,0.474,9,19,200,64.4,28.6,10,17,47,,12.3,9,0.40399999999999997,21,0.19,4,47.9,35,0.385,24.9,20,31,0.419,13,0.36700000000000005,11,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,73.1,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,30,False,False,False,Away,True,6,22,64,38,73,4,13,52,1,0,238,607,1831,0.5264882577826324,952,1880,0.5063829787234042,229,490,1644,0.5069951338199513,0.8333333333333334
31,2019-03-09-18-north-carolina-greensboro,44.4,12,2.9,1,113.2,64.7,22,0.46799999999999997,62,0.435,27,0.226,14,0.857,12,16,200,102.9,32.1,9,22,70,,10.3,7,0.33899999999999997,21,0.19,4,50.0,31,0.51,13.9,11,41,0.561,23,0.515,17,"March 9, 2019",43.5,10,14.6,6,102.9,67.9,19,0.509,53,0.434,23,0.5660000000000001,30,0.767,23,5,200,113.2,35.3,12,13,77,,10.3,7,0.34,18,0.444,8,50.0,31,0.5720000000000001,14.2,11,35,0.429,15,0.8440000000000001,27,"U.S. Cellular Center, Asheville, North Carolina",SAMFORD,Samford,68.5,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,31,True,False,True,Home,True,8,15,53,31,62,4,23,62,1,0,244,629,1895,0.525065963060686,990,1953,0.5069124423963134,233,503,1696,0.5026533018867925,0.8387096774193549
32,2019-03-10-18-north-carolina-greensboro,33.3,8,15.4,6,106.5,57.1,20,0.539,51,0.47100000000000003,24,0.17600000000000002,9,0.778,7,7,200,100.0,18.5,5,17,62,,11.3,7,0.41200000000000003,21,0.33299999999999996,7,40.3,25,0.561,17.9,12,30,0.5670000000000001,17,0.7809999999999999,25,"March 10, 2019",33.3,8,6.7,2,100.0,81.5,22,0.483,58,0.414,24,0.259,15,0.667,10,5,200,106.5,42.9,15,15,66,,12.9,8,0.32799999999999996,19,0.42100000000000004,8,59.7,37,0.507,14.6,11,39,0.41,16,0.848,28,"U.S. Cellular Center, Asheville, North Carolina",FURMAN,Furman,61.7,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,32,True,False,True,Home,True,8,16,58,37,62,7,17,51,1,0,252,644,1948,0.5246406570841889,1021,2015,0.5066997518610422,237,526,1758,0.5014220705346986,0.84375
33,2019-03-11-19-wofford,45.0,9,4.0,1,102.9,81.8,18,0.406,53,0.377,20,0.396,21,0.7140000000000001,15,6,200,85.3,16.7,5,19,58,,11.8,8,0.302,16,0.188,3,44.2,23,0.461,15.0,11,37,0.45899999999999996,17,0.8240000000000001,28,"March 11, 2019",38.1,8,5.4,2,85.3,83.3,25,0.51,48,0.43799999999999994,21,0.5,24,0.875,21,4,200,102.9,18.2,4,19,70,20.0,8.8,6,0.479,23,0.304,7,55.8,29,0.589,15.8,11,25,0.56,14,0.879,29,"U.S. Cellular Center, Asheville, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,67.7,Home,WOFFORD,Wofford,UNC Greensboro,southern,33,False,False,False,Away,False,3,17,53,23,52,7,14,48,0,1,260,660,2006,0.5234297108673978,1058,2077,0.509388541165142,244,543,1809,0.5024875621890548,0.8484848484848485
34,2019-03-19-19-north-carolina-greensboro,48.1,13,2.9,1,116.7,69.0,20,0.47600000000000003,63,0.429,27,0.175,11,0.818,9,13,200,95.8,18.9,7,12,69,,12.5,9,0.317,20,0.3,6,40.9,27,0.506,14.0,11,43,0.488,21,0.606,20,"March 19, 2019",31.3,10,11.6,5,95.8,81.1,30,0.623,61,0.525,32,0.23,14,0.5710000000000001,8,6,200,116.7,31.0,9,14,84,,11.1,8,0.44299999999999995,27,0.444,12,59.1,39,0.621,16.2,13,34,0.588,20,0.8290000000000001,29,"Greensboro Coliseum, Greensboro, North Carolina",CAMPBELL,Campbell,71.9,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,34,True,False,True,Home,True,12,20,61,39,66,6,21,63,1,0,263,677,2059,0.5203982515784361,1081,2129,0.5077501174260216,251,557,1857,0.5026925148088315,0.8235294117647058
35,2019-03-23-14-north-carolina-greensboro,62.5,20,8.3,3,93.2,76.3,29,0.59,61,0.525,32,0.295,18,0.778,14,7,200,116.2,32.0,8,19,86,,6.8,5,0.361,22,0.364,8,58.7,37,0.618,15.9,13,39,0.615,24,0.794,27,"March 23, 2019",28.0,7,7.7,3,116.2,68.0,17,0.43,64,0.391,25,0.313,20,0.7,14,7,200,93.2,23.7,9,18,69,,8.1,6,0.43799999999999994,28,0.179,5,41.3,26,0.469,9.9,8,36,0.556,20,0.8059999999999999,29,"Greensboro Coliseum, Greensboro, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,73.5,Away,LIPSCOMB,Lipscomb,UNC Greensboro,southern,35,False,True,True,Home,False,5,20,64,26,63,8,24,61,0,1,275,697,2120,0.5233490566037736,1120,2195,0.510250569476082,257,578,1920,0.5018229166666667,0.8285714285714286
