,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MICHIGAN-STATE_homegame,MICHIGAN-STATE_homegame2,MICHIGAN-STATE_home,MICHIGAN-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
27,2019-02-24-15-michigan,62.5,15,9.4,3,109.4,72.7,24,0.552,48,0.5,24,0.625,30,0.8,24,5,200,120.3,26.9,7,16,77,10.0,7.8,5,0.41700000000000004,20,0.25,5,52.5,31,0.618,8.9,6,28,0.679,19,0.821,23,"February 24, 2019",26.1,6,7.1,2,120.3,73.1,19,0.457,58,0.397,23,0.345,20,0.85,17,4,200,109.4,27.3,9,18,70,7.0,4.7,3,0.44799999999999995,26,0.26899999999999996,7,47.5,28,0.519,10.7,8,32,0.5,16,0.857,24,"Crisler Arena, Ann Arbor, Michigan",MICHIGAN,Michigan,63.9,Away,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,27,False,False,False,Away,True,5,19,48,31,59,7,16,58,1,0,228,540,1581,0.5578747628083491,1056,1846,0.5720476706392199,191,436,1684,0.42903800475059384,0.8148148148148148
28,2019-03-02-12-indiana,61.5,16,13.5,5,103.3,67.6,25,0.604,48,0.542,26,0.10400000000000001,5,0.8,4,6,200,101.6,23.8,5,11,62,6.0,3.3,2,0.313,15,0.4,6,51.7,30,0.615,21.8,14,33,0.606,20,0.7929999999999999,23,"March 2, 2019",60.9,14,6.1,2,101.6,76.2,16,0.451,61,0.377,23,0.213,13,0.615,8,14,200,103.3,32.4,12,10,63,,16.4,10,0.39299999999999996,24,0.375,9,48.3,28,0.469,10.7,8,37,0.37799999999999995,14,0.517,15,"Assembly Hall, Bloomington, Indiana",MICHIGAN-STATE,Michigan State,61.3,Home,INDIANA,Indiana,Michigan State,big-ten,28,False,False,False,Away,False,6,20,48,30,58,9,14,61,0,1,233,559,1629,0.5577041129527317,1087,1905,0.5706036745406824,198,452,1742,0.42996555683122845,0.8214285714285714
29,2019-03-05-19-michigan-state,42.3,11,5.6,2,130.0,65.5,19,0.5,62,0.419,26,0.387,24,0.583,14,15,200,108.6,28.2,11,17,76,,7.1,5,0.435,27,0.37,10,44.1,30,0.518,11.0,9,35,0.457,16,0.5,15,"March 5, 2019",68.8,22,11.4,4,108.6,71.8,28,0.633,60,0.5329999999999999,32,0.28300000000000003,17,0.882,15,6,200,130.0,34.5,10,17,91,9.0,4.3,3,0.4,24,0.5,12,55.9,38,0.6679999999999999,12.9,10,36,0.556,20,0.8,24,"Breslin Events Center, East Lansing, Michigan",NEBRASKA,Nebraska,69.7,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,29,True,False,True,Home,True,12,20,60,38,68,10,16,62,1,0,239,579,1677,0.5590339892665475,1117,1963,0.5690269994905757,207,466,1803,0.43067110371602885,0.7931034482758621
30,2019-03-09-20-michigan-state,40.0,10,3.7,1,111.9,60.0,15,0.46799999999999997,62,0.40299999999999997,25,0.113,7,0.7140000000000001,5,5,200,94.0,8.6,3,20,63,7.0,11.9,8,0.355,22,0.364,8,30.0,18,0.48200000000000004,7.1,5,40,0.425,17,0.8390000000000001,26,"March 9, 2019",52.2,12,20.0,8,94.0,91.4,32,0.531,49,0.469,23,0.612,30,0.767,23,6,200,111.9,40.0,10,12,75,9.0,4.5,3,0.449,22,0.273,6,70.0,42,0.593,17.3,13,27,0.63,17,0.8059999999999999,25,"Breslin Events Center, East Lansing, Michigan",MICHIGAN,Michigan,66.8,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,30,True,False,True,Home,True,6,17,49,42,60,8,17,62,1,0,251,599,1737,0.5616004605641911,1155,2031,0.568685376661743,217,482,1865,0.43297587131367293,0.8
31,2019-03-15-12-michigan-state,79.2,19,3.0,1,114.9,77.3,17,0.5770000000000001,52,0.462,24,0.192,10,1.0,10,14,200,104.5,13.6,3,21,70,,9.0,6,0.5,26,0.462,12,45.5,20,0.617,21.0,15,26,0.462,12,0.5760000000000001,19,"March 15, 2019",76.9,20,11.5,3,104.5,86.4,19,0.59,50,0.52,26,0.42,21,0.857,18,6,200,114.9,22.7,5,16,77,6.0,11.9,8,0.34,17,0.41200000000000003,7,54.5,24,0.642,15.7,11,33,0.5760000000000001,19,0.812,26,"United Center, Chicago, Illinois",OHIO-STATE,Ohio State,67.4,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,31,True,False,True,Home,True,7,19,50,24,44,12,12,52,1,0,257,616,1786,0.5607502799552072,1197,2091,0.5724533715925395,225,499,1927,0.434094447327452,0.8064516129032258
32,2019-03-16-13-michigan-state,37.5,9,15.6,5,98.5,76.0,19,0.368,68,0.353,24,0.132,9,0.556,5,10,200,80.9,20.0,9,15,55,19.0,10.3,7,0.27899999999999997,19,0.105,2,40.0,28,0.38,6.5,5,49,0.449,22,0.6970000000000001,23,"March 16, 2019",78.3,18,8.2,4,80.9,80.0,36,0.519,53,0.434,23,0.28300000000000003,15,0.8,12,6,200,98.5,24.0,6,16,67,6.0,5.9,4,0.396,21,0.429,9,60.0,42,0.557,19.0,14,32,0.43799999999999994,14,0.818,27,"United Center, Chicago, Illinois",WISCONSIN,Wisconsin,68.2,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,32,True,False,True,Home,True,9,14,53,42,70,2,22,68,1,0,264,635,1836,0.5615468409586056,1221,2135,0.5718969555035128,237,511,1979,0.4378473976755937,0.8125
33,2019-03-17-15-michigan-state,81.0,17,15.6,5,103.2,74.3,26,0.49,51,0.41200000000000003,21,0.235,12,0.833,10,6,200,95.2,0.0,0,11,60,10.0,7.9,5,0.49,25,0.32,8,44.1,26,0.529,9.6,6,26,0.5,13,0.8240000000000001,28,"March 17, 2019",63.6,14,23.1,6,95.2,100.0,24,0.48200000000000004,55,0.4,22,0.29100000000000004,16,0.75,12,6,200,103.2,25.7,9,10,65,6.0,3.2,2,0.418,23,0.391,9,55.9,33,0.519,12.7,9,32,0.406,13,0.8240000000000001,28,"United Center, Chicago, Illinois",MICHIGAN,Michigan,62.7,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,33,True,False,True,Home,True,9,13,55,33,59,8,13,51,1,0,273,649,1889,0.5603493912122817,1263,2205,0.5727891156462585,239,533,2047,0.4355153883732291,0.8181818181818182
34,2019-03-21-14-michigan-state,54.5,12,8.6,3,113.4,71.4,20,0.51,52,0.423,22,0.34600000000000003,18,0.667,12,15,200,97.0,6.7,2,22,65,15.0,4.5,3,0.40399999999999997,21,0.429,9,37.9,22,0.537,13.1,9,31,0.419,13,0.5710000000000001,20,"March 21, 2019",39.1,9,16.1,5,97.0,93.3,28,0.47200000000000003,54,0.426,23,0.48100000000000004,26,0.9620000000000001,25,6,200,113.4,28.6,8,18,76,2.0,4.5,3,0.35200000000000004,19,0.263,5,62.1,36,0.573,12.1,9,35,0.514,18,0.8290000000000001,29,"Wells Fargo Arena, Des Moines, Iowa",BRADLEY,Bradley,67.5,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,34,True,False,True,Home,True,5,18,54,36,58,9,13,52,1,0,282,662,1944,0.5581275720164609,1296,2264,0.5724381625441696,247,546,2098,0.43684461391801716,0.8235294117647058
35,2019-03-23-19-michigan-state,38.9,7,2.9,1,107.7,52.4,11,0.322,59,0.305,18,0.237,14,0.857,12,14,200,76.9,14.3,5,13,50,10.0,15.4,10,0.373,22,0.091,2,28.6,16,0.381,7.1,5,37,0.43200000000000005,16,0.611,22,"March 23, 2019",57.1,16,8.1,3,76.9,85.7,30,0.633,49,0.5710000000000001,28,0.22399999999999998,11,0.727,8,6,200,107.7,47.6,10,18,70,2.0,6.2,4,0.306,15,0.4,6,71.4,40,0.645,27.1,20,34,0.647,22,0.833,30,"Wells Fargo Arena, Des Moines, Iowa",MINNESOTA,Minnesota,64.9,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,35,True,False,True,Home,True,6,22,49,40,56,2,16,59,1,0,287,680,1998,0.5558058058058059,1332,2322,0.5736434108527132,256,559,2150,0.4386046511627907,0.8285714285714286
36,2019-03-29-19-michigan-state,33.3,8,0.0,0,123.1,60.0,18,0.44299999999999995,61,0.39299999999999996,24,0.23,14,0.643,9,7,200,96.9,29.4,10,10,63,3.0,6.2,4,0.344,21,0.28600000000000003,6,43.8,28,0.466,10.6,8,40,0.45,18,0.8,28,"March 29, 2019",71.0,22,15.0,6,96.9,70.6,24,0.568,66,0.47,31,0.121,8,0.625,5,6,200,123.1,40.0,12,10,80,2.0,6.2,4,0.485,32,0.406,13,56.3,36,0.573,7.9,6,34,0.529,18,0.838,31,"Capital One Arena, Washington, District of Columbia",LOUISIANA-STATE,LSU,64.7,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,36,True,False,True,Home,True,13,18,66,36,64,6,18,61,1,0,293,702,2047,0.5576453346360528,1372,2378,0.5769554247266611,258,575,2209,0.4354911724762336,0.8333333333333334
37,2019-03-31-17-duke,60.0,18,8.3,3,98.5,61.3,19,0.47100000000000003,70,0.429,30,0.086,6,0.33299999999999996,2,6,200,100.0,27.5,11,11,68,2.0,16.2,11,0.271,19,0.316,6,42.3,30,0.467,7.6,6,51,0.47100000000000003,24,0.8420000000000001,32,"March 31, 2019",53.8,14,17.6,9,100.0,72.5,29,0.518,57,0.456,26,0.228,13,0.615,8,6,200,98.5,38.7,12,9,67,1.0,5.9,4,0.368,21,0.33299999999999996,7,57.7,41,0.53,21.3,17,36,0.528,19,0.8420000000000001,32,"Capital One Arena, Washington, District of Columbia",DUKE,Duke,68.0,Away,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,37,False,False,False,Away,True,6,24,70,30,71,7,19,57,1,0,306,720,2113,0.5579744439185992,1408,2442,0.5765765765765766,264,593,2270,0.4356828193832599,0.8378378378378378
38,2019-04-06-20-michigan-state,36.4,8,17.4,4,85.0,79.4,27,0.52,51,0.431,22,0.255,13,0.615,8,6,202,101.7,10.7,3,18,61,3.0,6.7,4,0.451,23,0.391,9,48.4,30,0.5329999999999999,11.0,7,28,0.46399999999999997,13,0.838,31,"April 6, 2019",40.0,6,7.1,2,101.7,89.3,25,0.39399999999999996,47,0.319,15,0.38299999999999995,18,0.778,14,7,202,85.0,20.6,7,15,51,2.0,1.7,1,0.511,24,0.292,7,51.6,32,0.45899999999999996,15.4,10,23,0.348,8,0.821,32,"U.S. Bank Stadium, Minneapolis, Minnesota",MICHIGAN-STATE,Michigan State,59.3,Away,TEXAS-TECH,Texas Tech,Michigan State,big-ten,38,False,True,True,Home,False,7,8,47,32,62,9,13,51,0,1,312,744,2183,0.5551992670636738,1438,2513,0.572224432948667,271,612,2327,0.43768801031370863,0.8421052631578947
