,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DUKE_homegame,DUKE_homegame2,DUKE_home,DUKE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
28,2019-03-02-16-duke,50.0,11,6.5,3,116.0,65.4,17,0.397,63,0.349,22,0.19,12,0.583,7,16,200,76.0,25.6,11,16,57,,14.7,11,0.381,24,0.25,6,40.6,28,0.415,19.0,16,39,0.41,16,0.429,12,"March 2, 2019",50.0,18,10.3,4,76.0,74.4,32,0.619,63,0.5710000000000001,36,0.222,14,0.643,9,4,200,116.0,34.6,9,14,87,3.0,13.3,10,0.27,17,0.353,6,59.4,41,0.625,18.8,16,46,0.652,30,0.862,25,"Cameron Indoor Stadium, Durham, North Carolina",MIAMI-FL,Miami (FL),75.2,Home,DUKE,Duke,Duke,acc,28,True,False,True,Home,True,6,30,63,41,69,6,16,63,1,0,212,653,1805,0.5379501385041551,1108,2005,0.5526184538653367,175,529,1775,0.44591549295774646,0.8571428571428571
29,2019-03-05-19-duke,28.6,8,2.8,1,92.2,75.0,27,0.444,71,0.39399999999999996,28,0.16899999999999998,12,0.583,7,18,200,90.9,23.7,9,22,70,,3.9,3,0.324,23,0.304,7,48.6,36,0.456,10.6,9,48,0.43799999999999994,21,0.379,11,"March 5, 2019",41.7,10,14.6,7,90.9,76.3,29,0.474,58,0.414,24,0.44799999999999995,26,0.615,16,4,200,92.2,25.0,9,14,71,4.0,3.9,3,0.379,22,0.318,7,51.4,38,0.505,17.8,15,36,0.47200000000000003,17,0.867,26,"Cameron Indoor Stadium, Durham, North Carolina",WAKE-FOREST,Wake Forest,76.5,Home,DUKE,Duke,Duke,acc,29,True,False,True,Home,True,7,17,58,38,74,7,21,71,1,0,218,683,1868,0.5406852248394004,1149,2074,0.5540019286403086,181,545,1838,0.4442328618063112,0.8620689655172413
30,2019-03-09-18-north-carolina,60.0,15,16.3,7,101.3,70.0,28,0.397,73,0.342,25,0.233,17,0.706,12,5,200,89.7,32.6,15,12,70,4.0,6.4,5,0.43799999999999994,32,0.25,8,50.0,43,0.43200000000000005,13.0,12,41,0.415,17,0.8390000000000001,26,"March 9, 2019",53.3,16,19.5,8,89.7,67.4,31,0.486,74,0.405,30,0.17600000000000002,13,0.5379999999999999,7,5,200,101.3,30.0,12,14,79,3.0,6.4,5,0.419,31,0.387,12,50.0,43,0.493,11.1,10,43,0.419,18,0.8390000000000001,26,"Dean Smith Center, Chapel Hill, North Carolina",DUKE,Duke,78.1,Home,NORTH-CAROLINA,UNC,Duke,acc,30,False,False,False,Away,False,8,17,73,43,86,12,18,74,0,1,225,700,1926,0.538681204569055,1187,2148,0.5526070763500931,188,566,1909,0.44421162912519646,0.8666666666666667
31,2019-03-14-21-duke,28.0,7,9.7,3,115.1,64.3,18,0.5670000000000001,52,0.48100000000000004,25,0.423,22,0.591,13,13,200,98.6,26.5,9,22,72,,11.0,8,0.40399999999999997,21,0.429,9,43.5,27,0.5760000000000001,21.6,17,31,0.516,16,0.606,20,"March 14, 2019",55.2,16,12.9,4,98.6,73.5,25,0.602,54,0.537,29,0.519,28,0.679,19,5,200,115.1,35.7,10,17,84,5.0,19.2,14,0.426,23,0.304,7,56.5,35,0.624,21.3,18,31,0.71,22,0.8440000000000001,27,"Spectrum Center, Charlotte, North Carolina",SYRACUSE,Syracuse,72.9,Home,DUKE,Duke,Duke,acc,31,True,False,True,Home,True,7,22,54,35,62,9,16,52,1,0,233,717,1999,0.5335167583791895,1230,2234,0.5505819158460161,200,584,1983,0.44578920827029755,0.8387096774193549
32,2019-03-15-21-north-carolina,48.4,15,12.8,6,98.6,62.5,25,0.515,65,0.47700000000000004,31,0.2,13,0.5379999999999999,7,5,200,100.0,28.1,9,16,74,5.0,8.1,6,0.308,20,0.25,5,47.2,34,0.52,14.5,12,45,0.578,26,0.848,28,"March 15, 2019",44.8,13,0.0,0,100.0,71.9,23,0.425,73,0.397,29,0.205,15,0.733,11,6,200,98.6,37.5,15,15,73,3.0,6.8,5,0.35600000000000004,26,0.154,4,52.8,38,0.456,9.1,8,47,0.532,25,0.818,27,"Spectrum Center, Charlotte, North Carolina",NORTH-CAROLINA,UNC,73.7,Away,DUKE,Duke,Duke,acc,32,False,False,False,Away,True,5,26,65,34,72,4,25,73,1,0,240,739,2053,0.5353141743789577,1265,2296,0.5509581881533101,209,600,2035,0.44889434889434887,0.84375
33,2019-03-16-20-duke,40.0,8,12.2,5,102.8,75.0,18,0.381,63,0.317,20,0.254,16,0.938,15,7,200,88.7,31.6,12,16,63,12.0,7.0,5,0.317,20,0.4,8,48.4,30,0.446,14.6,12,43,0.27899999999999997,12,0.794,27,"March 16, 2019",40.7,11,14.0,6,88.7,68.4,26,0.509,55,0.491,27,0.382,21,0.81,17,5,200,102.8,25.0,6,17,73,5.0,11.3,8,0.255,14,0.14300000000000002,2,51.6,32,0.562,15.7,12,41,0.61,25,0.853,29,"Spectrum Center, Charlotte, North Carolina",FLORIDA-STATE,Florida State,70.8,Home,DUKE,Duke,Duke,acc,33,True,False,True,Home,True,2,25,55,32,62,8,12,63,1,0,245,765,2118,0.5347025495750708,1299,2368,0.5485641891891891,213,625,2108,0.4480550284629981,0.8484848484848485
34,2019-03-22-19-duke,33.3,7,4.3,2,118.1,76.5,26,0.431,58,0.36200000000000004,21,0.24100000000000002,14,0.857,12,16,200,86.1,9.4,3,17,62,16.0,1.4,1,0.5,29,0.276,8,43.9,29,0.48,14.6,11,29,0.44799999999999995,13,0.5429999999999999,19,"March 22, 2019",42.4,14,24.1,7,86.1,90.6,29,0.569,65,0.508,33,0.262,17,0.647,11,5,200,118.1,23.5,8,14,85,1.0,8.3,6,0.292,19,0.42100000000000004,8,56.1,37,0.5820000000000001,7.6,6,46,0.5429999999999999,25,0.857,30,"The Colonial Life Arena, Columbia, South Carolina",NORTH-DAKOTA-STATE,North Dakota State,71.9,Home,DUKE,Duke,Duke,acc,34,True,False,True,Home,True,8,25,65,37,66,8,13,58,1,0,247,790,2173,0.534054302807179,1331,2430,0.5477366255144033,221,637,2171,0.44610778443113774,0.8529411764705882
35,2019-03-24-17-duke,61.5,16,11.9,5,113.2,62.9,22,0.565,54,0.48100000000000004,26,0.37,20,0.75,15,9,200,111.8,24.1,7,16,76,9.0,7.4,5,0.33299999999999996,18,0.5,9,45.3,29,0.598,14.9,11,36,0.47200000000000003,17,0.727,24,"March 24, 2019",50.0,15,8.3,3,111.8,75.9,22,0.522,67,0.44799999999999995,30,0.179,12,0.583,7,5,200,113.2,37.1,13,18,77,1.0,11.8,8,0.373,25,0.4,10,54.7,35,0.53,10.0,8,42,0.47600000000000003,20,0.861,31,"The Colonial Life Arena, Columbia, South Carolina",CENTRAL-FLORIDA,UCF,67.6,Home,DUKE,Duke,Duke,acc,35,True,False,True,Home,True,10,20,67,35,64,9,17,54,1,0,255,815,2238,0.5350759606791778,1368,2496,0.5480769230769231,229,650,2229,0.4457155675190668,0.8571428571428571
36,2019-03-29-21-duke,76.0,19,8.3,3,111.9,70.8,17,0.47600000000000003,62,0.40299999999999997,25,0.29,18,0.778,14,9,200,109.0,37.1,13,15,73,4.0,6.0,4,0.419,26,0.34600000000000003,9,50.8,30,0.517,13.6,11,36,0.444,16,0.743,26,"March 29, 2019",71.0,22,16.7,6,109.0,62.9,22,0.607,56,0.5539999999999999,31,0.179,10,0.7,7,5,200,111.9,29.2,7,15,75,1.0,9.0,6,0.35700000000000004,20,0.3,6,49.2,29,0.617,15.4,11,36,0.6940000000000001,25,0.865,32,"Capital One Arena, Washington, District of Columbia",VIRGINIA-TECH,Virginia Tech,66.7,Home,DUKE,Duke,Duke,acc,36,True,False,True,Home,True,6,25,56,29,59,9,16,62,1,0,265,835,2305,0.53470715835141,1403,2560,0.548046875,238,667,2283,0.44853263250109504,0.8611111111111112
37,2019-03-31-17-duke,60.0,18,8.3,3,98.5,61.3,19,0.47100000000000003,70,0.429,30,0.086,6,0.33299999999999996,2,6,200,100.0,27.5,11,11,68,2.0,16.2,11,0.271,19,0.316,6,42.3,30,0.467,7.6,6,51,0.47100000000000003,24,0.8420000000000001,32,"March 31, 2019",53.8,14,17.6,9,100.0,72.5,29,0.518,57,0.456,26,0.228,13,0.615,8,6,200,98.5,38.7,12,9,67,1.0,5.9,4,0.368,21,0.33299999999999996,7,57.7,41,0.53,21.3,17,36,0.528,19,0.8420000000000001,32,"Capital One Arena, Washington, District of Columbia",DUKE,Duke,68.0,Away,MICHIGAN-STATE,Michigan State,Duke,acc,37,False,True,True,Home,False,7,19,57,41,71,6,24,70,0,1,271,860,2361,0.5364252435408725,1432,2619,0.5467735777014128,247,683,2345,0.44925373134328356,0.8648648648648649
