,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TEXAS-PAN-AMERICAN_homegame,TEXAS-PAN-AMERICAN_homegame2,TEXAS-PAN-AMERICAN_home,TEXAS-PAN-AMERICAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
25,2019-02-09-22-cal-state-bakersfield,47.8,11,5.4,2,93.7,54.8,23,0.447,57,0.40399999999999997,23,0.667,38,0.737,28,12,225,100.0,35.1,13,30,79,,12.7,10,0.263,15,0.33299999999999996,5,45.6,36,0.526,16.9,15,42,0.429,18,0.5379999999999999,14,"February 9, 2019",45.5,10,7.1,3,100.0,64.9,24,0.39299999999999996,61,0.361,22,0.639,39,0.667,26,9,225,93.7,45.2,19,32,74,,7.6,6,0.39299999999999996,24,0.16699999999999998,4,54.4,43,0.465,20.4,20,37,0.486,18,0.625,15,"Icardo Center, Bakersfield, California",CAL-STATE-BAKERSFIELD,Cal State Bakersfield,70.0,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,25,False,False,False,Away,True,5,18,57,36,79,4,18,61,1,0,134,449,1461,0.44490075290896647,748,1646,0.45443499392466585,141,446,1347,0.4881217520415739,0.52
26,2019-02-14-20-texas-pan-american,78.6,11,4.5,2,89.4,80.0,28,0.41,39,0.359,14,0.462,18,0.667,12,11,200,66.7,26.1,6,18,44,,1.5,1,0.462,18,0.222,4,58.6,34,0.46299999999999997,33.8,24,21,0.47600000000000003,10,0.542,13,"February 14, 2019",81.8,18,4.8,1,66.7,73.9,17,0.41100000000000003,56,0.39299999999999996,22,0.35700000000000004,20,0.65,13,12,200,89.4,20.0,7,14,59,,21.2,14,0.214,12,0.16699999999999998,2,41.4,24,0.45,9.7,7,44,0.455,20,0.556,15,"UTRGV Fieldhouse, Edinburg, Texas",SEATTLE,Seattle,65.5,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,26,True,False,True,Home,True,2,20,56,24,58,4,10,39,1,0,139,467,1518,0.44499341238471674,784,1725,0.4544927536231884,145,464,1408,0.48401988636363635,0.5384615384615384
27,2019-02-16-20-texas-pan-american,50.0,12,5.1,2,86.5,83.3,25,0.48200000000000004,56,0.429,24,0.46399999999999997,26,0.846,22,8,200,102.7,23.1,6,15,76,,6.8,5,0.33899999999999997,19,0.316,6,55.4,31,0.556,15.1,12,37,0.486,18,0.68,17,"February 16, 2019",54.2,13,10.8,4,102.7,76.9,20,0.46399999999999997,55,0.436,24,0.382,21,0.619,13,13,200,86.5,16.7,5,20,64,,12.2,9,0.29100000000000004,16,0.188,3,44.6,25,0.49200000000000005,16.8,13,39,0.5379999999999999,21,0.536,15,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,73.7,Away,UTAH-VALLEY,Utah Valley,Texas-Rio Grande Valley,wac,27,False,True,True,Home,False,3,21,55,25,56,6,18,56,0,1,141,487,1574,0.4437738246505718,808,1783,0.45316881660123387,149,474,1447,0.48203178991015894,0.5555555555555556
28,2019-02-19-20-texas-pan-american,60.0,15,10.3,4,116.4,60.6,20,0.491,58,0.431,25,0.172,10,0.9,9,0,200,90.4,32.1,9,21,66,,13.7,10,0.31,18,0.389,7,47.5,29,0.526,23.3,19,40,0.45,18,0.0,0,"February 19, 2019",70.4,19,7.5,3,90.4,67.9,19,0.551,59,0.45799999999999996,27,0.475,28,0.7140000000000001,20,13,200,116.4,39.4,13,13,85,,15.1,11,0.33899999999999997,20,0.55,11,52.5,32,0.588,15.4,13,39,0.41,16,0.552,16,"UTRGV Fieldhouse, Edinburg, Texas","Wayland Baptist
			","Wayland Baptist
			",72.5,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,28,True,False,True,Home,True,11,16,59,32,61,7,18,58,1,0,144,508,1629,0.4444444444444444,833,1839,0.45296356715606306,155,492,1503,0.4820359281437126,0.5357142857142857
29,2019-02-23-18-new-mexico-state,28.0,7,6.7,2,120.5,54.5,18,0.529,52,0.48100000000000004,25,0.615,32,0.75,24,14,200,108.2,24.1,7,27,79,,9.6,7,0.26899999999999996,14,0.35700000000000004,5,40.3,25,0.588,15.4,12,38,0.526,20,0.5329999999999999,16,"February 23, 2019",66.7,20,13.2,5,108.2,75.9,22,0.585,59,0.508,30,0.508,30,0.633,19,4,200,120.5,45.5,15,27,88,,6.8,5,0.49200000000000005,29,0.31,9,59.7,37,0.601,18.1,16,30,0.7,21,0.857,24,"Pan American Center, Las Cruces, New Mexico",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,73.2,Home,NEW-MEXICO-STATE,New Mexico State,Texas-Rio Grande Valley,wac,29,False,False,False,Away,False,5,20,52,25,62,9,21,59,0,1,155,524,1688,0.44816350710900477,865,1900,0.45526315789473687,162,510,1561,0.4823830877642537,0.5517241379310345
30,2019-02-28-20-chicago-state,48.4,15,5.9,2,104.1,85.2,23,0.598,56,0.5539999999999999,31,0.48200000000000004,27,0.556,15,14,200,110.8,28.0,7,19,82,,14.9,11,0.321,18,0.278,5,57.7,30,0.596,13.9,11,38,0.684,26,0.5479999999999999,17,"February 28, 2019",56.0,14,2.6,1,110.8,72.0,18,0.6,50,0.5,25,0.56,28,0.607,17,26,200,104.1,14.8,4,24,77,,6.8,5,0.32,16,0.625,10,42.3,22,0.608,20.4,16,34,0.441,15,0.10300000000000001,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,74.1,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,30,False,False,False,Away,True,5,26,56,30,52,10,15,50,1,0,160,544,1740,0.45057471264367815,890,1962,0.4536187563710499,171,531,1620,0.4861111111111111,0.5333333333333333
31,2019-03-02-19-missouri-kansas-city,46.2,12,12.0,3,102.9,87.0,20,0.5579999999999999,52,0.5,26,0.48100000000000004,25,0.68,17,14,200,110.3,18.5,5,18,75,,11.8,8,0.231,12,0.5,6,50.0,25,0.5870000000000001,13.7,10,40,0.5,20,0.562,18,"March 2, 2019",78.3,18,10.0,4,110.3,81.5,22,0.606,47,0.489,23,0.34,16,0.813,13,20,200,102.9,13.0,3,24,70,,8.8,6,0.46799999999999997,22,0.5,11,50.0,25,0.6409999999999999,21.7,15,25,0.48,12,0.33299999999999996,10,"Swinney Recreation Center, Kansas City, Missouri",MISSOURI-KANSAS-CITY,UMKC,67.7,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,31,False,False,False,Away,True,6,20,52,25,50,11,12,47,1,0,165,570,1796,0.4551781737193764,920,2014,0.4568023833167825,181,546,1670,0.48952095808383234,0.5483870967741935
32,2019-03-07-20-texas-pan-american,44.4,12,2.2,1,102.6,65.8,25,0.5,65,0.415,27,0.369,24,0.708,17,13,225,106.5,27.0,10,30,82,,6.5,5,0.4,26,0.423,11,46.7,35,0.537,11.7,10,39,0.41,16,0.552,16,"March 7, 2019",73.9,17,0.0,0,106.5,73.0,27,0.43,57,0.40399999999999997,23,0.737,42,0.7140000000000001,30,15,225,102.6,34.2,13,22,79,,5.2,4,0.21100000000000002,12,0.25,3,53.3,40,0.513,14.7,13,45,0.444,20,0.545,18,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,68.2,Away,CALIFORNIA-BAPTIST,California Baptist,Texas-Rio Grande Valley,wac,32,False,True,True,Home,False,3,20,57,40,75,11,16,65,0,1,171,590,1848,0.45806277056277056,945,2064,0.4578488372093023,192,558,1717,0.49271986022131625,0.5625
33,2019-03-14-17-texas-pan-american,25.0,6,8.8,3,114.9,86.4,19,0.44299999999999995,61,0.39299999999999996,24,0.361,22,0.727,16,15,200,94.6,44.1,15,25,70,,9.5,7,0.27899999999999997,17,0.353,6,60.7,34,0.49,22.1,20,44,0.409,18,0.516,16,"March 14, 2019",37.0,10,4.5,2,94.6,55.9,19,0.625,48,0.563,27,0.6459999999999999,31,0.8059999999999999,25,15,200,114.9,13.6,3,21,85,,13.5,10,0.292,14,0.429,6,39.3,22,0.6779999999999999,16.3,12,34,0.618,21,0.5589999999999999,19,"Orleans Arena, Paradise, Nevada",CAL-STATE-BAKERSFIELD,Cal State Bakersfield,74.1,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,33,True,False,True,Home,True,6,21,48,22,56,6,18,61,1,0,174,610,1905,0.45721784776902885,985,2139,0.46049555867227676,203,574,1782,0.4929854096520763,0.5454545454545454
34,2019-03-15-21-new-mexico-state,28.0,7,3.6,1,117.9,72.0,18,0.5379999999999999,53,0.47200000000000003,25,0.358,19,0.789,15,16,200,107.5,14.3,4,23,72,,6.0,4,0.377,20,0.35,7,41.5,22,0.58,16.4,12,33,0.545,18,0.5429999999999999,19,"March 15, 2019",39.3,11,12.1,4,107.5,85.7,24,0.62,54,0.519,28,0.33299999999999996,18,0.667,12,4,200,117.9,28.0,7,20,79,,3.0,2,0.48100000000000004,26,0.423,11,58.5,31,0.631,12.7,9,28,0.607,17,0.879,29,"Orleans Arena, Paradise, Nevada",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,67.3,Home,NEW-MEXICO-STATE,New Mexico State,Texas-Rio Grande Valley,wac,34,False,False,False,Away,False,7,18,53,22,53,11,17,54,0,1,180,631,1953,0.46134152585765487,1007,2195,0.45876993166287017,209,592,1843,0.4913185024416712,0.5588235294117647
35,2019-03-20-20-texas-pan-american,71.0,22,5.4,2,105.7,81.8,27,0.627,55,0.564,31,0.091,5,0.8,4,17,200,104.3,5.3,1,17,73,,5.7,4,0.218,12,0.583,7,53.8,28,0.636,20.8,15,43,0.5579999999999999,24,0.5,17,"March 20, 2019",63.0,17,11.6,5,104.3,94.7,18,0.534,59,0.45799999999999996,27,0.271,16,0.688,11,16,200,105.7,18.2,6,10,74,,8.6,6,0.373,22,0.409,9,46.2,24,0.556,10.8,8,37,0.486,18,0.556,20,"UTRGV Fieldhouse, Edinburg, Texas",GRAMBLING,Grambling,70.0,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,35,True,False,True,Home,True,9,18,59,24,52,7,24,55,1,0,187,649,2006,0.46335992023928213,1029,2248,0.45774021352313166,220,609,1897,0.49499209277807066,0.5428571428571428
36,2019-03-25-20-texas-pan-american,68.6,24,12.0,6,100.0,76.3,29,0.631,61,0.574,35,0.377,23,0.7390000000000001,17,13,200,110.6,33.3,9,19,94,,10.6,9,0.24600000000000002,15,0.467,7,58.5,38,0.653,20.2,18,46,0.609,28,0.639,23,"March 25, 2019",78.1,25,10.9,5,110.6,66.7,18,0.48,74,0.43200000000000005,32,0.297,22,0.636,14,17,200,100.0,23.7,9,19,85,,14.1,12,0.324,24,0.292,7,41.5,27,0.503,13.4,13,50,0.5,25,0.541,20,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,84.7,Away,TEXAS-SOUTHERN,Texas Southern,Texas-Rio Grande Valley,wac,36,False,True,True,Home,False,7,25,74,27,65,7,28,61,0,1,196,667,2065,0.46537530266343824,1053,2300,0.4578260869565217,227,633,1952,0.49871926229508196,0.5555555555555556
