,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,GONZAGA_homegame,GONZAGA_homegame2,GONZAGA_home,GONZAGA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
27,2019-02-21-21-gonzaga,57.7,15,2.6,1,131.4,50.0,9,0.434,68,0.382,26,0.11800000000000001,8,0.625,5,16,200,91.4,31.7,13,14,64,,11.4,8,0.33799999999999997,23,0.304,7,37.3,22,0.446,14.4,12,45,0.42200000000000004,19,0.429,12,"February 21, 2019",59.5,22,17.8,8,91.4,68.3,28,0.695,59,0.627,37,0.237,14,0.7140000000000001,10,2,200,131.4,50.0,9,15,92,2.0,11.4,8,0.35600000000000004,21,0.381,8,62.7,37,0.701,16.6,13,38,0.763,29,0.929,26,"McCarthey Athletic Center, Spokane, Washington",PEPPERDINE,Pepperdine,70.2,Home,GONZAGA,Gonzaga,Gonzaga,wcc,27,True,False,True,Home,True,8,29,59,37,59,7,19,68,1,0,220,653,1654,0.594316807738815,993,1777,0.5588069780528981,172,466,1663,0.4353577871316897,0.9259259259259259
28,2019-02-23-22-gonzaga,50.0,13,6.5,3,130.8,78.1,25,0.484,62,0.419,26,0.21,13,0.615,8,12,200,87.2,15.8,6,22,68,,3.8,3,0.33899999999999997,21,0.381,8,44.3,31,0.499,18.1,15,41,0.439,18,0.6,18,"February 23, 2019",50.0,18,9.8,4,87.2,84.2,32,0.614,66,0.545,36,0.409,27,0.778,21,2,200,130.8,21.9,7,14,102,2.0,12.8,10,0.303,20,0.45,9,55.7,39,0.647,7.2,6,46,0.5870000000000001,27,0.9309999999999999,27,"McCarthey Athletic Center, Spokane, Washington",BRIGHAM-YOUNG,BYU,77.5,Home,GONZAGA,Gonzaga,Gonzaga,wcc,28,True,False,True,Home,True,9,27,66,39,70,8,18,62,1,0,228,682,1713,0.5977816695855225,1030,1836,0.5610021786492375,179,485,1731,0.4352975158867706,0.9285714285714286
29,2019-02-28-23-pacific,57.6,19,15.8,6,97.1,75.7,28,0.645,55,0.6,33,0.327,18,0.833,15,2,200,126.5,20.8,5,12,86,1.0,11.8,8,0.255,14,0.35700000000000004,5,54.1,33,0.677,11.3,8,41,0.6829999999999999,28,0.9329999999999999,28,"February 28, 2019",39.1,9,0.0,0,126.5,79.2,19,0.46799999999999997,62,0.371,23,0.161,10,0.8,8,17,200,97.1,24.3,9,16,66,,8.8,6,0.387,24,0.5,12,45.9,28,0.494,15.3,12,38,0.289,11,0.433,13,"A.G. Spanos Center, Stockton, California",PACIFIC,Pacific,68.2,Away,GONZAGA,Gonzaga,Gonzaga,wcc,29,False,False,False,Away,True,5,28,55,33,61,12,11,62,1,0,237,709,1779,0.5983698707138843,1069,1906,0.5608604407135362,187,503,1793,0.4369771332961517,0.9310344827586207
30,2019-03-02-22-saint-marys-ca,39.3,11,14.3,6,85.9,72.7,24,0.547,53,0.528,28,0.226,12,0.917,11,2,200,107.8,21.7,5,14,69,1.0,14.1,9,0.264,14,0.14300000000000002,2,51.8,29,0.588,14.6,10,39,0.667,26,0.935,29,"March 2, 2019",17.4,4,2.6,1,107.8,78.3,18,0.447,57,0.40399999999999997,23,0.12300000000000001,7,0.5710000000000001,4,11,200,85.9,27.3,9,16,55,,9.4,6,0.263,15,0.33299999999999996,5,48.2,27,0.456,16.6,12,42,0.429,18,0.645,20,"McKeon Pavilion, Moraga, California",SAINT-MARYS-CA,Saint Mary's,63.5,Away,GONZAGA,Gonzaga,Gonzaga,wcc,30,False,False,False,Away,True,2,26,53,29,56,5,18,57,1,0,242,737,1834,0.5997818974918212,1102,1967,0.5602440264361973,199,514,1855,0.4380053908355795,0.9333333333333333
31,2019-03-11-21-gonzaga,31.0,9,5.1,2,128.2,68.0,17,0.515,65,0.446,29,0.138,9,0.778,7,18,200,94.9,20.0,7,17,74,,10.3,8,0.369,24,0.375,9,40.0,24,0.534,18.8,16,41,0.488,20,0.47100000000000003,16,"March 11, 2019",70.3,26,12.2,5,94.9,80.0,28,0.685,62,0.597,37,0.355,22,0.682,15,2,200,128.2,32.0,8,13,100,1.0,14.1,11,0.371,23,0.478,11,60.0,36,0.69,15.4,13,39,0.667,26,0.938,30,"Orleans Arena, Paradise, Nevada",PEPPERDINE,Pepperdine,77.9,Home,GONZAGA,Gonzaga,Gonzaga,wcc,31,True,False,True,Home,True,11,26,62,36,60,9,20,65,1,0,244,763,1887,0.5983041865394807,1131,2023,0.5590706870983687,204,532,1912,0.4382845188284519,0.9354838709677419
32,2019-03-12-21-gonzaga,17.4,4,3.2,1,77.0,83.3,25,0.49,51,0.451,23,0.21600000000000003,11,0.909,10,11,200,98.4,19.2,5,12,60,,11.5,7,0.275,14,0.28600000000000003,4,53.6,30,0.534,15.2,10,37,0.514,19,0.667,22,"March 12, 2019",33.3,6,5.4,2,98.4,80.8,21,0.396,48,0.375,18,0.25,12,0.75,9,3,200,77.0,16.7,5,14,47,1.0,8.2,5,0.354,17,0.11800000000000001,2,46.4,26,0.43799999999999994,18.4,12,31,0.516,16,0.909,30,"Orleans Arena, Paradise, Nevada",GONZAGA,Gonzaga,61.0,Away,SAINT-MARYS-CA,Saint Mary's,Gonzaga,wcc,32,False,True,True,Home,False,2,16,48,26,56,4,19,51,0,1,255,789,1949,0.6010774756285274,1167,2083,0.5602496399423907,213,552,1977,0.4408194233687405,0.9375
33,2019-03-21-19-gonzaga,53.3,8,9.3,4,126.1,57.6,19,0.36,50,0.3,15,0.46,23,0.565,13,14,200,71.0,21.1,8,14,49,16.0,10.1,7,0.42,21,0.28600000000000003,6,38.0,27,0.402,21.0,16,29,0.31,9,0.6,21,"March 21, 2019",64.7,22,20.7,6,71.0,78.9,30,0.602,64,0.531,34,0.25,16,0.625,10,3,200,126.1,42.4,14,20,87,1.0,13.0,9,0.32799999999999996,21,0.429,9,62.0,44,0.608,13.4,11,43,0.581,25,0.912,31,"Vivint Smart Home Arena, Salt Lake City, Utah",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,68.8,Home,GONZAGA,Gonzaga,Gonzaga,wcc,33,True,False,True,Home,True,9,25,64,44,71,6,9,50,1,0,257,805,1997,0.5961442163244868,1193,2139,0.5577372604020571,217,571,2028,0.4420611439842209,0.9090909090909091
34,2019-03-23-19-gonzaga,40.0,10,8.1,3,120.3,57.7,15,0.45,60,0.41700000000000004,25,0.36700000000000005,22,0.773,17,14,200,102.9,27.3,9,20,71,9.0,8.7,6,0.35,21,0.19,4,40.7,24,0.504,11.4,9,39,0.5379999999999999,21,0.588,20,"March 23, 2019",61.3,19,17.9,7,102.9,72.7,24,0.605,57,0.544,31,0.368,21,0.667,14,3,200,120.3,42.3,11,21,83,1.0,8.7,6,0.35100000000000003,20,0.35,7,59.3,35,0.62,14.2,11,37,0.649,24,0.914,32,"Vivint Smart Home Arena, Salt Lake City, Utah",BAYLOR,Baylor,68.7,Home,GONZAGA,Gonzaga,Gonzaga,wcc,34,True,False,True,Home,True,7,24,57,35,59,4,21,60,1,0,266,830,2061,0.5963124696749151,1237,2210,0.5597285067873303,223,580,2078,0.44008662175168434,0.9117647058823529
35,2019-03-28-19-gonzaga,41.7,10,14.0,6,96.0,75.7,28,0.418,61,0.39299999999999996,24,0.18,11,0.636,7,8,200,77.3,14.7,5,20,58,4.0,12.0,9,0.32799999999999996,20,0.15,3,46.5,33,0.43799999999999994,16.5,13,41,0.512,21,0.784,29,"March 28, 2019",44.0,11,14.6,6,77.3,85.3,29,0.46,62,0.40299999999999997,25,0.32299999999999995,20,0.75,15,3,200,96.0,24.3,9,16,72,1.0,8.0,6,0.306,19,0.368,7,53.5,38,0.503,15.5,13,43,0.419,18,0.917,33,"Honda Center, Anaheim, California",FLORIDA-STATE,Florida State,74.9,Home,GONZAGA,Gonzaga,Gonzaga,wcc,35,True,False,True,Home,True,7,18,62,38,71,3,21,61,1,0,273,854,2118,0.5965533522190746,1272,2269,0.5605993829881005,227,601,2138,0.44036482694106643,0.9142857142857143
36,2019-03-30-18-gonzaga,44.0,11,21.2,7,92.0,80.0,20,0.518,57,0.439,25,0.33299999999999996,19,0.8420000000000001,16,6,200,100.0,11.5,3,14,75,3.0,12.0,9,0.40399999999999997,23,0.391,9,45.1,23,0.568,14.4,11,34,0.47100000000000003,16,0.833,30,"March 30, 2019",60.0,15,11.8,4,100.0,88.5,23,0.483,59,0.424,25,0.271,16,0.75,12,4,200,92.0,20.0,5,16,69,1.0,10.7,8,0.441,26,0.26899999999999996,7,54.9,28,0.518,18.5,15,33,0.545,18,0.892,33,"Honda Center, Anaheim, California",GONZAGA,Gonzaga,75.3,Away,TEXAS-TECH,Texas Tech,Gonzaga,wcc,36,False,True,True,Home,False,7,18,59,28,51,9,16,57,0,1,280,872,2180,0.5926605504587156,1310,2340,0.5598290598290598,230,622,2199,0.43974533879035926,0.9166666666666666
