,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,AUBURN_homegame,AUBURN_homegame2,AUBURN_home,AUBURN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
28,2019-03-02-16-auburn,54.2,13,4.8,1,112.7,96.2,25,0.527,55,0.436,24,0.455,25,0.68,17,8,200,105.6,40.0,12,19,75,,7.0,5,0.545,30,0.33299999999999996,10,66.1,37,0.561,21.4,18,25,0.56,14,0.7240000000000001,21,"March 2, 2019",66.7,16,16.0,4,105.6,60.0,18,0.598,51,0.47100000000000003,24,0.451,23,0.826,19,9,200,112.7,3.8,1,16,80,,12.7,9,0.588,30,0.433,13,33.9,19,0.6459999999999999,12.8,9,21,0.524,11,0.69,20,"Auburn Arena, Auburn, Alabama",MISSISSIPPI-STATE,Mississippi State,71.4,Home,AUBURN,Auburn,Auburn,sec,28,True,False,True,Home,True,13,11,51,19,56,10,14,55,1,0,310,473,1742,0.5384615384615384,926,1812,0.5110375275938189,228,415,1513,0.5003304692663583,0.6785714285714286
29,2019-03-05-21-alabama,33.3,8,10.0,3,88.2,74.1,20,0.45799999999999996,60,0.4,24,0.233,14,0.7859999999999999,11,9,200,97.1,30.6,11,13,66,,16.2,11,0.41700000000000004,25,0.28,7,49.2,31,0.495,15.4,12,35,0.486,17,0.7,21,"March 5, 2019",45.5,10,14.3,5,97.1,69.4,25,0.5,49,0.449,22,0.327,16,0.688,11,13,200,88.2,25.9,7,16,60,,10.3,7,0.38799999999999996,19,0.263,5,50.8,32,0.53,25.3,19,30,0.5670000000000001,17,0.5670000000000001,17,"Coleman Coliseum , Tuscaloosa, Alabama",ALABAMA,Alabama,68.1,Away,AUBURN,Auburn,Auburn,sec,29,False,False,False,Away,True,7,17,60,31,63,5,17,49,1,0,323,484,1793,0.5401561628555493,945,1868,0.5058886509635975,238,429,1568,0.5012755102040817,0.6896551724137931
30,2019-03-09-12-auburn,48.3,14,13.6,3,127.3,79.3,23,0.5489999999999999,61,0.475,29,0.262,16,0.813,13,4,200,121.2,41.2,14,18,80,5.0,4.5,3,0.45899999999999996,28,0.321,9,58.7,37,0.583,13.9,11,33,0.606,20,0.871,27,"March 9, 2019",61.5,16,9.1,3,121.2,58.8,20,0.58,56,0.46399999999999997,26,0.429,24,0.792,19,9,200,127.3,20.7,6,16,84,,16.7,11,0.607,34,0.382,13,41.3,26,0.623,7.0,5,22,0.591,13,0.71,22,"Auburn Arena, Auburn, Alabama",TENNESSEE,Tennessee,66.0,Home,AUBURN,Auburn,Auburn,sec,30,True,False,True,Home,True,13,13,56,26,63,9,20,61,1,0,330,501,1853,0.5375067458175931,976,1931,0.5054375970999482,243,446,1617,0.5012368583797155,0.7
31,2019-03-14-15-auburn,56.5,13,4.0,1,122.7,57.7,15,0.5870000000000001,52,0.442,23,0.26899999999999996,14,0.7140000000000001,10,17,200,107.6,31.0,9,16,71,,6.1,4,0.5770000000000001,30,0.5,15,43.6,24,0.605,19.4,14,22,0.364,8,0.469,15,"March 14, 2019",51.9,14,22.7,5,107.6,69.0,20,0.5589999999999999,59,0.45799999999999996,27,0.322,19,0.789,15,9,200,122.7,42.3,11,16,81,22.0,12.1,8,0.5760000000000001,34,0.353,12,56.4,31,0.595,14.0,11,25,0.6,15,0.7190000000000001,23,"Bridgestone Arena, Nashville, Tennessee",MISSOURI,Missouri,65.8,Home,AUBURN,Auburn,Auburn,sec,31,True,False,True,Home,True,12,15,59,31,55,15,8,52,1,0,343,514,1909,0.5387637506547931,1002,1994,0.5025075225677031,252,466,1678,0.5029797377830751,0.7096774193548387
32,2019-03-15-15-south-carolina,52.4,11,23.8,5,101.6,69.0,20,0.585,47,0.447,21,0.447,21,0.857,18,9,200,115.9,22.2,6,19,73,22.0,15.9,10,0.723,34,0.382,13,46.4,26,0.6409999999999999,16.4,11,13,0.615,8,0.727,24,"March 15, 2019",57.1,12,23.1,3,115.9,77.8,21,0.5529999999999999,47,0.447,21,0.38299999999999995,18,0.667,12,16,200,101.6,31.0,9,17,64,,9.5,6,0.5529999999999999,26,0.385,10,53.6,30,0.5760000000000001,24.7,18,21,0.524,11,0.5,16,"Bridgestone Arena, Nashville, Tennessee",SOUTH-CAROLINA,South Carolina,63.3,Away,AUBURN,Auburn,Auburn,sec,32,False,False,False,Away,True,13,8,47,26,56,10,11,47,1,0,355,529,1968,0.539380081300813,1033,2049,0.5041483650561249,267,474,1730,0.5054913294797688,0.71875
33,2019-03-16-13-auburn,47.8,11,14.8,4,114.0,80.0,24,0.684,38,0.605,23,0.316,12,0.833,10,15,200,108.8,33.3,5,9,62,,3.5,2,0.395,15,0.4,6,64.4,29,0.7090000000000001,29.4,18,23,0.7390000000000001,17,0.5589999999999999,19,"March 16, 2019",36.0,9,8.7,2,108.8,66.7,10,0.563,56,0.446,25,0.08900000000000001,5,0.4,2,9,200,114.0,20.0,6,13,65,22.0,24.6,14,0.518,29,0.44799999999999995,13,35.6,16,0.557,6.4,4,27,0.444,12,0.735,25,"Bridgestone Arena, Nashville, Tennessee",FLORIDA,Florida,56.5,Home,AUBURN,Auburn,Auburn,sec,33,True,False,True,Home,True,13,12,56,16,45,6,17,38,1,0,368,537,2015,0.5404466501240694,1059,2105,0.5030878859857483,277,485,1777,0.5067529544175576,0.7272727272727273
34,2019-03-17-13-tennessee,53.8,14,16.7,6,90.1,88.9,24,0.523,64,0.406,26,0.32799999999999996,21,0.81,17,9,200,118.3,27.8,10,15,84,22.0,19.7,14,0.625,40,0.375,15,54.0,34,0.568,8.7,7,24,0.45799999999999996,11,0.743,26,"March 17, 2019",47.8,11,20.8,5,118.3,72.2,26,0.529,51,0.451,23,0.255,13,0.769,10,5,200,90.1,11.1,3,18,64,8.0,2.8,2,0.294,15,0.5329999999999999,8,46.0,29,0.56,23.1,17,36,0.41700000000000004,15,0.853,29,"Bridgestone Arena, Nashville, Tennessee",TENNESSEE,Tennessee,71.1,Away,AUBURN,Auburn,Auburn,sec,34,False,False,False,Away,True,15,11,64,34,63,8,15,51,1,0,381,549,2071,0.5410429744084984,1075,2150,0.5,283,502,1815,0.5104683195592287,0.7352941176470589
35,2019-03-21-13-auburn,56.0,14,7.7,2,111.4,83.3,25,0.5589999999999999,51,0.49,25,0.529,27,0.741,20,5,200,110.0,41.7,10,19,77,12.0,8.6,6,0.49,25,0.28,7,64.8,35,0.603,19.3,15,26,0.6920000000000001,18,0.857,30,"March 21, 2019",50.0,13,7.7,2,110.0,58.3,14,0.561,57,0.456,26,0.368,21,0.667,14,9,200,111.4,16.7,5,24,78,5.0,12.9,9,0.544,31,0.387,12,35.2,19,0.5820000000000001,13.1,10,26,0.5379999999999999,14,0.75,27,"Vivint Smart Home Arena, Salt Lake City, Utah",NEW-MEXICO-STATE,New Mexico State,70.4,Home,AUBURN,Auburn,Auburn,sec,35,True,False,True,Home,True,12,14,57,19,54,7,18,51,1,0,396,560,2135,0.5405152224824356,1109,2213,0.5011296882060551,291,517,1866,0.5109860664523044,0.7428571428571429
36,2019-03-23-21-kansas,53.1,17,7.5,3,107.1,61.3,19,0.631,61,0.525,32,0.24600000000000002,15,0.8,12,9,200,127.1,20.7,6,21,89,5.0,12.9,9,0.49200000000000005,30,0.433,13,41.7,25,0.653,9.4,7,31,0.613,19,0.757,28,"March 23, 2019",48.1,13,3.2,1,127.1,79.3,23,0.508,59,0.45799999999999996,27,0.305,18,0.833,15,10,200,107.1,38.7,12,17,75,4.0,5.7,4,0.322,19,0.316,6,58.3,35,0.555,19.3,16,40,0.525,21,0.722,26,"Vivint Smart Home Arena, Salt Lake City, Utah",KANSAS,Kansas,70.3,Away,AUBURN,Auburn,Auburn,sec,36,False,False,False,Away,True,13,19,61,25,60,6,21,59,1,0,408,574,2192,0.541058394160584,1128,2267,0.49757388619320686,298,535,1917,0.5122587376108503,0.75
37,2019-03-29-19-north-carolina,58.3,21,16.2,6,108.1,65.0,26,0.674,66,0.545,36,0.258,17,0.47100000000000003,8,9,200,131.1,29.4,10,17,97,5.0,10.8,8,0.561,37,0.45899999999999996,17,48.6,36,0.655,10.9,9,29,0.655,19,0.763,29,"March 29, 2019",57.1,16,6.9,2,131.1,70.6,24,0.485,65,0.431,28,0.33799999999999997,22,0.773,17,7,200,108.1,35.0,14,16,80,1.0,9.5,7,0.431,28,0.25,7,51.4,38,0.53,15.8,14,37,0.568,21,0.8059999999999999,29,"Sprint Center, Kansas City, Missouri",NORTH-CAROLINA,UNC,74.3,Away,AUBURN,Auburn,Auburn,sec,37,False,False,False,Away,True,17,19,66,36,74,7,21,65,1,0,421,593,2253,0.5434975588104749,1153,2327,0.4954877524709927,304,556,1976,0.5121457489878543,0.7567567567567568
38,2019-03-31-14-kentucky,30.8,8,17.5,7,94.7,67.6,23,0.45399999999999996,65,0.4,26,0.369,24,0.75,18,9,225,102.7,27.0,10,21,77,5.0,13.3,10,0.354,23,0.304,7,46.5,33,0.504,10.6,9,42,0.452,19,0.769,30,"March 31, 2019",51.9,14,11.9,5,102.7,73.0,27,0.484,61,0.44299999999999995,27,0.344,21,0.5710000000000001,12,7,225,94.7,32.4,11,19,71,2.0,6.7,5,0.344,21,0.23800000000000002,5,53.5,38,0.5,16.6,14,40,0.55,22,0.8109999999999999,30,"Sprint Center, Kansas City, Missouri",KENTUCKY,Kentucky,66.4,Away,AUBURN,Auburn,Auburn,sec,38,False,False,False,Away,True,7,19,65,33,71,5,22,61,1,0,438,612,2319,0.5472186287192755,1189,2401,0.495210329029571,311,577,2041,0.5112689857912788,0.7631578947368421
39,2019-04-06-18-virginia,42.9,9,9.4,3,106.8,85.2,23,0.46399999999999997,55,0.382,21,0.255,14,0.7859999999999999,11,10,200,105.1,21.9,7,12,62,5.0,5.1,3,0.564,31,0.29,9,50.8,30,0.503,6.1,4,24,0.5,12,0.75,30,"April 6, 2019",60.0,15,37.5,9,105.1,78.1,25,0.5589999999999999,51,0.49,25,0.235,12,0.5,6,3,200,106.8,14.8,4,12,63,1.0,1.7,1,0.373,19,0.368,7,49.2,29,0.556,9.6,6,32,0.563,18,0.919,34,"U.S. Bank Stadium, Minneapolis, Minnesota",AUBURN,Auburn,58.7,Home,VIRGINIA,Virginia,Auburn,sec,39,False,False,False,Away,False,9,12,55,30,59,7,18,51,0,1,445,631,2384,0.5446728187919463,1222,2472,0.494336569579288,316,599,2102,0.5104662226450999,0.7692307692307693
