,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE_homegame,TENNESSEE_homegame2,TENNESSEE_home,TENNESSEE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
27,2019-02-27-19-mississippi,55.2,16,8.6,3,104.4,78.8,26,0.545,56,0.518,29,0.28600000000000003,16,0.75,12,3,200,107.4,16.7,4,14,73,7.0,10.3,7,0.23199999999999998,13,0.231,3,52.6,30,0.574,12.5,9,43,0.605,26,0.893,25,"February 27, 2019",58.3,14,4.7,2,107.4,83.3,20,0.491,58,0.414,24,0.259,15,0.9329999999999999,14,9,200,104.4,21.2,7,17,71,,7.4,5,0.397,23,0.391,9,47.4,27,0.545,13.4,10,35,0.429,15,0.679,19,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,68.4,Away,TENNESSEE,Tennessee,Tennessee,sec,27,False,False,False,Away,True,3,26,56,30,57,9,15,58,1,0,184,636,1626,0.5608856088560885,950,1766,0.5379388448471121,214,425,1624,0.45935960591133007,0.8888888888888888
28,2019-03-02-14-tennessee,78.6,11,12.5,5,106.0,83.3,30,0.375,44,0.318,14,0.659,29,0.655,19,5,200,77.6,20.0,7,16,52,4.0,4.5,3,0.43200000000000005,19,0.263,5,52.1,37,0.45,22.0,16,25,0.36,9,0.828,24,"March 2, 2019",55.6,15,20.0,5,77.6,80.0,28,0.5,62,0.435,27,0.226,14,0.643,9,3,200,106.0,16.7,6,22,71,7.0,11.9,8,0.355,22,0.364,8,47.9,34,0.517,6.8,5,40,0.475,19,0.897,26,"Thompson-Boling Arena, Knoxville, Tennessee",KENTUCKY,Kentucky,67.2,Home,TENNESSEE,Tennessee,Tennessee,sec,28,True,False,True,Home,True,8,19,62,34,71,5,9,44,1,0,187,662,1682,0.5603448275862069,980,1823,0.5375754251234229,223,440,1682,0.46046373365041615,0.8928571428571429
29,2019-03-05-21-tennessee,42.1,8,2.6,1,102.9,63.2,24,0.368,57,0.33299999999999996,19,0.386,22,0.545,12,9,200,78.3,37.2,16,14,54,,13.0,9,0.281,16,0.25,4,49.4,40,0.4,20.3,17,41,0.366,15,0.7,21,"March 5, 2019",65.4,17,19.5,8,78.3,62.8,27,0.475,61,0.426,26,0.27899999999999997,17,0.765,13,3,200,102.9,36.8,14,13,71,5.0,17.4,12,0.377,23,0.261,6,50.6,41,0.514,18.0,15,38,0.526,20,0.9,27,"Thompson-Boling Arena, Knoxville, Tennessee",MISSISSIPPI-STATE,Mississippi State,69.3,Home,TENNESSEE,Tennessee,Tennessee,sec,29,True,False,True,Home,True,6,20,61,41,81,4,15,57,1,0,195,681,1744,0.5581995412844036,1014,1894,0.5353748680042238,228,449,1726,0.4582850521436848,0.896551724137931
30,2019-03-09-12-auburn,48.3,14,13.6,3,127.3,79.3,23,0.5489999999999999,61,0.475,29,0.262,16,0.813,13,4,200,121.2,41.2,14,18,80,5.0,4.5,3,0.45899999999999996,28,0.321,9,58.7,37,0.583,13.9,11,33,0.606,20,0.871,27,"March 9, 2019",61.5,16,9.1,3,121.2,58.8,20,0.58,56,0.46399999999999997,26,0.429,24,0.792,19,9,200,127.3,20.7,6,16,84,,16.7,11,0.607,34,0.382,13,41.3,26,0.623,7.0,5,22,0.591,13,0.71,22,"Auburn Arena, Auburn, Alabama",TENNESSEE,Tennessee,66.0,Home,AUBURN,Auburn,Tennessee,sec,30,False,False,False,Away,False,9,20,61,37,63,13,13,56,0,1,201,701,1805,0.5554016620498615,1055,1975,0.5341772151898734,232,464,1783,0.4554122265844083,0.9
31,2019-03-15-21-tennessee,39.3,11,7.3,4,122.1,59.4,19,0.524,62,0.452,28,0.32299999999999995,20,0.55,11,10,200,111.8,41.7,15,18,76,,8.8,6,0.40299999999999997,25,0.36,9,50.0,34,0.531,13.4,11,37,0.514,19,0.6970000000000001,23,"March 15, 2019",61.8,21,18.9,7,111.8,58.3,21,0.5529999999999999,66,0.515,34,0.22699999999999998,15,0.667,10,4,200,122.1,40.6,13,14,83,8.0,14.7,10,0.16699999999999998,11,0.455,5,50.0,34,0.568,11.0,9,55,0.527,29,0.875,28,"Bridgestone Arena, Nashville, Tennessee",MISSISSIPPI-STATE,Mississippi State,68.3,Home,TENNESSEE,Tennessee,Tennessee,sec,31,True,False,True,Home,True,5,29,66,34,68,9,19,62,1,0,210,721,1866,0.5551982851018221,1092,2038,0.535819430814524,245,477,1839,0.45921696574225124,0.8709677419354839
32,2019-03-16-15-kentucky,50.0,13,8.9,4,118.2,65.4,17,0.5539999999999999,56,0.46399999999999997,26,0.446,25,0.8,20,4,200,124.2,31.0,9,18,82,8.0,9.1,6,0.375,21,0.47600000000000003,10,47.3,26,0.604,8.2,6,35,0.457,16,0.879,29,"March 16, 2019",56.7,17,5.7,2,124.2,69.0,20,0.58,56,0.536,30,0.33899999999999997,19,0.684,13,6,200,118.2,34.6,9,19,78,4.0,7.6,5,0.196,11,0.455,5,52.7,29,0.6,14.6,11,45,0.556,25,0.818,27,"Bridgestone Arena, Nashville, Tennessee",KENTUCKY,Kentucky,66.0,Away,TENNESSEE,Tennessee,Tennessee,sec,32,False,False,False,Away,True,10,16,56,26,55,5,25,56,1,0,215,750,1932,0.5551242236024845,1126,2106,0.5346628679962013,254,496,1901,0.4613361388742767,0.875
33,2019-03-17-13-tennessee,53.8,14,16.7,6,90.1,88.9,24,0.523,64,0.406,26,0.32799999999999996,21,0.81,17,9,200,118.3,27.8,10,15,84,22.0,19.7,14,0.625,40,0.375,15,54.0,34,0.568,8.7,7,24,0.45799999999999996,11,0.743,26,"March 17, 2019",47.8,11,20.8,5,118.3,72.2,26,0.529,51,0.451,23,0.255,13,0.769,10,5,200,90.1,11.1,3,18,64,8.0,2.8,2,0.294,15,0.5329999999999999,8,46.0,29,0.56,23.1,17,36,0.41700000000000004,15,0.853,29,"Bridgestone Arena, Nashville, Tennessee",TENNESSEE,Tennessee,71.1,Away,AUBURN,Auburn,Tennessee,sec,33,False,True,True,Home,False,8,15,51,29,63,15,11,64,0,1,225,766,1988,0.5550804828973843,1152,2161,0.5330865340120314,259,521,1957,0.4647419519672969,0.8787878787878788
34,2019-03-22-14-tennessee,40.0,10,2.6,1,114.9,64.7,22,0.58,56,0.446,25,0.107,6,0.833,5,11,200,104.5,13.0,3,15,70,15.0,4.5,3,0.518,29,0.517,15,43.9,25,0.595,18.1,13,27,0.37,10,0.6859999999999999,24,"March 22, 2019",43.3,13,18.5,5,104.5,87.0,20,0.539,64,0.469,30,0.172,11,0.727,8,5,200,114.9,35.3,12,12,77,2.0,10.4,7,0.406,26,0.34600000000000003,9,56.1,32,0.556,10.4,8,38,0.5529999999999999,21,0.857,30,"Nationwide Arena, Columbus, Ohio",COLGATE,Colgate,67.0,Home,TENNESSEE,Tennessee,Tennessee,sec,34,True,False,True,Home,True,9,21,64,32,57,15,10,56,1,0,233,781,2039,0.5544384502206964,1181,2224,0.5310251798561151,274,532,2021,0.46660069272637306,0.8529411764705882
35,2019-03-24-12-tennessee,34.8,8,7.5,3,107.8,70.0,21,0.449,59,0.39,23,0.542,32,0.75,24,12,225,100.0,27.0,10,21,77,10.0,7.8,6,0.35600000000000004,21,0.33299999999999996,7,46.3,31,0.519,13.1,11,38,0.42100000000000004,16,0.657,23,"March 24, 2019",42.9,12,13.2,5,100.0,73.0,27,0.5329999999999999,60,0.467,28,0.38299999999999995,23,0.826,19,5,225,107.8,30.0,9,23,83,2.0,7.8,6,0.33299999999999996,20,0.4,8,53.7,36,0.585,18.6,16,40,0.5,20,0.861,31,"Nationwide Arena, Columbus, Ohio",IOWA,Iowa,68.1,Home,TENNESSEE,Tennessee,Tennessee,sec,35,True,False,True,Home,True,8,20,60,36,67,7,16,59,1,0,242,802,2103,0.5539705183071802,1213,2281,0.5317843051293293,289,542,2077,0.46966779008184883,0.8571428571428571
36,2019-03-28-19-tennessee,47.1,16,11.4,5,122.1,74.4,32,0.659,63,0.54,34,0.524,33,0.485,16,9,225,128.6,25.7,9,23,99,3.0,5.2,4,0.49200000000000005,31,0.484,15,52.6,41,0.629,9.4,8,32,0.594,19,0.743,26,"March 28, 2019",47.1,16,15.6,5,128.6,74.3,26,0.588,68,0.5,34,0.41200000000000003,28,0.5,14,6,225,122.1,25.6,11,26,94,2.0,6.5,5,0.353,24,0.5,12,47.4,37,0.578,8.0,7,44,0.5,22,0.838,31,"KFC Yum! Center, Louisville, Kentucky",TENNESSEE,Tennessee,68.9,Away,PURDUE,Purdue,Tennessee,sec,36,False,True,True,Home,False,12,22,68,37,78,15,19,63,0,1,250,822,2163,0.5533980582524272,1249,2348,0.5319420783645656,296,558,2136,0.4691011235955056,0.8611111111111112
