,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,FLORIDA-STATE_homegame,FLORIDA-STATE_homegame2,FLORIDA-STATE_home,FLORIDA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
27,2019-02-25-19-florida-state,40.9,9,10.8,4,100.0,67.9,19,0.46399999999999997,56,0.39299999999999996,22,0.23199999999999998,13,0.6920000000000001,9,15,200,89.7,13.8,4,14,61,,14.7,10,0.375,21,0.381,8,40.4,23,0.491,12.7,9,35,0.4,14,0.46399999999999997,13,"February 25, 2019",48.0,12,11.4,4,89.7,86.2,25,0.5,56,0.446,25,0.304,17,0.706,12,6,200,100.0,32.1,9,12,68,18.0,4.4,3,0.33899999999999997,19,0.316,6,59.6,34,0.531,18.1,14,37,0.514,19,0.7859999999999999,22,"Donald L. Tucker Center, Tallahassee, Florida",NOTRE-DAME,Notre Dame,68.1,Home,FLORIDA-STATE,Florida State,Florida State,acc,27,True,False,True,Home,True,6,19,56,34,57,8,14,56,1,0,204,510,1594,0.5119196988707654,934,1712,0.5455607476635514,200,415,1495,0.4782608695652174,0.7777777777777778
28,2019-03-02-12-florida-state,29.2,7,2.4,1,106.8,64.3,18,0.483,59,0.40700000000000003,24,0.35600000000000004,21,0.762,16,9,200,100.0,26.5,9,26,73,,12.3,9,0.322,19,0.474,9,43.5,27,0.529,15.0,12,40,0.375,15,0.69,20,"March 2, 2019",34.6,9,22.5,9,100.0,73.5,25,0.509,54,0.48100000000000004,26,0.556,30,0.767,23,6,200,106.8,35.7,10,18,78,18.0,5.5,4,0.24100000000000002,13,0.231,3,56.5,35,0.5710000000000001,19.2,16,41,0.561,23,0.7929999999999999,23,"Donald L. Tucker Center, Tallahassee, Florida",NORTH-CAROLINA-STATE,NC State,73.1,Home,FLORIDA-STATE,Florida State,Florida State,acc,28,True,False,True,Home,True,3,23,54,35,62,9,15,59,1,0,210,529,1650,0.5115151515151515,968,1769,0.5472018089315998,208,429,1551,0.47775628626692457,0.7857142857142857
29,2019-03-05-19-florida-state,50.0,11,0.0,0,109.0,78.9,30,0.491,53,0.415,22,0.28300000000000003,15,0.8,12,7,225,95.5,23.3,7,21,64,15.0,4.5,3,0.509,27,0.29600000000000004,8,54.4,37,0.532,19.0,14,26,0.5379999999999999,14,0.759,22,"March 5, 2019",54.5,12,3.8,1,95.5,76.7,23,0.466,58,0.379,22,0.379,22,0.8640000000000001,19,6,225,109.0,21.1,8,15,73,14.0,9.0,6,0.621,36,0.278,10,45.6,31,0.5329999999999999,9.4,7,22,0.545,12,0.8,24,"Donald L. Tucker Center, Tallahassee, Florida",VIRGINIA-TECH,Virginia Tech,59.8,Home,FLORIDA-STATE,Florida State,Florida State,acc,29,True,False,True,Home,True,10,12,58,31,68,8,14,53,1,0,213,552,1704,0.511443661971831,1003,1831,0.547788093937739,217,444,1610,0.4779503105590062,0.7931034482758621
30,2019-03-09-12-wake-forest,45.8,11,13.6,6,86.4,71.1,32,0.48200000000000004,56,0.429,24,0.375,21,0.524,11,6,200,98.5,28.2,11,23,65,14.0,9.1,6,0.375,21,0.28600000000000003,6,51.2,43,0.493,10.9,8,35,0.514,18,0.8059999999999999,25,"March 9, 2019",25.0,4,0.0,0,98.5,71.8,28,0.287,61,0.262,16,0.475,29,0.759,22,19,200,86.4,28.9,13,21,57,,6.1,4,0.27899999999999997,17,0.17600000000000002,3,48.8,41,0.381,8.7,7,44,0.295,13,0.36700000000000005,11,"Lawrence Joel Coliseum, Winston-Salem, North Carolina",WAKE-FOREST,Wake Forest,65.9,Away,FLORIDA-STATE,Florida State,Florida State,acc,30,False,False,False,Away,True,6,18,56,43,84,3,13,61,1,0,223,564,1762,0.5099318955732123,1034,1899,0.5444971037388099,225,458,1663,0.4783523752254961,0.8
31,2019-03-14-14-florida-state,42.3,11,11.5,3,95.6,73.3,22,0.475,59,0.441,26,0.22,13,0.5379999999999999,7,8,225,92.6,16.7,6,12,63,16.0,10.3,7,0.322,19,0.21100000000000002,4,42.4,28,0.483,12.2,9,40,0.55,22,0.75,24,"March 14, 2019",63.6,14,7.5,3,92.6,83.3,30,0.491,57,0.386,22,0.193,11,0.818,9,6,225,95.6,26.7,8,17,65,12.0,7.4,5,0.544,31,0.387,12,57.6,38,0.522,17.4,13,26,0.385,10,0.812,26,"Spectrum Center, Charlotte, North Carolina",VIRGINIA-TECH,Virginia Tech,60.2,Home,FLORIDA-STATE,Florida State,Florida State,acc,31,True,False,True,Home,True,12,10,57,38,66,4,22,59,1,0,229,582,1818,0.509075907590759,1077,1983,0.5431164901664145,228,471,1724,0.47157772621809746,0.8064516129032258
32,2019-03-15-19-virginia,38.5,10,10.3,3,101.7,80.0,24,0.63,46,0.565,26,0.326,15,0.733,11,6,200,119.0,42.9,9,16,69,12.0,5.2,3,0.348,16,0.375,6,64.7,33,0.649,18.6,12,30,0.667,20,0.818,27,"March 15, 2019",36.4,8,6.7,2,119.0,57.1,12,0.462,53,0.415,22,0.245,13,0.769,10,3,200,101.7,20.0,6,17,59,2.0,8.6,5,0.45299999999999996,24,0.20800000000000002,5,35.3,18,0.499,10.7,7,29,0.586,17,0.9059999999999999,29,"Spectrum Center, Charlotte, North Carolina",VIRGINIA,Virginia,58.2,Away,FLORIDA-STATE,Florida State,Florida State,acc,32,False,False,False,Away,True,6,20,46,33,51,5,17,53,1,0,241,592,1875,0.5085333333333333,1115,2049,0.5441678867740362,232,493,1783,0.4716769489624229,0.8125
33,2019-03-16-20-duke,40.0,8,12.2,5,102.8,75.0,18,0.381,63,0.317,20,0.254,16,0.938,15,7,200,88.7,31.6,12,16,63,12.0,7.0,5,0.317,20,0.4,8,48.4,30,0.446,14.6,12,43,0.27899999999999997,12,0.794,27,"March 16, 2019",40.7,11,14.0,6,88.7,68.4,26,0.509,55,0.491,27,0.382,21,0.81,17,5,200,102.8,25.0,6,17,73,5.0,11.3,8,0.255,14,0.14300000000000002,2,51.6,32,0.562,15.7,12,41,0.61,25,0.853,29,"Spectrum Center, Charlotte, North Carolina",FLORIDA-STATE,Florida State,70.8,Home,DUKE,Duke,Florida State,acc,33,False,False,False,Away,False,8,12,63,30,62,2,25,55,0,1,247,612,1921,0.5114523685580427,1148,2100,0.5466666666666666,237,510,1836,0.4714052287581699,0.8181818181818182
34,2019-03-21-14-florida-state,39.1,9,7.0,3,107.0,74.3,26,0.585,53,0.434,23,0.245,13,0.5379999999999999,7,7,200,97.2,12.9,4,27,69,13.0,2.8,2,0.604,32,0.5,16,45.5,30,0.583,21.4,16,21,0.33299999999999996,7,0.794,27,"March 21, 2019",28.6,6,19.0,4,97.2,87.1,27,0.409,55,0.382,21,0.6729999999999999,37,0.838,31,7,200,107.0,25.7,9,18,76,4.0,12.7,9,0.218,12,0.25,3,54.5,36,0.524,8.9,7,43,0.419,18,0.8,28,"XL Center, Hartford, Connecticut",VERMONT,Vermont,70.9,Home,FLORIDA-STATE,Florida State,Florida State,acc,34,True,False,True,Home,True,3,18,55,36,66,16,7,53,1,0,255,624,1984,0.5073084677419355,1178,2162,0.5448658649398704,239,535,1891,0.47250132205182444,0.7941176470588235
35,2019-03-23-18-florida-state,35.0,7,4.5,2,123.3,51.6,16,0.385,61,0.32799999999999996,20,0.344,21,0.7140000000000001,15,5,200,84.9,25.0,10,8,62,12.0,11.0,8,0.295,18,0.389,7,36.6,26,0.43700000000000006,15.6,13,43,0.302,13,0.848,28,"March 23, 2019",58.3,21,14.0,6,84.9,75.0,30,0.585,71,0.507,36,0.127,9,0.778,7,7,200,123.3,48.4,15,16,90,4.0,15.1,11,0.38,27,0.40700000000000003,11,63.4,45,0.598,13.8,12,44,0.568,25,0.8059999999999999,29,"XL Center, Hartford, Connecticut",MURRAY-STATE,Murray State,73.1,Home,FLORIDA-STATE,Florida State,Florida State,acc,35,True,False,True,Home,True,11,25,71,45,71,7,13,61,1,0,258,642,2039,0.50465914664051,1214,2228,0.5448833034111311,255,542,1944,0.4755658436213992,0.8
36,2019-03-28-19-gonzaga,41.7,10,14.0,6,96.0,75.7,28,0.418,61,0.39299999999999996,24,0.18,11,0.636,7,8,200,77.3,14.7,5,20,58,4.0,12.0,9,0.32799999999999996,20,0.15,3,46.5,33,0.43799999999999994,16.5,13,41,0.512,21,0.784,29,"March 28, 2019",44.0,11,14.6,6,77.3,85.3,29,0.46,62,0.40299999999999997,25,0.32299999999999995,20,0.75,15,3,200,96.0,24.3,9,16,72,1.0,8.0,6,0.306,19,0.368,7,53.5,38,0.503,15.5,13,43,0.419,18,0.917,33,"Honda Center, Anaheim, California",FLORIDA-STATE,Florida State,74.9,Home,GONZAGA,Gonzaga,Florida State,acc,36,False,False,False,Away,False,3,21,61,33,71,7,18,62,0,1,269,667,2110,0.5073459715639811,1259,2299,0.5476294040887343,262,555,2005,0.47281795511221947,0.8055555555555556
