,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,KENTUCKY_homegame,KENTUCKY_homegame2,KENTUCKY_home,KENTUCKY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
27,2019-02-26-21-kentucky,60.9,14,10.3,3,107.7,64.0,16,0.45899999999999996,61,0.377,23,0.24600000000000002,15,0.667,10,14,200,101.5,22.2,8,23,66,,10.8,7,0.32799999999999996,20,0.5,10,39.3,24,0.484,8.2,6,41,0.317,13,0.5,14,"February 26, 2019",57.1,12,17.1,7,101.5,77.8,28,0.5710000000000001,42,0.5,21,0.762,32,0.688,22,4,200,107.7,36.0,9,19,70,4.0,6.2,4,0.31,13,0.462,6,60.7,37,0.612,21.1,15,29,0.517,15,0.857,24,"Rupp Arena, Lexington, Kentucky",ARKANSAS,Arkansas,64.7,Home,KENTUCKY,Kentucky,Kentucky,sec,27,True,False,True,Home,True,6,15,42,37,61,10,13,61,1,0,170,565,1532,0.5352480417754569,982,1715,0.572594752186589,211,417,1559,0.4704939063502245,0.8518518518518519
28,2019-03-02-14-tennessee,78.6,11,12.5,5,106.0,83.3,30,0.375,44,0.318,14,0.659,29,0.655,19,5,200,77.6,20.0,7,16,52,4.0,4.5,3,0.43200000000000005,19,0.263,5,52.1,37,0.45,22.0,16,25,0.36,9,0.828,24,"March 2, 2019",55.6,15,20.0,5,77.6,80.0,28,0.5,62,0.435,27,0.226,14,0.643,9,3,200,106.0,16.7,6,22,71,7.0,11.9,8,0.355,22,0.364,8,47.9,34,0.517,6.8,5,40,0.475,19,0.897,26,"Thompson-Boling Arena, Knoxville, Tennessee",KENTUCKY,Kentucky,67.2,Home,TENNESSEE,Tennessee,Kentucky,sec,28,False,False,False,Away,False,5,9,44,37,71,8,19,62,0,1,176,580,1574,0.5362134688691232,1019,1776,0.5737612612612613,221,430,1620,0.4700617283950617,0.8571428571428571
29,2019-03-05-21-mississippi,45.2,14,20.6,7,110.1,74.2,23,0.589,56,0.5539999999999999,31,0.35700000000000004,20,0.7,14,5,200,115.9,13.8,4,18,80,6.0,5.8,4,0.161,9,0.444,4,45.0,27,0.611,8.5,6,47,0.574,27,0.833,25,"March 5, 2019",58.3,14,6.4,3,115.9,86.2,25,0.475,59,0.40700000000000003,24,0.373,22,0.909,20,11,200,110.1,25.8,8,20,76,,5.8,4,0.424,25,0.32,8,55.0,33,0.547,11.6,9,34,0.47100000000000003,16,0.633,19,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,69.0,Away,KENTUCKY,Kentucky,Kentucky,sec,29,False,False,False,Away,True,4,27,56,27,60,8,16,59,1,0,181,589,1618,0.5318294190358467,1056,1847,0.5717379534380076,229,449,1682,0.4711652794292509,0.8275862068965517
30,2019-03-09-14-kentucky,58.3,14,5.1,2,110.0,63.0,17,0.47200000000000003,54,0.444,24,0.204,11,0.545,6,14,200,95.0,15.6,5,21,57,,8.3,5,0.33299999999999996,18,0.16699999999999998,3,37.3,22,0.48100000000000004,7.8,5,36,0.583,21,0.5479999999999999,17,"March 9, 2019",47.4,9,5.6,2,95.0,84.4,27,0.435,46,0.413,19,0.696,32,0.813,26,5,200,110.0,37.0,10,17,66,6.0,5.0,3,0.152,7,0.28600000000000003,2,62.7,37,0.539,14.3,10,39,0.436,17,0.8390000000000001,26,"Rupp Arena, Lexington, Kentucky",FLORIDA,Florida,60.2,Home,KENTUCKY,Kentucky,Kentucky,sec,30,True,False,True,Home,True,2,17,46,37,59,3,21,54,1,0,185,616,1674,0.5337514934289128,1083,1907,0.56790770844258,237,465,1741,0.47128087306145894,0.8333333333333334
31,2019-03-15-19-kentucky,47.1,8,6.8,3,109.0,67.7,21,0.35700000000000004,56,0.304,17,0.33899999999999997,19,0.789,15,15,200,82.1,23.1,9,15,55,,10.4,7,0.321,18,0.33299999999999996,6,42.9,30,0.423,14.6,11,38,0.289,11,0.545,18,"March 15, 2019",53.6,15,28.9,11,82.1,76.9,30,0.534,59,0.475,28,0.254,15,0.667,10,5,200,109.0,32.3,10,19,73,4.0,11.9,8,0.254,15,0.467,7,57.1,40,0.552,14.4,11,44,0.47700000000000004,21,0.8440000000000001,27,"Bridgestone Arena, Nashville, Tennessee",ALABAMA,Alabama,67.1,Home,KENTUCKY,Kentucky,Kentucky,sec,31,True,False,True,Home,True,7,21,59,40,70,6,11,56,1,0,187,633,1720,0.5311046511627907,1120,1966,0.5696846388606307,240,486,1795,0.4713091922005571,0.8387096774193549
32,2019-03-16-15-kentucky,50.0,13,8.9,4,118.2,65.4,17,0.5539999999999999,56,0.46399999999999997,26,0.446,25,0.8,20,4,200,124.2,31.0,9,18,82,8.0,9.1,6,0.375,21,0.47600000000000003,10,47.3,26,0.604,8.2,6,35,0.457,16,0.879,29,"March 16, 2019",56.7,17,5.7,2,124.2,69.0,20,0.58,56,0.536,30,0.33899999999999997,19,0.684,13,6,200,118.2,34.6,9,19,78,4.0,7.6,5,0.196,11,0.455,5,52.7,29,0.6,14.6,11,45,0.556,25,0.818,27,"Bridgestone Arena, Nashville, Tennessee",KENTUCKY,Kentucky,66.0,Away,TENNESSEE,Tennessee,Kentucky,sec,32,False,True,True,Home,False,5,25,56,29,55,10,16,56,0,1,194,654,1779,0.5311973018549747,1160,2036,0.5697445972495089,246,497,1851,0.46785521339816316,0.84375
33,2019-03-21-19-kentucky,52.9,9,7.1,3,125.4,50.0,14,0.368,53,0.321,17,0.18899999999999997,10,0.5,5,7,200,69.8,9.1,3,16,44,15.0,14.3,9,0.434,23,0.217,5,27.9,17,0.381,13.6,9,30,0.4,12,0.794,27,"March 21, 2019",33.3,10,3.3,1,69.8,90.9,30,0.5710000000000001,56,0.536,30,0.33899999999999997,19,0.789,15,6,200,125.4,50.0,14,18,79,2.0,7.9,5,0.25,14,0.28600000000000003,4,72.1,44,0.607,15.7,12,42,0.619,26,0.8240000000000001,28,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",ABILENE-CHRISTIAN,Abilene Christian,63.4,Home,KENTUCKY,Kentucky,Kentucky,sec,33,True,False,True,Home,True,4,26,56,44,61,5,12,53,1,0,199,679,1835,0.5326975476839237,1189,2091,0.5686274509803921,256,513,1907,0.470372312532774,0.8181818181818182
34,2019-03-23-14-kentucky,47.6,10,5.1,2,101.6,72.4,21,0.446,56,0.375,21,0.161,9,0.667,6,5,200,91.8,26.5,9,17,56,7.0,4.9,3,0.48200000000000004,27,0.29600000000000004,8,47.6,30,0.465,13.1,9,29,0.44799999999999995,13,0.857,30,"March 23, 2019",42.9,9,3.4,1,91.8,73.5,25,0.433,52,0.40399999999999997,21,0.385,20,0.85,17,6,200,101.6,27.6,8,13,62,2.0,11.5,7,0.25,13,0.231,3,52.4,33,0.504,12.9,9,39,0.462,18,0.8290000000000001,29,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",WOFFORD,Wofford,61.4,Home,KENTUCKY,Kentucky,Kentucky,sec,34,True,False,True,Home,True,3,18,52,33,63,8,13,56,1,0,203,705,1891,0.5338445267054469,1233,2152,0.5729553903345725,261,525,1960,0.4676020408163265,0.8235294117647058
35,2019-03-29-21-kentucky,52.4,11,2.9,1,106.9,58.3,14,0.462,53,0.396,21,0.226,12,0.75,9,4,200,100.0,22.6,7,23,58,3.0,10.3,6,0.377,20,0.35,7,38.2,21,0.494,10.7,7,33,0.424,14,0.892,33,"March 29, 2019",50.0,11,6.1,2,100.0,77.4,24,0.522,46,0.478,22,0.413,19,0.737,14,6,200,106.9,41.7,10,13,62,2.0,6.9,4,0.261,12,0.33299999999999996,4,61.8,34,0.563,19.3,13,34,0.529,18,0.833,30,"Sprint Center, Kansas City, Missouri",HOUSTON,Houston,58.4,Home,KENTUCKY,Kentucky,Kentucky,sec,35,True,False,True,Home,True,4,18,46,34,55,7,14,53,1,0,206,723,1943,0.5311374163664436,1266,2215,0.5715575620767495,269,538,2016,0.4670138888888889,0.8285714285714286
36,2019-03-31-14-kentucky,30.8,8,17.5,7,94.7,67.6,23,0.45399999999999996,65,0.4,26,0.369,24,0.75,18,9,225,102.7,27.0,10,21,77,5.0,13.3,10,0.354,23,0.304,7,46.5,33,0.504,10.6,9,42,0.452,19,0.769,30,"March 31, 2019",51.9,14,11.9,5,102.7,73.0,27,0.484,61,0.44299999999999995,27,0.344,21,0.5710000000000001,12,7,225,94.7,32.4,11,19,71,2.0,6.7,5,0.344,21,0.23800000000000002,5,53.5,38,0.5,16.6,14,40,0.55,22,0.8109999999999999,30,"Sprint Center, Kansas City, Missouri",KENTUCKY,Kentucky,66.4,Away,AUBURN,Auburn,Kentucky,sec,36,False,True,True,Home,False,5,22,61,38,71,7,19,65,0,1,210,741,1989,0.530920060331825,1300,2270,0.5726872246696035,276,552,2069,0.46689221846302564,0.8333333333333334
