,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
2011-01-29-central-connecticut-state,Detrick Gymnasium,2011-01-29-central-connecticut-state,"Sat, Jan 29, 2011",2011-01-29,21,Home,wagner,NEC,Wagner,,0,71,75,Win,7,14,W 4,,Reg
2011-02-03-saint-francis-pa,Maurice Stokes Athletic Center,2011-02-03-saint-francis-pa,"Thu, Feb 3, 2011",2011-02-03,22,Away,saint-francis-pa,NEC,Saint Francis (PA),,0,79,86,Win,7,15,W 5,,Reg
2011-02-05-robert-morris,Charles L. Sewall Center,2011-02-05-robert-morris,"Sat, Feb 5, 2011",2011-02-05,23,Away,robert-morris,NEC,Robert Morris,,0,58,80,Win,7,16,W 6,,Reg
2011-02-09-central-connecticut-state,Detrick Gymnasium,2011-02-09-central-connecticut-state,"Wed, Feb 9, 2011",2011-02-09,24,Home,bryant,NEC,Bryant,,0,55,71,Win,7,17,W 7,,Reg
2011-02-12-bryant,Chace Athletic Center,2011-02-12-bryant,"Sat, Feb 12, 2011",2011-02-12,25,Away,bryant,NEC,Bryant,,1,85,80,Loss,8,17,L 1,,Reg
2011-02-17-central-connecticut-state,Detrick Gymnasium,2011-02-17-central-connecticut-state,"Thu, Feb 17, 2011",2011-02-17,26,Home,sacred-heart,NEC,Sacred Heart,,0,56,57,Win,8,18,W 1,,Reg
2011-02-19-central-connecticut-state,Detrick Gymnasium,2011-02-19-central-connecticut-state,"Sat, Feb 19, 2011",2011-02-19,27,Home,quinnipiac,NEC,Quinnipiac,,0,68,67,Loss,9,18,L 1,,Reg
2011-02-24-st-francis-ny,Pope Physical Education Center,2011-02-24-st-francis-ny,"Thu, Feb 24, 2011",2011-02-24,28,Away,st-francis-ny,NEC,St. Francis (NY),,0,75,65,Loss,10,18,L 2,,Reg
2011-02-26-long-island-university,Wellness Center,2011-02-26-long-island-university,"Sat, Feb 26, 2011",2011-02-26,29,Away,long-island-university,NEC,Long Island University,,0,86,72,Loss,11,18,L 3,,Reg
2011-03-03-central-connecticut-state,Detrick Gymnasium,2011-03-03-central-connecticut-state,"Thu, Mar 3, 2011",2011-03-03,30,Home,st-francis-ny,NEC,St. Francis (NY),,0,62,64,Win,11,19,W 1,,Conf-Tourney
2011-03-06-long-island-university,Wellness Center,2011-03-06-long-island-university,"Sun, Mar 6, 2011",2011-03-06,31,Away,long-island-university,NEC,Long Island University,,0,69,67,Loss,12,19,L 1,,Conf-Tourney
2010-11-12-central-florida,New UCF Arena,2010-11-12-central-florida,"Fri, Nov 12, 2010",2010-11-12,1,Home,West Florida,Non-DI School,West Florida,,0,61,115,Win,0,1,W 1,,Reg
2010-11-15-central-florida,New UCF Arena,2010-11-15-central-florida,"Mon, Nov 15, 2010",2010-11-15,2,Home,jackson-state,SWAC,Jackson State,,0,39,80,Win,0,2,W 2,,Reg
2010-11-18-central-florida,New UCF Arena,2010-11-18-central-florida,"Thu, Nov 18, 2010",2010-11-18,3,Home,south-florida,Big East,South Florida,,0,59,65,Win,0,3,W 3,,Reg
2010-11-23-stetson,Edmunds Center,2010-11-23-stetson,"Tue, Nov 23, 2010",2010-11-23,4,Away,stetson,A-Sun,Stetson,,0,58,85,Win,0,4,W 4,,Reg
2010-11-27-central-florida,New UCF Arena,2010-11-27-central-florida,"Sat, Nov 27, 2010",2010-11-27,5,Home,alabama-state,SWAC,Alabama State,,0,48,84,Win,0,5,W 5,,Reg
2010-12-01-central-florida,,2010-12-01-central-florida,"Wed, Dec 1, 2010",2010-12-01,6,Neutral,florida,SEC,Florida,18,0,54,57,Win,0,6,W 6,,Reg
2010-12-04-central-florida,New UCF Arena,2010-12-04-central-florida,"Sat, Dec 4, 2010",2010-12-04,7,Home,southeastern-louisiana,Southland,Southeastern Louisiana,,0,49,74,Win,0,7,W 7,,Reg
2010-12-11-central-florida,New UCF Arena,2010-12-11-central-florida,"Sat, Dec 11, 2010",2010-12-11,8,Home,bethune-cookman,MEAC,Bethune-Cookman,,0,59,76,Win,0,8,W 8,,Reg
2010-12-15-central-florida,New UCF Arena,2010-12-15-central-florida,"Wed, Dec 15, 2010",2010-12-15,9,Home,louisiana-lafayette,Sun Belt,Louisiana,,0,58,79,Win,0,9,W 9,,Reg
2010-12-18-miami-fl,BankUnited Center,2010-12-18-miami-fl,"Sat, Dec 18, 2010",2010-12-18,10,Neutral,miami-fl,ACC,Miami (FL),,0,78,84,Win,0,10,W 10,,Reg
2010-12-22-massachusetts,Mullins Center,2010-12-22-massachusetts,"Wed, Dec 22, 2010",2010-12-22,11,Away,massachusetts,A-10,Massachusetts,,0,59,64,Win,0,11,W 11,,Reg
2010-12-29-central-florida,New UCF Arena,2010-12-29-central-florida,"Wed, Dec 29, 2010",2010-12-29,12,Home,furman,Southern,Furman,,0,53,71,Win,0,12,W 12,,Reg
2010-12-30-central-florida,New UCF Arena,2010-12-30-central-florida,"Thu, Dec 30, 2010",2010-12-30,13,Home,princeton,Ivy,Princeton,,0,62,68,Win,0,13,W 13,,Reg
2011-01-05-central-florida,New UCF Arena,2011-01-05-central-florida,"Wed, Jan 5, 2011",2011-01-05,14,Home,marshall,CUSA,Marshall,,0,58,65,Win,0,14,W 14,,Reg
2011-01-08-houston,Hofheinz Pavilion,2011-01-08-houston,"Sat, Jan 8, 2011",2011-01-08,15,Away,houston,CUSA,Houston,,0,76,71,Loss,1,14,L 1,,Reg
2011-01-15-southern-mississippi,Reed Green Coliseum,2011-01-15-southern-mississippi,"Sat, Jan 15, 2011",2011-01-15,16,Away,southern-mississippi,CUSA,Southern Mississippi,,0,86,69,Loss,2,14,L 2,,Reg
2011-01-19-central-florida,New UCF Arena,2011-01-19-central-florida,"Wed, Jan 19, 2011",2011-01-19,17,Home,east-carolina,CUSA,East Carolina,,0,74,62,Loss,3,14,L 3,,Reg
2011-01-22-central-florida,New UCF Arena,2011-01-22-central-florida,"Sat, Jan 22, 2011",2011-01-22,18,Home,rice,CUSA,Rice,,0,57,50,Loss,4,14,L 4,,Reg
2011-01-26-memphis,FedExForum,2011-01-26-memphis,"Wed, Jan 26, 2011",2011-01-26,19,Away,memphis,CUSA,Memphis,,0,77,61,Loss,5,14,L 5,,Reg
2011-01-29-central-florida,New UCF Arena,2011-01-29-central-florida,"Sat, Jan 29, 2011",2011-01-29,20,Home,alabama-birmingham,CUSA,UAB,,0,74,69,Loss,6,14,L 6,,Reg
2011-02-05-east-carolina,Williams Arena at Minges Coliseum,2011-02-05-east-carolina,"Sat, Feb 5, 2011",2011-02-05,21,Away,east-carolina,CUSA,East Carolina,,0,68,61,Loss,7,14,L 7,,Reg
2011-02-09-central-florida,New UCF Arena,2011-02-09-central-florida,"Wed, Feb 9, 2011",2011-02-09,22,Home,memphis,CUSA,Memphis,,0,63,62,Loss,8,14,L 8,,Reg
2011-02-12-central-florida,New UCF Arena,2011-02-12-central-florida,"Sat, Feb 12, 2011",2011-02-12,23,Home,tulsa,CUSA,Tulsa,,0,57,58,Win,8,15,W 1,,Reg
2011-02-16-tulane,Avron B. Fogelman Arena,2011-02-16-tulane,"Wed, Feb 16, 2011",2011-02-16,24,Away,tulane,CUSA,Tulane,,0,62,65,Win,8,16,W 2,,Reg
2011-02-19-alabama-birmingham,Bartow Arena,2011-02-19-alabama-birmingham,"Sat, Feb 19, 2011",2011-02-19,25,Away,alabama-birmingham,CUSA,UAB,,0,63,58,Loss,9,16,L 1,,Reg
2011-02-21-texas-el-paso,Don Haskins Center,2011-02-21-texas-el-paso,"Mon, Feb 21, 2011",2011-02-21,26,Away,texas-el-paso,CUSA,UTEP,,0,68,74,Win,9,17,W 1,,Reg
2011-02-26-central-florida,New UCF Arena,2011-02-26-central-florida,"Sat, Feb 26, 2011",2011-02-26,27,Home,southern-mississippi,CUSA,Southern Mississippi,,0,64,65,Win,9,18,W 2,,Reg
2011-03-02-central-florida,New UCF Arena,2011-03-02-central-florida,"Wed, Mar 2, 2011",2011-03-02,28,Home,southern-methodist,CUSA,Southern Methodist,,0,48,51,Win,9,19,W 3,,Reg
2011-03-05-marshall,Henderson Center,2011-03-05-marshall,"Sat, Mar 5, 2011",2011-03-05,29,Away,marshall,CUSA,Marshall,,0,83,69,Loss,10,19,L 1,,Reg
2011-03-09-east-carolina,Don Haskins Center,2011-03-09-east-carolina,"Wed, Mar 9, 2011",2011-03-09,30,Neutral,east-carolina,CUSA,East Carolina,,0,75,60,Loss,11,19,L 2,,Conf-Tourney
2011-03-16-central-florida,New UCF Arena,2011-03-16-central-florida,"Wed, Mar 16, 2011",2011-03-16,31,Home,st-bonaventure,A-10,St. Bonaventure,,0,54,69,Win,11,20,W 1,,CBI
2011-03-21-central-florida,New UCF Arena,2011-03-21-central-florida,"Mon, Mar 21, 2011",2011-03-21,32,Home,rhode-island,A-10,Rhode Island,,0,54,66,Win,11,21,W 2,,CBI
2011-03-23-creighton,Qwest Center OMAHA,2011-03-23-creighton,"Wed, Mar 23, 2011",2011-03-23,33,Away,creighton,MVC,Creighton,,0,82,64,Loss,12,21,L 1,,CBI
2010-11-12-cal-state-fullerton,Stan Sheriff Center,2010-11-12-cal-state-fullerton,"Fri, Nov 12, 2010",2010-11-12,1,Neutral,cal-state-fullerton,Big West,Cal State Fullerton,,0,67,70,Win,0,1,W 1,,Reg
2010-11-14-central-michigan,,2010-11-14-central-michigan,"Sun, Nov 14, 2010",2010-11-14,2,Neutral,montana-state,Big Sky,Montana State,,1,65,58,Loss,1,1,L 1,,Reg
2010-11-16-hawaii,,2010-11-16-hawaii,"Tue, Nov 16, 2010",2010-11-16,3,Away,hawaii,WAC,Hawaii,,0,65,62,Loss,2,1,L 2,,Reg
2010-11-20-south-alabama,Mitchell Center,2010-11-20-south-alabama,"Sat, Nov 20, 2010",2010-11-20,4,Away,south-alabama,Sun Belt,South Alabama,,1,82,76,Loss,3,1,L 3,,Reg
2010-11-24-illinois-chicago,UIC Pavilion,2010-11-24-illinois-chicago,"Wed, Nov 24, 2010",2010-11-24,5,Away,illinois-chicago,Horizon,Illinois-Chicago,,0,52,62,Win,3,2,W 1,,Reg
2010-12-01-central-michigan,Rose Arena,2010-12-01-central-michigan,"Wed, Dec 1, 2010",2010-12-01,6,Home,temple,A-10,Temple,,0,65,53,Loss,4,2,L 1,,Reg
2010-12-05-depaul,Allstate Arena,2010-12-05-depaul,"Sun, Dec 5, 2010",2010-12-05,7,Away,depaul,Big East,DePaul,,0,71,62,Loss,5,2,L 2,,Reg
2010-12-11-louisiana-state,Maravich Assembly Center,2010-12-11-louisiana-state,"Sat, Dec 11, 2010",2010-12-11,8,Away,louisiana-state,SEC,Louisiana State,,0,59,55,Loss,6,2,L 3,,Reg
2010-12-14-central-michigan,Rose Arena,2010-12-14-central-michigan,"Tue, Dec 14, 2010",2010-12-14,9,Home,wright-state,Horizon,Wright State,,0,53,49,Loss,7,2,L 4,,Reg
2010-12-18-central-michigan,Rose Arena,2010-12-18-central-michigan,"Sat, Dec 18, 2010",2010-12-18,10,Home,detroit-mercy,Horizon,Detroit Mercy,,0,75,49,Loss,8,2,L 5,,Reg
2010-12-20-central-michigan,Rose Arena,2010-12-20-central-michigan,"Mon, Dec 20, 2010",2010-12-20,11,Home,south-dakota-state,Summit,South Dakota State,,0,72,69,Loss,9,2,L 6,,Reg
2010-12-22-central-michigan,Rose Arena,2010-12-22-central-michigan,"Wed, Dec 22, 2010",2010-12-22,12,Home,Cornerstone,Non-DI School,Cornerstone,,0,60,63,Win,9,3,W 1,,Reg
2010-12-30-nevada-las-vegas,Thomas & Mack Center,2010-12-30-nevada-las-vegas,"Thu, Dec 30, 2010",2010-12-30,13,Away,nevada-las-vegas,MWC,Nevada-Las Vegas,,0,73,47,Loss,10,3,L 1,,Reg
2011-01-09-western-michigan,University Arena,2011-01-09-western-michigan,"Sun, Jan 9, 2011",2011-01-09,14,Away,western-michigan,MAC,Western Michigan,,1,63,56,Loss,11,3,L 2,,Reg
2011-01-12-central-michigan,Rose Arena,2011-01-12-central-michigan,"Wed, Jan 12, 2011",2011-01-12,15,Home,toledo,MAC,Toledo,,0,52,65,Win,11,4,W 1,,Reg
2011-01-15-ball-state,Worthen Arena,2011-01-15-ball-state,"Sat, Jan 15, 2011",2011-01-15,16,Away,ball-state,MAC,Ball State,,0,64,55,Loss,12,4,L 1,,Reg
2011-01-20-central-michigan,Rose Arena,2011-01-20-central-michigan,"Thu, Jan 20, 2011",2011-01-20,17,Home,northern-illinois,MAC,Northern Illinois,,0,64,66,Win,12,5,W 1,,Reg
2011-01-23-eastern-michigan,Convocation Center,2011-01-23-eastern-michigan,"Sun, Jan 23, 2011",2011-01-23,18,Away,eastern-michigan,MAC,Eastern Michigan,,0,41,38,Loss,13,5,L 1,,Reg
2011-01-27-central-michigan,Rose Arena,2011-01-27-central-michigan,"Thu, Jan 27, 2011",2011-01-27,19,Home,miami-oh,MAC,Miami (OH),,0,68,58,Loss,14,5,L 2,,Reg
2011-01-30-akron,James A. Rhodes Arena,2011-01-30-akron,"Sun, Jan 30, 2011",2011-01-30,20,Away,akron,MAC,Akron,,0,63,43,Loss,15,5,L 3,,Reg
2011-02-02-central-michigan,Rose Arena,2011-02-02-central-michigan,"Wed, Feb 2, 2011",2011-02-02,21,Home,ohio,MAC,Ohio,,0,85,91,Win,15,6,W 1,,Reg
2011-02-05-kent-state,Memorial Athletic & Convocation Center,2011-02-05-kent-state,"Sat, Feb 5, 2011",2011-02-05,22,Away,kent-state,MAC,Kent State,,0,66,53,Loss,16,6,L 1,,Reg
2011-02-08-buffalo,Alumni Arena,2011-02-08-buffalo,"Tue, Feb 8, 2011",2011-02-08,23,Away,buffalo,MAC,Buffalo,,0,72,43,Loss,17,6,L 2,,Reg
2011-02-12-central-michigan,Rose Arena,2011-02-12-central-michigan,"Sat, Feb 12, 2011",2011-02-12,24,Home,bowling-green-state,MAC,Bowling Green State,,0,64,69,Win,17,7,W 1,,Reg
2011-02-16-central-michigan,Rose Arena,2011-02-16-central-michigan,"Wed, Feb 16, 2011",2011-02-16,25,Home,eastern-michigan,MAC,Eastern Michigan,,0,60,66,Win,17,8,W 2,,Reg
2011-02-19-niagara,Gallagher Center,2011-02-19-niagara,"Sat, Feb 19, 2011",2011-02-19,26,Away,niagara,MAAC,Niagara,,0,61,55,Loss,18,8,L 1,,Reg
2011-02-23-northern-illinois,Convocation Center,2011-02-23-northern-illinois,"Wed, Feb 23, 2011",2011-02-23,27,Away,northern-illinois,MAC,Northern Illinois,,0,58,64,Win,18,9,W 1,,Reg
2011-02-26-central-michigan,Rose Arena,2011-02-26-central-michigan,"Sat, Feb 26, 2011",2011-02-26,28,Home,ball-state,MAC,Ball State,,0,65,58,Loss,19,9,L 1,,Reg
2011-03-01-toledo,John F. Savage Hall,2011-03-01-toledo,"Tue, Mar 1, 2011",2011-03-01,29,Away,toledo,MAC,Toledo,,0,56,68,Win,19,10,W 1,,Reg
2011-03-05-central-michigan,Rose Arena,2011-03-05-central-michigan,"Sat, Mar 5, 2011",2011-03-05,30,Home,western-michigan,MAC,Western Michigan,,0,81,68,Loss,20,10,L 1,,Reg
2011-03-08-buffalo,Alumni Arena,2011-03-08-buffalo,"Tue, Mar 8, 2011",2011-03-08,31,Away,buffalo,MAC,Buffalo,,0,64,50,Loss,21,10,L 2,,Conf-Tourney
2010-11-12-georgia-tech,Alexander Memorial Coliseum,2010-11-12-georgia-tech,"Fri, Nov 12, 2010",2010-11-12,1,Away,georgia-tech,ACC,Georgia Tech,,0,52,39,Loss,1,0,L 1,,Reg
2010-11-16-charleston-southern,CSU Fieldhouse,2010-11-16-charleston-southern,"Tue, Nov 16, 2010",2010-11-16,2,Home,citadel,Southern,The Citadel,,0,61,68,Win,1,1,W 1,,Reg
2010-11-18-charleston-southern,CSU Fieldhouse,2010-11-18-charleston-southern,"Thu, Nov 18, 2010",2010-11-18,3,Home,Montreat,Non-DI School,Montreat,,0,85,103,Win,1,2,W 2,,Reg
2010-11-21-richmond,Robins Center,2010-11-21-richmond,"Sun, Nov 21, 2010",2010-11-21,4,Away,richmond,A-10,Richmond,,0,82,71,Loss,2,2,L 1,,Reg
2010-11-23-southern-illinois,The SIU Arena,2010-11-23-southern-illinois,"Tue, Nov 23, 2010",2010-11-23,5,Away,southern-illinois,MVC,Southern Illinois,,0,85,67,Loss,3,2,L 2,,Reg
2010-11-26-austin-peay,Sears Centre,2010-11-26-austin-peay,"Fri, Nov 26, 2010",2010-11-26,6,Neutral,austin-peay,OVC,Austin Peay,,0,70,64,Loss,4,2,L 3,,Reg
2010-11-27-charleston-southern,Sears Centre,2010-11-27-charleston-southern,"Sat, Nov 27, 2010",2010-11-27,7,Neutral,southern,SWAC,Southern,,0,54,89,Win,4,3,W 1,,Reg
2010-11-30-charleston-southern,CSU Fieldhouse,2010-11-30-charleston-southern,"Tue, Nov 30, 2010",2010-11-30,8,Home,Toccoa Falls,Non-DI School,Toccoa Falls,,0,43,120,Win,4,4,W 2,,Reg
2010-12-04-coastal-carolina,Kimbel Arena,2010-12-04-coastal-carolina,"Sat, Dec 4, 2010",2010-12-04,9,Away,coastal-carolina,Big South,Coastal Carolina,,0,73,71,Loss,5,4,L 1,,Reg
2010-12-11-charleston-southern,CSU Fieldhouse,2010-12-11-charleston-southern,"Sat, Dec 11, 2010",2010-12-11,10,Home,Milligan,Non-DI School,Milligan,,0,61,106,Win,5,5,W 1,,Reg
2010-12-15-charleston-southern,CSU Fieldhouse,2010-12-15-charleston-southern,"Wed, Dec 15, 2010",2010-12-15,11,Neutral,college-of-charleston,Southern,College of Charleston,,0,77,69,Loss,6,5,L 1,,Reg
2010-12-21-charleston-southern,CSU Fieldhouse,2010-12-21-charleston-southern,"Tue, Dec 21, 2010",2010-12-21,12,Home,Bluefield College (VA),Non-DI School,Bluefield College (VA),,0,66,99,Win,6,6,W 1,,Reg
2010-12-28-georgia,Stegeman Coliseum,2010-12-28-georgia,"Tue, Dec 28, 2010",2010-12-28,13,Away,georgia,SEC,Georgia,,0,70,55,Loss,7,6,L 1,,Reg
2010-12-31-charleston-southern,CSU Fieldhouse,2010-12-31-charleston-southern,"Fri, Dec 31, 2010",2010-12-31,14,Home,high-point,Big South,High Point,,0,69,77,Win,7,7,W 1,,Reg
2011-01-02-charleston-southern,CSU Fieldhouse,2011-01-02-charleston-southern,"Sun, Jan 2, 2011",2011-01-02,15,Home,radford,Big South,Radford,,0,58,73,Win,7,8,W 2,,Reg
2011-01-06-liberty,Vines Center,2011-01-06-liberty,"Thu, Jan 6, 2011",2011-01-06,16,Away,liberty,Big South,Liberty,,0,68,54,Loss,8,8,L 1,,Reg
2011-01-08-virginia-military-institute,Cameron Hall,2011-01-08-virginia-military-institute,"Sat, Jan 8, 2011",2011-01-08,17,Away,virginia-military-institute,Big South,Virginia Military Institute,,0,80,88,Win,8,9,W 1,,Reg
2011-01-13-charleston-southern,CSU Fieldhouse,2011-01-13-charleston-southern,"Thu, Jan 13, 2011",2011-01-13,18,Home,presbyterian,Big South,Presbyterian,,0,71,76,Win,8,10,W 2,,Reg
2011-01-15-charleston-southern,CSU Fieldhouse,2011-01-15-charleston-southern,"Sat, Jan 15, 2011",2011-01-15,19,Home,winthrop,Big South,Winthrop,,0,60,69,Win,8,11,W 3,,Reg
2011-01-20-gardner-webb,Paul Porter Arena,2011-01-20-gardner-webb,"Thu, Jan 20, 2011",2011-01-20,20,Away,gardner-webb,Big South,Gardner-Webb,,0,58,50,Loss,9,11,L 1,,Reg
2011-01-22-north-carolina-asheville,Charlie Justice Center,2011-01-22-north-carolina-asheville,"Sat, Jan 22, 2011",2011-01-22,21,Away,north-carolina-asheville,Big South,UNC Asheville,,0,77,69,Loss,10,11,L 2,,Reg
2011-01-27-radford,Donald N. Dedmon Center,2011-01-27-radford,"Thu, Jan 27, 2011",2011-01-27,22,Away,radford,Big South,Radford,,1,62,70,Win,10,12,W 1,,Reg
2011-01-29-high-point,Millis Center,2011-01-29-high-point,"Sat, Jan 29, 2011",2011-01-29,23,Away,high-point,Big South,High Point,,0,77,75,Loss,11,12,L 1,,Reg
2011-02-03-charleston-southern,CSU Fieldhouse,2011-02-03-charleston-southern,"Thu, Feb 3, 2011",2011-02-03,24,Home,virginia-military-institute,Big South,Virginia Military Institute,,0,90,101,Win,11,13,W 1,,Reg
2011-02-05-charleston-southern,CSU Fieldhouse,2011-02-05-charleston-southern,"Sat, Feb 5, 2011",2011-02-05,25,Home,liberty,Big South,Liberty,,0,70,69,Loss,12,13,L 1,,Reg
2011-02-10-winthrop,Winthrop Coliseum,2011-02-10-winthrop,"Thu, Feb 10, 2011",2011-02-10,26,Away,winthrop,Big South,Winthrop,,0,75,68,Loss,13,13,L 2,,Reg
2011-02-12-presbyterian,Ross E.Templeton Center,2011-02-12-presbyterian,"Sat, Feb 12, 2011",2011-02-12,27,Away,presbyterian,Big South,Presbyterian,,0,61,48,Loss,14,13,L 3,,Reg
2011-02-15-charleston-southern,CSU Fieldhouse,2011-02-15-charleston-southern,"Tue, Feb 15, 2011",2011-02-15,28,Home,north-carolina-asheville,Big South,UNC Asheville,,0,70,79,Win,14,14,W 1,,Reg
2011-02-19-north-carolina-wilmington,Trask Coliseum,2011-02-19-north-carolina-wilmington,"Sat, Feb 19, 2011",2011-02-19,29,Away,north-carolina-wilmington,CAA,UNC Wilmington,,0,58,63,Win,14,15,W 2,,Reg
2011-02-22-charleston-southern,CSU Fieldhouse,2011-02-22-charleston-southern,"Tue, Feb 22, 2011",2011-02-22,30,Home,gardner-webb,Big South,Gardner-Webb,,0,61,72,Win,14,16,W 3,,Reg
2011-02-26-charleston-southern,CSU Fieldhouse,2011-02-26-charleston-southern,"Sat, Feb 26, 2011",2011-02-26,31,Home,coastal-carolina,Big South,Coastal Carolina,,0,81,77,Loss,15,16,L 1,,Reg
2011-03-01-north-carolina-asheville,Charlie Justice Center,2011-03-01-north-carolina-asheville,"Tue, Mar 1, 2011",2011-03-01,32,Away,north-carolina-asheville,Big South,UNC Asheville,,0,72,63,Loss,16,16,L 2,,Conf-Tourney
2010-11-12-charlotte,Dale F. Halton Arena,2010-11-12-charlotte,"Fri, Nov 12, 2010",2010-11-12,1,Home,gardner-webb,Big South,Gardner-Webb,,0,78,70,Loss,1,0,L 1,,Reg
2010-11-13-charlotte,Dale F. Halton Arena,2010-11-13-charlotte,"Sat, Nov 13, 2010",2010-11-13,2,Home,south-carolina-state,MEAC,South Carolina State,,0,81,90,Win,1,1,W 1,,Reg
2010-11-18-charlotte,Dale F. Halton Arena,2010-11-18-charlotte,"Thu, Nov 18, 2010",2010-11-18,3,Neutral,george-mason,CAA,George Mason,,0,78,56,Loss,2,1,L 1,,Reg
2010-11-19-charlotte,Carolina First Arena,2010-11-19-charlotte,"Fri, Nov 19, 2010",2010-11-19,4,Neutral,east-carolina,CUSA,East Carolina,,0,63,74,Win,2,2,W 1,,Reg
2010-11-21-charlotte,Carolina First Arena,2010-11-21-charlotte,"Sun, Nov 21, 2010",2010-11-21,5,Neutral,coastal-carolina,Big South,Coastal Carolina,,2,79,75,Loss,3,2,L 1,,Reg
2010-11-24-oregon-state,Gill Coliseum,2010-11-24-oregon-state,"Wed, Nov 24, 2010",2010-11-24,6,Away,oregon-state,Pac-10,Oregon State,,0,83,70,Loss,4,2,L 2,,Reg
2010-11-27-charlotte,Dale F. Halton Arena,2010-11-27-charlotte,"Sat, Nov 27, 2010",2010-11-27,7,Home,radford,Big South,Radford,,0,52,73,Win,4,3,W 1,,Reg
2010-12-01-east-carolina,Williams Arena at Minges Coliseum,2010-12-01-east-carolina,"Wed, Dec 1, 2010",2010-12-01,8,Away,east-carolina,CUSA,East Carolina,,0,62,61,Loss,5,3,L 1,,Reg
2010-12-07-charlotte,Dale F. Halton Arena,2010-12-07-charlotte,"Tue, Dec 7, 2010",2010-12-07,9,Home,winthrop,Big South,Winthrop,,0,57,68,Win,5,4,W 1,,Reg
2010-12-11-davidson,Belk Arena,2010-12-11-davidson,"Sat, Dec 11, 2010",2010-12-11,10,Away,davidson,Southern,Davidson,,0,82,68,Loss,6,4,L 1,,Reg
2010-12-17-charlotte,Dale F. Halton Arena,2010-12-17-charlotte,"Fri, Dec 17, 2010",2010-12-17,11,Neutral,tennessee,SEC,Tennessee,7,0,48,49,Win,6,5,W 1,,Reg
2010-12-22-charlotte,Dale F. Halton Arena,2010-12-22-charlotte,"Wed, Dec 22, 2010",2010-12-22,12,Home,wright-state,Horizon,Wright State,,0,53,57,Win,6,6,W 2,,Reg
2010-12-30-mercer,University Center,2010-12-30-mercer,"Thu, Dec 30, 2010",2010-12-30,13,Away,mercer,A-Sun,Mercer,,0,63,64,Win,6,7,W 3,,Reg
2011-01-02-georgia-tech,Alexander Memorial Coliseum,2011-01-02-georgia-tech,"Sun, Jan 2, 2011",2011-01-02,14,Away,georgia-tech,ACC,Georgia Tech,,2,83,86,Win,6,8,W 4,,Reg
2011-01-05-richmond,Robins Center,2011-01-05-richmond,"Wed, Jan 5, 2011",2011-01-05,15,Away,richmond,A-10,Richmond,,0,71,59,Loss,7,8,L 1,,Reg
2011-01-08-st-bonaventure,Reilly Center,2011-01-08-st-bonaventure,"Sat, Jan 8, 2011",2011-01-08,16,Away,st-bonaventure,A-10,St. Bonaventure,,3,92,88,Loss,8,8,L 2,,Reg
2011-01-15-charlotte,Dale F. Halton Arena,2011-01-15-charlotte,"Sat, Jan 15, 2011",2011-01-15,17,Home,fordham,A-10,Fordham,,0,61,71,Win,8,9,W 1,,Reg
2011-01-19-charlotte,Dale F. Halton Arena,2011-01-19-charlotte,"Wed, Jan 19, 2011",2011-01-19,18,Home,massachusetts,A-10,Massachusetts,,0,73,54,Loss,9,9,L 1,,Reg
2011-01-22-duquesne,A.J. Palumbo Center,2011-01-22-duquesne,"Sat, Jan 22, 2011",2011-01-22,19,Away,duquesne,A-10,Duquesne,,0,83,67,Loss,10,9,L 2,,Reg
2011-01-26-temple,Liacouras Center,2011-01-26-temple,"Wed, Jan 26, 2011",2011-01-26,20,Away,temple,A-10,Temple,,0,76,67,Loss,11,9,L 3,,Reg
2011-01-29-charlotte,Dale F. Halton Arena,2011-01-29-charlotte,"Sat, Jan 29, 2011",2011-01-29,21,Home,la-salle,A-10,La Salle,,2,91,86,Loss,12,9,L 4,,Reg
2011-02-02-charlotte,Dale F. Halton Arena,2011-02-02-charlotte,"Wed, Feb 2, 2011",2011-02-02,22,Home,xavier,A-10,Xavier,,0,62,66,Win,12,10,W 1,,Reg
2011-02-05-charlotte,Dale F. Halton Arena,2011-02-05-charlotte,"Sat, Feb 5, 2011",2011-02-05,23,Home,george-washington,A-10,George Washington,,0,73,67,Loss,13,10,L 1,,Reg
2011-02-12-rhode-island,Thomas M. Ryan Center,2011-02-12-rhode-island,"Sat, Feb 12, 2011",2011-02-12,24,Away,rhode-island,A-10,Rhode Island,,1,71,70,Loss,14,10,L 2,,Reg
2011-02-16-charlotte,Dale F. Halton Arena,2011-02-16-charlotte,"Wed, Feb 16, 2011",2011-02-16,25,Home,dayton,A-10,Dayton,,0,69,51,Loss,15,10,L 3,,Reg
2011-02-19-saint-louis,Chaifetz Arena,2011-02-19-saint-louis,"Sat, Feb 19, 2011",2011-02-19,26,Away,saint-louis,A-10,Saint Louis,,0,61,56,Loss,16,10,L 4,,Reg
2011-02-23-george-washington,Charles E. Smith Center,2011-02-23-george-washington,"Wed, Feb 23, 2011",2011-02-23,27,Away,george-washington,A-10,George Washington,,0,74,57,Loss,17,10,L 5,,Reg
2011-02-26-charlotte,Dale F. Halton Arena,2011-02-26-charlotte,"Sat, Feb 26, 2011",2011-02-26,28,Home,richmond,A-10,Richmond,,0,72,59,Loss,18,10,L 6,,Reg
