awayindex,date,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,uid
2018-12-28-20-nebraska-omahaDenver,"December 28, 2018",11.4,7,"Baxter Arena, Omaha, Nebraska",DENVER,Denver,73.9,NEBRASKA-OMAHA,Omaha,Denver,summit,2018-12-28-20-nebraska-omaha,Home,NEBRASKA-OMAHA,DENVER,Omaha,Denver,0.4987593052109181,0.5072302558398221,0.5566382460414129,0.35714285714285715,963
2019-03-02-15-denverDenver,"March 2, 2019",13.8,8,"Magness Arena, Denver, Colorado",DENVER,Denver,70.1,NEBRASKA-OMAHA,Omaha,Denver,summit,2019-03-02-15-denver,Away,NEBRASKA-OMAHA,DENVER,Omaha,Denver,0.504810583283223,0.5182362547632009,0.5609393579072532,0.27586206896551724,964
2018-11-25-15-fairfieldDenver,"November 25, 2018",13.3,2,"Connolly Center, Seattle, Washington",DENVER,Denver,68.0,FAIRFIELD,Fairfield,Denver,summit,2018-11-25-15-fairfield,Home,FAIRFIELD,DENVER,Fairfield,Denver,0.5074626865671642,0.4894259818731118,0.4858657243816255,0.4,965
2019-01-26-19-ipfwDenver,"January 26, 2019",6.4,13,"Hilliard Gates Sports Center, Fort Wayne, Indiana",DENVER,Denver,70.4,IPFW,Purdue-Fort Wayne,Denver,summit,2019-01-26-19-ipfw,Home,IPFW,DENVER,Purdue-Fort Wayne,Denver,0.507949790794979,0.5135542168674698,0.5558751027115859,0.3333333333333333,966
2019-02-14-21-denverDenver,"February 14, 2019",15.9,7,"Magness Arena, Denver, Colorado",DENVER,Denver,71.6,IPFW,Purdue-Fort Wayne,Denver,summit,2019-02-14-21-denver,Away,IPFW,DENVER,Purdue-Fort Wayne,Denver,0.5108848314606742,0.5165816326530612,0.5664359861591696,0.28,967
2019-01-02-21-denverDenver,"January 2, 2019",20.0,5,"Magness Arena, Denver, Colorado",DENVER,Denver,65.1,SOUTH-DAKOTA,South Dakota,Denver,summit,2019-01-02-21-denver,Away,SOUTH-DAKOTA,DENVER,South Dakota,Denver,0.5010752688172043,0.5092322643343051,0.5603813559322034,0.3125,968
2019-02-20-20-south-dakotaDenver,"February 20, 2019",9.2,11,"Sanford Coyote Sports Center, Vermillon, South Dakota",DENVER,Denver,62.8,SOUTH-DAKOTA,South Dakota,Denver,summit,2019-02-20-20-south-dakota,Home,SOUTH-DAKOTA,DENVER,South Dakota,Denver,0.5134589502018843,0.5167990226023214,0.5678807947019867,0.2692307692307692,969
2018-12-30-17-western-illinoisDenver,"December 30, 2018",10.6,6,"Western Hall, Macomb, Illinois",DENVER,Denver,67.3,WESTERN-ILLINOIS,Western Illinois,Denver,summit,2018-12-30-17-western-illinois,Home,WESTERN-ILLINOIS,DENVER,Western Illinois,Denver,0.5028473804100227,0.5129533678756477,0.5616515837104072,0.3333333333333333,970
2019-01-05-15-denverDenver,"January 5, 2019",22.3,5,"Magness Arena, Denver, Colorado",DENVER,Denver,68.2,NORTH-DAKOTA,North Dakota,Denver,summit,2019-01-05-15-denver,Away,NORTH-DAKOTA,DENVER,North Dakota,Denver,0.5025614754098361,0.5102040816326531,0.561122244488978,0.29411764705882354,971
2019-02-23-16-north-dakotaDenver,"February 23, 2019",10.6,11,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",DENVER,Denver,70.9,NORTH-DAKOTA,North Dakota,Denver,summit,2019-02-23-16-north-dakota,Home,NORTH-DAKOTA,DENVER,North Dakota,Denver,0.5077871512005191,0.5161859917598587,0.5684143222506394,0.25925925925925924,972
2019-02-09-17-north-dakota-stateDenver,"February 9, 2019",9.9,13,"Scheels Center, Fargo, North Dakota",DENVER,Denver,69.0,NORTH-DAKOTA-STATE,North Dakota State,Denver,summit,2019-02-09-17-north-dakota-state,Home,NORTH-DAKOTA-STATE,DENVER,North Dakota State,Denver,0.5109409190371991,0.5165562913907285,0.5660919540229885,0.2916666666666667,973
2019-02-07-20-oral-robertsDenver,"February 7, 2019",18.9,9,"Mabee Center, Tulsa, Oklahoma",DENVER,Denver,64.3,ORAL-ROBERTS,Oral Roberts,Denver,summit,2019-02-07-20-oral-roberts,Home,ORAL-ROBERTS,DENVER,Oral Roberts,Denver,0.5125666412795126,0.5176226675881134,0.5631970260223048,0.3043478260869565,974
2019-01-26-15-chicago-stateChicago State,"January 26, 2019",19.0,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,65.3,UTAH-VALLEY,Utah Valley,Chicago State,wac,2019-01-26-15-chicago-state,Away,UTAH-VALLEY,CHICAGO-STATE,Utah Valley,Chicago State,0.454626334519573,0.4611801242236025,0.5598731165741475,0.15,975
2019-02-21-21-utah-valleyChicago State,"February 21, 2019",15.2,18,"UCCU Center, Orem, Utah",CHICAGO-STATE,Chicago State,72.6,UTAH-VALLEY,Utah Valley,Chicago State,wac,2019-02-21-21-utah-valley,Home,UTAH-VALLEY,CHICAGO-STATE,Utah Valley,Chicago State,0.4440950384346611,0.4440454817474566,0.5647748303516348,0.1153846153846154,976
2018-11-19-19-east-tennessee-stateChicago State,"November 19, 2018",16.4,3,"Freedom Hall Civic Center, Johnson City, Tennessee",CHICAGO-STATE,Chicago State,67.9,EAST-TENNESSEE-STATE,ETSU,Chicago State,wac,2018-11-19-19-east-tennessee-state,Home,EAST-TENNESSEE-STATE,CHICAGO-STATE,East Tennessee State,Chicago State,0.3858695652173913,0.4444444444444444,0.5733944954128439,0.0,977
2018-12-12-20-depaulChicago State,"December 12, 2018",14.7,6,"Wintrust Arena, Chicago, Illinois",CHICAGO-STATE,Chicago State,79.7,DEPAUL,DePaul,Chicago State,wac,2018-12-12-20-depaul,Home,DEPAUL,CHICAGO-STATE,DePaul,Chicago State,0.4693548387096774,0.463448275862069,0.5415492957746478,0.2727272727272727,978
2018-12-17-21-northwesternChicago State,"December 17, 2018",9.0,8,"Welsh-Ryan Arena, Evanston, Illinois",CHICAGO-STATE,Chicago State,68.6,NORTHWESTERN,Northwestern,Chicago State,big-ten,2018-12-17-21-northwestern,Home,NORTHWESTERN,CHICAGO-STATE,Northwestern,Chicago State,0.4669603524229075,0.4631979695431472,0.5490956072351422,0.25,979
2018-11-08-19-notre-dameChicago State,"November 8, 2018",7.0,2,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",CHICAGO-STATE,Chicago State,67.0,NOTRE-DAME,Notre Dame,Chicago State,acc,2018-11-08-19-notre-dame,Home,NOTRE-DAME,CHICAGO-STATE,Notre Dame,Chicago State,0.3583333333333333,0.37662337662337664,0.6159420289855072,0.0,980
2018-11-20-16-chicago-stateChicago State,"November 20, 2018",17.6,0,"John Gray Gymnasium, Grand Cayman",CHICAGO-STATE,Chicago State,75.4,JACKSON-STATE,Jackson State,Chicago State,swac,2018-11-20-16-chicago-state,Away,JACKSON-STATE,CHICAGO-STATE,Jackson State,Chicago State,0.4088145896656535,0.4314720812182741,0.5757180156657964,0.0,981
2019-01-31-20-texas-pan-americanChicago State,"January 31, 2019",15.5,11,"UTRGV Fieldhouse, Edinburg, Texas",CHICAGO-STATE,Chicago State,73.7,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Chicago State,wac,2019-01-31-20-texas-pan-american,Home,TEXAS-PAN-AMERICAN,CHICAGO-STATE,Texas-Rio Grande Valley,Chicago State,0.4569479965899403,0.457037037037037,0.5577507598784195,0.14285714285714285,982
2019-02-28-20-chicago-stateChicago State,"February 28, 2019",20.4,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,74.1,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Chicago State,wac,2019-02-28-20-chicago-state,Away,TEXAS-PAN-AMERICAN,CHICAGO-STATE,Texas-Rio Grande Valley,Chicago State,0.4473514211886305,0.4401114206128134,0.5677917620137299,0.10714285714285714,983
2019-01-17-21-grand-canyonChicago State,"January 17, 2019",19.3,11,"Grand Canyon University Arena, Phoenix, Arizona",CHICAGO-STATE,Chicago State,75.6,GRAND-CANYON,Grand Canyon,Chicago State,wac,2019-01-17-21-grand-canyon,Home,GRAND-CANYON,CHICAGO-STATE,Grand Canyon,Chicago State,0.4624871531346352,0.4667274384685506,0.5605778191985089,0.17647058823529413,984
2019-02-16-15-chicago-stateChicago State,"February 16, 2019",17.5,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,70.7,GRAND-CANYON,Grand Canyon,Chicago State,wac,2019-02-16-15-chicago-state,Away,GRAND-CANYON,CHICAGO-STATE,Grand Canyon,Chicago State,0.4429090909090909,0.447417548226509,0.5613359023763648,0.12,985
2019-02-02-18-new-mexico-stateChicago State,"February 2, 2019",10.4,18,"Pan American Center, Las Cruces, New Mexico",CHICAGO-STATE,Chicago State,67.6,NEW-MEXICO-STATE,New Mexico State,Chicago State,wac,2019-02-02-18-new-mexico-state,Home,NEW-MEXICO-STATE,CHICAGO-STATE,New Mexico State,Chicago State,0.4535361842105263,0.4554455445544554,0.5566448801742919,0.13636363636363635,986
2019-03-02-15-chicago-stateChicago State,"March 2, 2019",19.6,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,72.8,NEW-MEXICO-STATE,New Mexico State,Chicago State,wac,2019-03-02-15-chicago-state,Away,NEW-MEXICO-STATE,CHICAGO-STATE,New Mexico State,Chicago State,0.4521276595744681,0.439631835408771,0.5687361419068736,0.10344827586206896,987
2019-03-14-15-new-mexico-stateChicago State,"March 14, 2019",16.0,28,"Orleans Arena, Paradise, Nevada",CHICAGO-STATE,Chicago State,71.5,NEW-MEXICO-STATE,New Mexico State,Chicago State,wac,2019-03-14-15-new-mexico-state,Home,NEW-MEXICO-STATE,CHICAGO-STATE,New Mexico State,Chicago State,0.4516129032258064,0.4377224199288256,0.5686070686070686,0.0967741935483871,988
2019-01-05-15-missouri-kansas-cityChicago State,"January 5, 2019",14.5,6,"Swinney Recreation Center, Kansas City, Missouri",CHICAGO-STATE,Chicago State,72.0,MISSOURI-KANSAS-CITY,UMKC,Chicago State,wac,2019-01-05-15-missouri-kansas-city,Home,MISSOURI-KANSAS-CITY,CHICAGO-STATE,Kansas City,Chicago State,0.4536266349583829,0.4640657084188912,0.5637408568443051,0.2,989
2019-03-09-15-chicago-stateChicago State,"March 9, 2019",19.8,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,75.2,MISSOURI-KANSAS-CITY,UMKC,Chicago State,wac,2019-03-09-15-chicago-state,Away,MISSOURI-KANSAS-CITY,CHICAGO-STATE,Kansas City,Chicago State,0.4525105868118573,0.43651626442812175,0.5708154506437768,0.1,990
2019-01-24-20-chicago-stateChicago State,"January 24, 2019",11.3,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,64.7,SEATTLE,Seattle,Chicago State,wac,2019-01-24-20-chicago-state,Away,SEATTLE,CHICAGO-STATE,Seattle,Chicago State,0.4626168224299066,0.4667760459392945,0.5591666666666667,0.15789473684210525,991
2019-02-23-16-seattleChicago State,"February 23, 2019",12.3,15,"Connolly Center, Seattle, Washington",CHICAGO-STATE,Chicago State,66.2,SEATTLE,Seattle,Chicago State,wac,2019-02-23-16-seattle,Home,SEATTLE,CHICAGO-STATE,Seattle,Chicago State,0.4479865771812081,0.44090382387022015,0.5703681710213777,0.1111111111111111,992
2019-01-19-22-cal-state-bakersfieldChicago State,"January 19, 2019",7.1,13,"Icardo Center, Bakersfield, California",CHICAGO-STATE,Chicago State,72.2,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Chicago State,wac,2019-01-19-22-cal-state-bakersfield,Home,CAL-STATE-BAKERSFIELD,CHICAGO-STATE,Cal State Bakersfield,Chicago State,0.458984375,0.466838931955211,0.5615589016829052,0.16666666666666666,993
2019-02-14-20-chicago-stateChicago State,"February 14, 2019",14.9,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,64.8,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Chicago State,wac,2019-02-14-20-chicago-state,Away,CAL-STATE-BAKERSFIELD,CHICAGO-STATE,Cal State Bakersfield,Chicago State,0.44322482967448895,0.4482535575679172,0.5605858854860186,0.125,994
2018-11-13-20-illinois-stateChicago State,"November 13, 2018",14.7,2,"Redbird Arena, Normal, Illinois",CHICAGO-STATE,Chicago State,73.7,ILLINOIS-STATE,Illinois State,Chicago State,mvc,2018-11-13-20-illinois-state,Home,ILLINOIS-STATE,CHICAGO-STATE,Illinois State,Chicago State,0.39570552147239263,0.41818181818181815,0.5727699530516432,0.0,995
2018-11-24-14-bradleyChicago State,"November 24, 2018",11.9,6,"Carver Arena, Peoria, Illinois",CHICAGO-STATE,Chicago State,67.4,BRADLEY,Bradley,Chicago State,mvc,2018-11-24-14-bradley,Home,BRADLEY,CHICAGO-STATE,Bradley,Chicago State,0.4119897959183674,0.4310344827586207,0.5703125,0.0,996
2018-11-06-18-indianaChicago State,"November 6, 2018",13.5,1,"Assembly Hall, Bloomington, Indiana",CHICAGO-STATE,Chicago State,86.0,INDIANA,Indiana,Chicago State,big-ten,2018-11-06-18-indiana,Home,INDIANA,CHICAGO-STATE,Indiana,Chicago State,,,,,997
2018-12-20-15-western-illinoisChicago State,"December 20, 2018",20.8,5,"Western Hall, Macomb, Illinois",CHICAGO-STATE,Chicago State,78.2,WESTERN-ILLINOIS,Western Illinois,Chicago State,summit,2018-12-20-15-western-illinois,Home,WESTERN-ILLINOIS,CHICAGO-STATE,Western Illinois,Chicago State,0.458161865569273,0.4609929078014184,0.5536352800953516,0.2307692307692308,998
2018-11-09-19-central-michiganChicago State,"November 9, 2018",8.6,2,"McGuirk Arena, Mt. Pleasant, Michigan",CHICAGO-STATE,Chicago State,80.5,CENTRAL-MICHIGAN,Central Michigan,Chicago State,mac,2018-11-09-19-central-michigan,Home,CENTRAL-MICHIGAN,CHICAGO-STATE,Central Michigan,Chicago State,0.4065420560747664,0.3931034482758621,0.5714285714285714,0.0,999
2018-11-16-19-akronChicago State,"November 16, 2018",17.1,3,"James A. Rhodes Arena, Akron, Ohio",CHICAGO-STATE,Chicago State,78.6,AKRON,Akron,Chicago State,mac,2018-11-16-19-akron,Home,AKRON,CHICAGO-STATE,Akron,Chicago State,0.3991031390134529,0.4409722222222222,0.5620437956204379,0.0,1000
2018-12-22-14-northern-illinoisChicago State,"December 22, 2018",16.4,7,"Convocation Center, DeKalb, Illinois",CHICAGO-STATE,Chicago State,75.7,NORTHERN-ILLINOIS,Northern Illinois,Chicago State,mac,2018-12-22-14-northern-illinois,Home,NORTHERN-ILLINOIS,CHICAGO-STATE,Northern Illinois,Chicago State,0.4531051964512041,0.4623773173391494,0.5563616071428571,0.21428571428571427,1001
2019-01-12-15-chicago-stateChicago State,"January 12, 2019",13.2,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,75.8,CALIFORNIA-BAPTIST,California Baptist,Chicago State,wac,2019-01-12-15-chicago-state,Away,CALIFORNIA-BAPTIST,CHICAGO-STATE,California Baptist,Chicago State,0.4584717607973422,0.4655674102812803,0.5625,0.1875,1002
2019-02-07-22-california-baptistChicago State,"February 7, 2019",10.2,12,"CBU Events Center, Riverside, California",CHICAGO-STATE,Chicago State,67.0,CALIFORNIA-BAPTIST,California Baptist,Chicago State,wac,2019-02-07-22-california-baptist,Home,CALIFORNIA-BAPTIST,CHICAGO-STATE,California Baptist,Chicago State,0.4488591660110149,0.4529451591062966,0.5579458709229702,0.13043478260869565,1003
2019-01-30-21-utah-valleyCalifornia Baptist,"January 30, 2019",12.1,16,"UCCU Center, Orem, Utah",CALIFORNIA-BAPTIST,California Baptist,70.8,UTAH-VALLEY,Utah Valley,California Baptist,wac,2019-01-30-21-utah-valley,Home,UTAH-VALLEY,CALIFORNIA-BAPTIST,Utah Valley,California Baptist,0.5427312775330396,0.5181013676588898,0.4798598949211909,0.5263157894736842,1004
2019-03-02-22-california-baptistCalifornia Baptist,"March 2, 2019",14.3,15,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,67.4,UTAH-VALLEY,Utah Valley,California Baptist,wac,2019-03-02-22-california-baptist,Away,UTAH-VALLEY,CALIFORNIA-BAPTIST,Utah Valley,California Baptist,0.5367737948084055,0.5233219567690558,0.4855254877281309,0.5555555555555556,1005
2018-11-19-22-nevadaCalifornia Baptist,"November 19, 2018",14.0,4,"Lawlor Events Center, Reno, Nevada",CALIFORNIA-BAPTIST,California Baptist,77.1,NEVADA,Nevada,California Baptist,mwc,2018-11-19-22-nevada,Home,NEVADA,CALIFORNIA-BAPTIST,Nevada,California Baptist,0.5,0.5388349514563107,0.5092592592592593,0.6666666666666666,1006
2019-03-20-22-california-baptistCalifornia Baptist,"March 20, 2019",21.3,16,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,62.9,LOYOLA-MARYMOUNT,Loyola Marymount,California Baptist,wcc,2019-03-20-22-california-baptist,Away,LOYOLA-MARYMOUNT,CALIFORNIA-BAPTIST,Loyola Marymount,California Baptist,0.5275938189845475,0.5176946410515673,0.483314479638009,0.5333333333333333,1007
2018-11-24-14-howardCalifornia Baptist,"November 24, 2018",11.3,5,"Jack Stephens Center, Little Rock, Arkansas",CALIFORNIA-BAPTIST,California Baptist,77.0,HOWARD,Howard,California Baptist,meac,2018-11-24-14-howard,Home,HOWARD,CALIFORNIA-BAPTIST,Howard,California Baptist,0.4809384164222874,0.4873949579831933,0.5153583617747439,0.4,1008
2018-11-23-14-arkansas-pine-bluffCalifornia Baptist,"November 23, 2018",8.4,1,"Jack Stephens Center, Little Rock, Arkansas",CALIFORNIA-BAPTIST,California Baptist,71.5,ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,California Baptist,swac,2018-11-23-14-arkansas-pine-bluff,Home,ARKANSAS-PINE-BLUFF,CALIFORNIA-BAPTIST,Arkansas-Pine Bluff,California Baptist,0.46768060836501896,0.4981818181818182,0.5205479452054794,0.5,1009
2019-01-05-22-california-baptistCalifornia Baptist,"January 5, 2019",19.8,9,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,77.3,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,California Baptist,wac,2019-01-05-22-california-baptist,Away,TEXAS-PAN-AMERICAN,CALIFORNIA-BAPTIST,Texas-Rio Grande Valley,California Baptist,0.5435294117647059,0.5264864864864864,0.4590964590964591,0.6428571428571429,1010
2019-01-26-22-california-baptistCalifornia Baptist,"January 26, 2019",22.1,10,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,68.8,GRAND-CANYON,Grand Canyon,California Baptist,wac,2019-01-26-22-california-baptist,Away,GRAND-CANYON,CALIFORNIA-BAPTIST,Grand Canyon,California Baptist,0.5391344383057091,0.5201680672268908,0.4744423791821562,0.5555555555555556,1011
2019-02-21-21-grand-canyonCalifornia Baptist,"February 21, 2019",12.9,16,"Grand Canyon University Arena, Phoenix, Arizona",CALIFORNIA-BAPTIST,California Baptist,72.7,GRAND-CANYON,Grand Canyon,California Baptist,wac,2019-02-21-21-grand-canyon,Home,GRAND-CANYON,CALIFORNIA-BAPTIST,Grand Canyon,California Baptist,0.5461750516884907,0.5290363752393108,0.4788135593220339,0.5833333333333334,1012
2019-03-09-21-new-mexico-stateCalifornia Baptist,"March 9, 2019",8.3,27,"Pan American Center, Las Cruces, New Mexico",CALIFORNIA-BAPTIST,California Baptist,64.9,NEW-MEXICO-STATE,New Mexico State,California Baptist,wac,2019-03-09-21-new-mexico-state,Home,NEW-MEXICO-STATE,CALIFORNIA-BAPTIST,New Mexico State,California Baptist,0.5326460481099656,0.5186547556489753,0.4806791569086651,0.5517241379310345,1013
2019-01-10-19-missouri-kansas-cityCalifornia Baptist,"January 10, 2019",15.4,7,"Swinney Recreation Center, Kansas City, Missouri",CALIFORNIA-BAPTIST,California Baptist,73.6,MISSOURI-KANSAS-CITY,UMKC,California Baptist,wac,2019-01-10-19-missouri-kansas-city,Home,MISSOURI-KANSAS-CITY,CALIFORNIA-BAPTIST,Kansas City,California Baptist,0.5390969162995595,0.5261044176706827,0.4617579908675799,0.6,1014
2019-02-28-22-california-baptistCalifornia Baptist,"February 28, 2019",9.4,15,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,66.3,SEATTLE,Seattle,California Baptist,wac,2019-02-28-22-california-baptist,Away,SEATTLE,CALIFORNIA-BAPTIST,Seattle,California Baptist,0.5421725239616614,0.5257548845470693,0.4846204188481675,0.5769230769230769,1015
2018-12-05-22-california-baptistCalifornia Baptist,"December 5, 2018",17.8,4,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,71.0,CALIFORNIA-IRVINE,UC-Irvine,California Baptist,wac,2018-12-05-22-california-baptist,Away,CALIFORNIA-IRVINE,CALIFORNIA-BAPTIST,UC Irvine,California Baptist,0.5266159695817489,0.5136612021857924,0.4968085106382979,0.5,1016
2019-01-24-22-california-baptistCalifornia Baptist,"January 24, 2019",18.1,10,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,77.6,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,California Baptist,wac,2019-01-24-22-california-baptist,Away,CAL-STATE-BAKERSFIELD,CALIFORNIA-BAPTIST,Cal State Bakersfield,California Baptist,0.5365853658536586,0.5266903914590747,0.472972972972973,0.5882352941176471,1017
2018-11-16-13-tulsaCalifornia Baptist,"November 16, 2018",9.1,3,"Donald W. Reynolds Center, Tulsa, Oklahoma",CALIFORNIA-BAPTIST,California Baptist,74.0,TULSA,Tulsa,California Baptist,aac,2018-11-16-13-tulsa,Home,TULSA,CALIFORNIA-BAPTIST,Tulsa,California Baptist,0.503731343283582,0.5223880597014925,0.5136363636363637,1.0,1018
2019-03-19-21-utah-valleyCal State Northridge,"March 19, 2019",19.9,25,"UCCU Center, Orem, Utah",CAL-STATE-NORTHRIDGE,Cal State Northridge,81.0,UTAH-VALLEY,Utah Valley,Cal State Northridge,wac,2019-03-19-21-utah-valley,Home,UTAH-VALLEY,CAL-STATE-NORTHRIDGE,Utah Valley,Cal State Northridge,0.5182716049382716,0.4774977497749775,0.5152321083172147,0.3939393939393939,1019
2018-11-13-21-loyola-marymountCal State Northridge,"November 13, 2018",23.5,3,"Albert Gersten Pavilion, Los Angeles, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,75.1,LOYOLA-MARYMOUNT,Loyola Marymount,Cal State Northridge,wcc,2018-11-13-21-loyola-marymount,Home,LOYOLA-MARYMOUNT,CAL-STATE-NORTHRIDGE,Loyola Marymount,Cal State Northridge,0.5069444444444444,0.4925373134328358,0.625,0.0,1020
2018-12-09-16-san-diegoCal State Northridge,"December 9, 2018",15.8,8,"Jenny Craig Pavillion, San Diego, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,72.0,SAN-DIEGO,San Diego,Cal State Northridge,wcc,2018-12-09-16-san-diego,Home,SAN-DIEGO,CAL-STATE-NORTHRIDGE,San Diego,Cal State Northridge,0.5197628458498024,0.48565965583174,0.5535353535353535,0.375,1021
2018-12-19-21-new-mexico-stateCal State Northridge,"December 19, 2018",9.7,9,"Pan American Center, Las Cruces, New Mexico",CAL-STATE-NORTHRIDGE,Cal State Northridge,67.2,NEW-MEXICO-STATE,New Mexico State,Cal State Northridge,wac,2018-12-19-21-new-mexico-state,Home,NEW-MEXICO-STATE,CAL-STATE-NORTHRIDGE,New Mexico State,Cal State Northridge,0.5235389610389609,0.4836193447737909,0.5513029315960912,0.3,1022
2019-01-05-22-cal-state-northridgeCal State Northridge,"January 5, 2019",7.2,6,"The Matadome, Northridge, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,74.9,YALE,Yale,Cal State Northridge,ivy,2019-01-05-22-cal-state-northridge,Away,YALE,CAL-STATE-NORTHRIDGE,Yale,Cal State Northridge,0.5292494481236203,0.4846938775510204,0.5293501048218029,0.4,1023
