,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
70,2020-01-11-16-abilene-christian,"January 11, 2020","Moody Coliseum , Abilene, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,TEXAS-AM-CORPUS-CHRISTI,Abilene Christian,Texas A&M-Corpus Christi,2020-01-11-16-abilene-christianAbilene Christian,2020-01-11-16-abilene-christianTexas A&M-Corpus Christi,,,,,,,,
71,2020-02-15-16-texas-am-corpus-christi,"February 15, 2020","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,TEXAS-AM-CORPUS-CHRISTI,Abilene Christian,Texas A&M-Corpus Christi,2020-02-15-16-texas-am-corpus-christiAbilene Christian,2020-02-15-16-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,,,,
72,2020-01-29-19-sam-houston-state,"January 29, 2020","Johnson Coliseum, Huntsville, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,SAM-HOUSTON-STATE,Sam Houston State,Sam Houston State,SAM-HOUSTON-STATE,TEXAS-AM-CORPUS-CHRISTI,Sam Houston State,Texas A&M-Corpus Christi,2020-01-29-19-sam-houston-stateSam Houston State,2020-01-29-19-sam-houston-stateTexas A&M-Corpus Christi,,,,,,,,
73,2020-02-12-20-texas-am-corpus-christi,"February 12, 2020","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,STEPHEN-F-AUSTIN,TEXAS-AM-CORPUS-CHRISTI,Stephen F. Austin,Texas A&M-Corpus Christi,2020-02-12-20-texas-am-corpus-christiStephen F. Austin,2020-02-12-20-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,,,,
74,2020-03-11-18-northwestern-state,"March 11, 2020","Leonard E. Merrell Center, Katy, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,NORTHWESTERN-STATE,Northwestern State,Northwestern State,NORTHWESTERN-STATE,TEXAS-AM-CORPUS-CHRISTI,Northwestern State,Texas A&M-Corpus Christi,2020-03-11-18-northwestern-stateNorthwestern State,2020-03-11-18-northwestern-stateTexas A&M-Corpus Christi,,,,,,,,
75,2019-12-15-18-texas-am,"December 15, 2019","Reed Arena, College Station, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,TEXAS-AM,Texas A&M,Texas A&M-Corpus Christi,TEXAS-AM,TEXAS-AM-CORPUS-CHRISTI,Texas A&M,Texas A&M-Corpus Christi,2019-12-15-18-texas-amTexas A&M,2019-12-15-18-texas-amTexas A&M-Corpus Christi,,,,,,,,
76,2019-11-11-20-vanderbilt,"November 11, 2019","Memorial Gymnasium, Nashville, Tennessee",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,VANDERBILT,Vanderbilt,Texas A&M-Corpus Christi,VANDERBILT,TEXAS-AM-CORPUS-CHRISTI,Vanderbilt,Texas A&M-Corpus Christi,2019-11-11-20-vanderbiltVanderbilt,2019-11-11-20-vanderbiltTexas A&M-Corpus Christi,,,,,,,,
77,2019-11-15-20-texas-am-corpus-christi,"November 15, 2019","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,STONY-BROOK,Stony Brook,Stony Brook,STONY-BROOK,TEXAS-AM-CORPUS-CHRISTI,Stony Brook,Texas A&M-Corpus Christi,2019-11-15-20-texas-am-corpus-christiStony Brook,2019-11-15-20-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,,,,
78,2019-11-16-19-texas-am-corpus-christi,"November 16, 2019","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,NORTH-DAKOTA-STATE,TEXAS-AM-CORPUS-CHRISTI,North Dakota State,Texas A&M-Corpus Christi,2019-11-16-19-texas-am-corpus-christiNorth Dakota State,2019-11-16-19-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,,,,
79,2019-12-21-14-central-arkansas,"December 21, 2019","Jeff Farris Center, Conway, Arkansas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,CENTRAL-ARKANSAS,TEXAS-AM-CORPUS-CHRISTI,Central Arkansas,Texas A&M-Corpus Christi,2019-12-21-14-central-arkansasCentral Arkansas,2019-12-21-14-central-arkansasTexas A&M-Corpus Christi,,,,,,,,
80,2020-02-01-20-houston-baptist,"February 1, 2020","Frank and Lucille Sharp Gymnasium, Houston, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,HOUSTON-BAPTIST,TEXAS-AM-CORPUS-CHRISTI,Houston Baptist,Texas A&M-Corpus Christi,2020-02-01-20-houston-baptistHouston Baptist,2020-02-01-20-houston-baptistTexas A&M-Corpus Christi,,,,,,,,
81,2019-12-18-20-nicholls-state,"December 18, 2019","David Stopher Gymnasium, Thibodaux, Louisiana",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,NICHOLLS-STATE,Nicholls State,Nicholls State,NICHOLLS-STATE,TEXAS-AM-CORPUS-CHRISTI,Nicholls State,Texas A&M-Corpus Christi,2019-12-18-20-nicholls-stateNicholls State,2019-12-18-20-nicholls-stateTexas A&M-Corpus Christi,,,,,,,,
82,2020-02-22-17-lamar,"February 22, 2020","Montagne Center, Beaumont, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,LAMAR,Lamar,Lamar,LAMAR,TEXAS-AM-CORPUS-CHRISTI,Lamar,Texas A&M-Corpus Christi,2020-02-22-17-lamarLamar,2020-02-22-17-lamarTexas A&M-Corpus Christi,,,,,,,,
83,2020-01-04-16-texas-am-corpus-christi,"January 4, 2020","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,SOUTHEASTERN-LOUISIANA,TEXAS-AM-CORPUS-CHRISTI,Southeastern Louisiana,Texas A&M-Corpus Christi,2020-01-04-16-texas-am-corpus-christiSoutheastern Louisiana,2020-01-04-16-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,,,,
84,2020-01-15-20-southeastern-louisiana,"January 15, 2020","University Center, Hammond, Louisiana",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,SOUTHEASTERN-LOUISIANA,TEXAS-AM-CORPUS-CHRISTI,Southeastern Louisiana,Texas A&M-Corpus Christi,2020-01-15-20-southeastern-louisianaSoutheastern Louisiana,2020-01-15-20-southeastern-louisianaTexas A&M-Corpus Christi,,,,,,,,
85,2019-11-06-20-texas-am-corpus-christi,"November 6, 2019","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,LOUISIANA-TECH,Louisiana Tech,Louisiana Tech,LOUISIANA-TECH,TEXAS-AM-CORPUS-CHRISTI,Louisiana Tech,Texas A&M-Corpus Christi,2019-11-06-20-texas-am-corpus-christiLouisiana Tech,2019-11-06-20-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,,,,
86,2019-12-03-20-texas-san-antonio,"December 3, 2019","Convocation Center, San Antonio, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,TEXAS-SAN-ANTONIO,UTSA,Texas A&M-Corpus Christi,TEXAS-SAN-ANTONIO,TEXAS-AM-CORPUS-CHRISTI,UTSA,Texas A&M-Corpus Christi,2019-12-03-20-texas-san-antonioUTSA,2019-12-03-20-texas-san-antonioTexas A&M-Corpus Christi,,,,,,,,
87,2019-12-29-14-nebraska,"December 29, 2019","Pinnacle Bank Arena, Lincoln, Nebraska",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,NEBRASKA,Nebraska,Nebraska,NEBRASKA,TEXAS-AM-CORPUS-CHRISTI,Nebraska,Texas A&M-Corpus Christi,2019-12-29-14-nebraskaNebraska,2019-12-29-14-nebraskaTexas A&M-Corpus Christi,,,,,,,,
88,2020-01-18-20-abilene-christian,"January 18, 2020","Moody Coliseum , Abilene, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,SOUTHEASTERN-LOUISIANA,Abilene Christian,Southeastern Louisiana,2020-01-18-20-abilene-christianAbilene Christian,2020-01-18-20-abilene-christianSoutheastern Louisiana,,,,,,,,
89,2020-02-22-17-southeastern-louisiana,"February 22, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,SOUTHEASTERN-LOUISIANA,Abilene Christian,Southeastern Louisiana,2020-02-22-17-southeastern-louisianaAbilene Christian,2020-02-22-17-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
90,2020-01-22-20-southeastern-louisiana,"January 22, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,MCNEESE-STATE,McNeese State,McNeese State,MCNEESE-STATE,SOUTHEASTERN-LOUISIANA,McNeese State,Southeastern Louisiana,2020-01-22-20-southeastern-louisianaMcNeese State,2020-01-22-20-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
91,2020-02-26-19-mcneese-state,"February 26, 2020","H&HP Complex, Lake Charles, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,MCNEESE-STATE,McNeese State,McNeese State,MCNEESE-STATE,SOUTHEASTERN-LOUISIANA,McNeese State,Southeastern Louisiana,2020-02-26-19-mcneese-stateMcNeese State,2020-02-26-19-mcneese-stateSoutheastern Louisiana,,,,,,,,
92,2020-01-08-19-sam-houston-state,"January 8, 2020","Johnson Coliseum, Huntsville, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,SAM-HOUSTON-STATE,Sam Houston State,Sam Houston State,SAM-HOUSTON-STATE,SOUTHEASTERN-LOUISIANA,Sam Houston State,Southeastern Louisiana,2020-01-08-19-sam-houston-stateSam Houston State,2020-01-08-19-sam-houston-stateSoutheastern Louisiana,,,,,,,,
93,2020-02-12-20-southeastern-louisiana,"February 12, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,SAM-HOUSTON-STATE,Sam Houston State,Sam Houston State,SAM-HOUSTON-STATE,SOUTHEASTERN-LOUISIANA,Sam Houston State,Southeastern Louisiana,2020-02-12-20-southeastern-louisianaSam Houston State,2020-02-12-20-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
94,2020-01-02-14-southeastern-louisiana,"January 2, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Southeastern Louisiana,STEPHEN-F-AUSTIN,SOUTHEASTERN-LOUISIANA,Stephen F. Austin,Southeastern Louisiana,2020-01-02-14-southeastern-louisianaStephen F. Austin,2020-01-02-14-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
95,2019-11-13-20-southeastern-louisiana,"November 13, 2019","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,GRAMBLING,Grambling,Grambling,GRAMBLING,SOUTHEASTERN-LOUISIANA,Grambling,Southeastern Louisiana,2019-11-13-20-southeastern-louisianaGrambling,2019-11-13-20-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
96,2019-11-23-20-austin-peay,"November 23, 2019","Winfield Dunn Center, Clarksville, Tennessee",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,AUSTIN-PEAY,SOUTHEASTERN-LOUISIANA,Austin Peay,Southeastern Louisiana,2019-11-23-20-austin-peayAustin Peay,2019-11-23-20-austin-peaySoutheastern Louisiana,,,,,,,,
97,2019-11-25-20-vanderbilt,"November 25, 2019","Memorial Gymnasium, Nashville, Tennessee",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,VANDERBILT,Vanderbilt,Southeastern Louisiana,VANDERBILT,SOUTHEASTERN-LOUISIANA,Vanderbilt,Southeastern Louisiana,2019-11-25-20-vanderbiltVanderbilt,2019-11-25-20-vanderbiltSoutheastern Louisiana,,,,,,,,
98,2019-11-06-20-tulane,"November 6, 2019","Devlin Fieldhouse, New Orleans, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,TULANE,Tulane,Southeastern Louisiana,TULANE,SOUTHEASTERN-LOUISIANA,Tulane,Southeastern Louisiana,2019-11-06-20-tulaneTulane,2019-11-06-20-tulaneSoutheastern Louisiana,,,,,,,,
99,2019-12-03-20-louisiana-lafayette,"December 3, 2019","Cajundome, Lafayette, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,LOUISIANA-LAFAYETTE,Louisiana,Southeastern Louisiana,LOUISIANA-LAFAYETTE,SOUTHEASTERN-LOUISIANA,Louisiana,Southeastern Louisiana,2019-12-03-20-louisiana-lafayetteLouisiana,2019-12-03-20-louisiana-lafayetteSoutheastern Louisiana,,,,,,,,
100,2019-12-21-14-mississippi,"December 21, 2019","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,MISSISSIPPI,Ole Miss,Mississippi,MISSISSIPPI,SOUTHEASTERN-LOUISIANA,Mississippi,Southeastern Louisiana,2019-12-21-14-mississippiMississippi,2019-12-21-14-mississippiSoutheastern Louisiana,,,,,,,,
101,2019-11-20-20-tulsa,"November 20, 2019","Donald W. Reynolds Center, Tulsa, Oklahoma",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,TULSA,Tulsa,Southeastern Louisiana,TULSA,SOUTHEASTERN-LOUISIANA,Tulsa,Southeastern Louisiana,2019-11-20-20-tulsaTulsa,2019-11-20-20-tulsaSoutheastern Louisiana,,,,,,,,
102,2020-01-29-20-central-arkansas,"January 29, 2020","Jeff Farris Center, Conway, Arkansas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,CENTRAL-ARKANSAS,SOUTHEASTERN-LOUISIANA,Central Arkansas,Southeastern Louisiana,2020-01-29-20-central-arkansasCentral Arkansas,2020-01-29-20-central-arkansasSoutheastern Louisiana,,,,,,,,
103,2020-02-05-20-southeastern-louisiana,"February 5, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,HOUSTON-BAPTIST,SOUTHEASTERN-LOUISIANA,Houston Baptist,Southeastern Louisiana,2020-02-05-20-southeastern-louisianaHouston Baptist,2020-02-05-20-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
104,2020-02-01-17-southeastern-louisiana,"February 1, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,NEW-ORLEANS,New Orleans,New Orleans,NEW-ORLEANS,SOUTHEASTERN-LOUISIANA,New Orleans,Southeastern Louisiana,2020-02-01-17-southeastern-louisianaNew Orleans,2020-02-01-17-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
105,2020-03-07-19-new-orleans,"March 7, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,NEW-ORLEANS,New Orleans,New Orleans,NEW-ORLEANS,SOUTHEASTERN-LOUISIANA,New Orleans,Southeastern Louisiana,2020-03-07-19-new-orleansNew Orleans,2020-03-07-19-new-orleansSoutheastern Louisiana,,,,,,,,
106,2020-01-11-17-southeastern-louisiana,"January 11, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,NICHOLLS-STATE,Nicholls State,Nicholls State,NICHOLLS-STATE,SOUTHEASTERN-LOUISIANA,Nicholls State,Southeastern Louisiana,2020-01-11-17-southeastern-louisianaNicholls State,2020-01-11-17-southeastern-louisianaSoutheastern Louisiana,,,,,,,,
107,2020-02-15-16-nicholls-state,"February 15, 2020","David Stopher Gymnasium, Thibodaux, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,NICHOLLS-STATE,Nicholls State,Nicholls State,NICHOLLS-STATE,SOUTHEASTERN-LOUISIANA,Nicholls State,Southeastern Louisiana,2020-02-15-16-nicholls-stateNicholls State,2020-02-15-16-nicholls-stateSoutheastern Louisiana,,,,,,,,
108,2019-12-18-20-lamar,"December 18, 2019","Montagne Center, Beaumont, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,LAMAR,Lamar,Lamar,LAMAR,SOUTHEASTERN-LOUISIANA,Lamar,Southeastern Louisiana,2019-12-18-20-lamarLamar,2019-12-18-20-lamarSoutheastern Louisiana,,,,,,,,
109,2019-12-29-14-oklahoma-state,"December 29, 2019","Gallagher-Iba Arena, Stillwater, Oklahoma",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,OKLAHOMA-STATE,Oklahoma State,Oklahoma State,OKLAHOMA-STATE,SOUTHEASTERN-LOUISIANA,Oklahoma State,Southeastern Louisiana,2019-12-29-14-oklahoma-stateOklahoma State,2019-12-29-14-oklahoma-stateSoutheastern Louisiana,,,,,,,,
110,2020-02-08-17-incarnate-word,"February 8, 2020","McDermott Center, San Antonio, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,INCARNATE-WORD,Incarnate Word,Incarnate Word,INCARNATE-WORD,SOUTHEASTERN-LOUISIANA,Incarnate Word,Southeastern Louisiana,2020-02-08-17-incarnate-wordIncarnate Word,2020-02-08-17-incarnate-wordSoutheastern Louisiana,,,,,,,,
111,2020-01-25-16-central-arkansas,"January 25, 2020","Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,CENTRAL-ARKANSAS,Abilene Christian,Central Arkansas,2020-01-25-16-central-arkansasAbilene Christian,2020-01-25-16-central-arkansasCentral Arkansas,,,,,,,,
112,2020-02-29-16-abilene-christian,"February 29, 2020","Moody Coliseum , Abilene, Texas",CENTRAL-ARKANSAS,Central Arkansas,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,CENTRAL-ARKANSAS,Abilene Christian,Central Arkansas,2020-02-29-16-abilene-christianAbilene Christian,2020-02-29-16-abilene-christianCentral Arkansas,,,,,,,,
113,2019-12-14-20-pepperdine,"December 14, 2019","Firestone Fieldhouse, Malibu, California",CENTRAL-ARKANSAS,Central Arkansas,Home,PEPPERDINE,Pepperdine,Central Arkansas,PEPPERDINE,CENTRAL-ARKANSAS,Pepperdine,Central Arkansas,2019-12-14-20-pepperdinePepperdine,2019-12-14-20-pepperdineCentral Arkansas,,,,,,,,
114,2019-12-05-20-wichita-state,"December 5, 2019","Charles Koch Arena, Wichita, Kansas",CENTRAL-ARKANSAS,Central Arkansas,Home,WICHITA-STATE,Wichita State,Central Arkansas,WICHITA-STATE,CENTRAL-ARKANSAS,Wichita State,Central Arkansas,2019-12-05-20-wichita-stateWichita State,2019-12-05-20-wichita-stateCentral Arkansas,,,,,,,,
115,2020-02-15-16-sam-houston-state,"February 15, 2020","Johnson Coliseum, Huntsville, Texas",CENTRAL-ARKANSAS,Central Arkansas,Home,SAM-HOUSTON-STATE,Sam Houston State,Central Arkansas,SAM-HOUSTON-STATE,CENTRAL-ARKANSAS,Sam Houston State,Central Arkansas,2020-02-15-16-sam-houston-stateSam Houston State,2020-02-15-16-sam-houston-stateCentral Arkansas,,,,,,,,
116,2020-01-15-20-central-arkansas,"January 15, 2020","Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Central Arkansas,STEPHEN-F-AUSTIN,CENTRAL-ARKANSAS,Stephen F. Austin,Central Arkansas,2020-01-15-20-central-arkansasStephen F. Austin,2020-01-15-20-central-arkansasCentral Arkansas,,,,,,,,
117,2020-02-19-19-stephen-f-austin,"February 19, 2020","William Johnson Coliseum, Nacogdoches, Texas",CENTRAL-ARKANSAS,Central Arkansas,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Central Arkansas,STEPHEN-F-AUSTIN,CENTRAL-ARKANSAS,Stephen F. Austin,Central Arkansas,2020-02-19-19-stephen-f-austinStephen F. Austin,2020-02-19-19-stephen-f-austinCentral Arkansas,,,,,,,,
118,2020-03-07-16-central-arkansas,"March 7, 2020","Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,Away,NORTHWESTERN-STATE,Northwestern State,Central Arkansas,NORTHWESTERN-STATE,CENTRAL-ARKANSAS,Northwestern State,Central Arkansas,2020-03-07-16-central-arkansasNorthwestern State,2020-03-07-16-central-arkansasCentral Arkansas,,,,,,,,
119,2019-11-23-19-prairie-view,"November 23, 2019","CBU Events Center, Riverside, California",CENTRAL-ARKANSAS,Central Arkansas,Home,PRAIRIE-VIEW,Prairie View,Central Arkansas,PRAIRIE-VIEW,CENTRAL-ARKANSAS,Prairie View,Central Arkansas,2019-11-23-19-prairie-viewPrairie View,2019-11-23-19-prairie-viewCentral Arkansas,,,,,,,,
120,2019-11-17-15-central-arkansas,"November 17, 2019","Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,Away,ARKANSAS-LITTLE-ROCK,Little Rock,Central Arkansas,ARKANSAS-LITTLE-ROCK,CENTRAL-ARKANSAS,Little Rock,Central Arkansas,2019-11-17-15-central-arkansasLittle Rock,2019-11-17-15-central-arkansasCentral Arkansas,,,,,,,,
121,2019-11-09-12-georgetown,"November 9, 2019","Capital One Arena, Washington, District of Columbia",CENTRAL-ARKANSAS,Central Arkansas,Home,GEORGETOWN,Georgetown,Central Arkansas,GEORGETOWN,CENTRAL-ARKANSAS,Georgetown,Central Arkansas,2019-11-09-12-georgetownGeorgetown,2019-11-09-12-georgetownCentral Arkansas,,,,,,,,
122,2019-11-05-12-baylor,"November 5, 2019","Ferrell Center, Waco, Texas",CENTRAL-ARKANSAS,Central Arkansas,Home,BAYLOR,Baylor,Baylor,BAYLOR,CENTRAL-ARKANSAS,Baylor,Central Arkansas,2019-11-05-12-baylorBaylor,2019-11-05-12-baylorCentral Arkansas,,,,,,,,
123,2019-11-22-22-california-baptist,"November 22, 2019","CBU Events Center, Riverside, California",CENTRAL-ARKANSAS,Central Arkansas,Home,CALIFORNIA-BAPTIST,California Baptist,California Baptist,CALIFORNIA-BAPTIST,CENTRAL-ARKANSAS,California Baptist,Central Arkansas,2019-11-22-22-california-baptistCalifornia Baptist,2019-11-22-22-california-baptistCentral Arkansas,,,,,,,,
124,2019-11-12-19-duke,"November 12, 2019","Cameron Indoor Stadium, Durham, North Carolina",CENTRAL-ARKANSAS,Central Arkansas,Home,DUKE,Duke,Central Arkansas,DUKE,CENTRAL-ARKANSAS,Duke,Central Arkansas,2019-11-12-19-dukeDuke,2019-11-12-19-dukeCentral Arkansas,,,,,,,,
125,2019-12-07-17-utah,"December 7, 2019","Jon M. Huntsman Center, Salt Lake City, Utah",CENTRAL-ARKANSAS,Central Arkansas,Home,UTAH,Utah,Central Arkansas,UTAH,CENTRAL-ARKANSAS,Utah,Central Arkansas,2019-12-07-17-utahUtah,2019-12-07-17-utahCentral Arkansas,,,,,,,,
126,2019-12-28-14-marquette,"December 28, 2019","Fiserv Forum, Milwaukee, Wisconsin",CENTRAL-ARKANSAS,Central Arkansas,Home,MARQUETTE,Marquette,Central Arkansas,MARQUETTE,CENTRAL-ARKANSAS,Marquette,Central Arkansas,2019-12-28-14-marquetteMarquette,2019-12-28-14-marquetteCentral Arkansas,,,,,,,,
127,2020-01-02-20-houston-baptist,"January 2, 2020","Frank and Lucille Sharp Gymnasium, Houston, Texas",CENTRAL-ARKANSAS,Central Arkansas,Home,HOUSTON-BAPTIST,Houston Baptist,Central Arkansas,HOUSTON-BAPTIST,CENTRAL-ARKANSAS,Houston Baptist,Central Arkansas,2020-01-02-20-houston-baptistHouston Baptist,2020-01-02-20-houston-baptistCentral Arkansas,,,,,,,,
128,2020-01-08-20-new-orleans,"January 8, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",CENTRAL-ARKANSAS,Central Arkansas,Home,NEW-ORLEANS,New Orleans,Central Arkansas,NEW-ORLEANS,CENTRAL-ARKANSAS,New Orleans,Central Arkansas,2020-01-08-20-new-orleansNew Orleans,2020-01-08-20-new-orleansCentral Arkansas,,,,,,,,
129,2020-01-18-16-nicholls-state,"January 18, 2020","David Stopher Gymnasium, Thibodaux, Louisiana",CENTRAL-ARKANSAS,Central Arkansas,Home,NICHOLLS-STATE,Nicholls State,Central Arkansas,NICHOLLS-STATE,CENTRAL-ARKANSAS,Nicholls State,Central Arkansas,2020-01-18-16-nicholls-stateNicholls State,2020-01-18-16-nicholls-stateCentral Arkansas,,,,,,,,
