,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
278,2019-11-27-19-monmouth,"November 27, 2019","Multipurpose Activity Center, West Long Branch, New Jersey",NORFOLK-STATE,Norfolk State,Home,MONMOUTH,Monmouth,Monmouth,MONMOUTH,NORFOLK-STATE,Monmouth,Norfolk State,2019-11-27-19-monmouthMonmouth,2019-11-27-19-monmouthNorfolk State,,,,,,,,
279,2019-12-29-12-stony-brook,"December 29, 2019","Island Federal Credit Union, Stony Brook, New York",NORFOLK-STATE,Norfolk State,Home,STONY-BROOK,Stony Brook,Norfolk State,STONY-BROOK,NORFOLK-STATE,Stony Brook,Norfolk State,2019-12-29-12-stony-brookStony Brook,2019-12-29-12-stony-brookNorfolk State,,,,,,,,
280,2019-11-12-19-mississippi,"November 12, 2019","The Pavilion at Ole Miss, Oxford, Mississippi",NORFOLK-STATE,Norfolk State,Home,MISSISSIPPI,Ole Miss,Mississippi,MISSISSIPPI,NORFOLK-STATE,Mississippi,Norfolk State,2019-11-12-19-mississippiMississippi,2019-11-12-19-mississippiNorfolk State,,,,,,,,
281,2019-12-15-14-loyola-il,"December 15, 2019","Joseph J. Gentile Center, Chicago, Illinois",NORFOLK-STATE,Norfolk State,Home,LOYOLA-IL,Loyola (IL),Loyola (IL),LOYOLA-IL,NORFOLK-STATE,Loyola (IL),Norfolk State,2019-12-15-14-loyola-ilLoyola (IL),2019-12-15-14-loyola-ilNorfolk State,,,,,,,,
282,2020-02-24-19-bethune-cookman,"February 24, 2020","Moore Gymnasium, Daytona Beach, Florida",NORFOLK-STATE,Norfolk State,Home,BETHUNE-COOKMAN,Bethune-Cookman,Bethune-Cookman,BETHUNE-COOKMAN,NORFOLK-STATE,Bethune-Cookman,Norfolk State,2020-02-24-19-bethune-cookmanBethune-Cookman,2020-02-24-19-bethune-cookmanNorfolk State,,,,,,,,
283,2020-02-03-19-north-carolina-central,"February 3, 2020","McLendon-McDougald Gym, Durham, North Carolina",NORFOLK-STATE,Norfolk State,Home,NORTH-CAROLINA-CENTRAL,North Carolina Central,Norfolk State,NORTH-CAROLINA-CENTRAL,NORFOLK-STATE,North Carolina Central,Norfolk State,2020-02-03-19-north-carolina-centralNorth Carolina Central,2020-02-03-19-north-carolina-centralNorfolk State,,,,,,,,
284,2020-02-01-16-north-carolina-at,"February 1, 2020","Ellis Corbett Sports Center, Greensboro, North Carolina",NORFOLK-STATE,Norfolk State,Home,NORTH-CAROLINA-AT,North Carolina A&T,Norfolk State,NORTH-CAROLINA-AT,NORFOLK-STATE,North Carolina A&T,Norfolk State,2020-02-01-16-north-carolina-atNorth Carolina A&T,2020-02-01-16-north-carolina-atNorfolk State,,,,,,,,
285,2020-02-22-16-florida-am,"February 22, 2020","Al Lawson Center, Tallahassee, Florida",NORFOLK-STATE,Norfolk State,Home,FLORIDA-AM,Florida A&M,Florida A&M,FLORIDA-AM,NORFOLK-STATE,Florida A&M,Norfolk State,2020-02-22-16-florida-amFlorida A&M,2020-02-22-16-florida-amNorfolk State,,,,,,,,
286,2019-11-22-20-northwestern,"November 22, 2019","Welsh-Ryan Arena, Evanston, Illinois",NORFOLK-STATE,Norfolk State,Home,NORTHWESTERN,Northwestern,Norfolk State,NORTHWESTERN,NORFOLK-STATE,Northwestern,Norfolk State,2019-11-22-20-northwesternNorthwestern,2019-11-22-20-northwesternNorfolk State,,,,,,,,
287,2019-11-19-19-bradley,"November 19, 2019","Carver Arena, Peoria, Illinois",NORFOLK-STATE,Norfolk State,Home,BRADLEY,Bradley,Bradley,BRADLEY,NORFOLK-STATE,Bradley,Norfolk State,2019-11-19-19-bradleyBradley,2019-11-19-19-bradleyNorfolk State,,,,,,,,
288,2019-12-07-18-hampton,"December 7, 2019","Hampton Convocation Center, Hampton, Virginia",NORFOLK-STATE,Norfolk State,Home,HAMPTON,Hampton,Hampton,HAMPTON,NORFOLK-STATE,Hampton,Norfolk State,2019-12-07-18-hamptonHampton,2019-12-07-18-hamptonNorfolk State,,,,,,,,
289,2019-12-01-16-norfolk-state,"December 1, 2019","Echols Memorial Hall, Norfolk, Virginia",NORFOLK-STATE,Norfolk State,Away,NIAGARA,Niagara,Niagara,NIAGARA,NORFOLK-STATE,Niagara,Norfolk State,2019-12-01-16-norfolk-stateNiagara,2019-12-01-16-norfolk-stateNorfolk State,,,,,,,,
290,2019-12-04-20-southern-illinois,"December 4, 2019","The SIU Arena, Carbondale, Illinois",NORFOLK-STATE,Norfolk State,Home,SOUTHERN-ILLINOIS,Southern Illinois,Norfolk State,SOUTHERN-ILLINOIS,NORFOLK-STATE,Southern Illinois,Norfolk State,2019-12-04-20-southern-illinoisSouthern Illinois,2019-12-04-20-southern-illinoisNorfolk State,,,,,,,,
291,2019-12-30-19-drexel,"December 30, 2019","Daskalakis Athletic Center, Philadelphia, Pennsylvania",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,DREXEL,Drexel,Drexel,DREXEL,NORTH-CAROLINA-WILMINGTON,Drexel,UNC Wilmington,2019-12-30-19-drexelDrexel,2019-12-30-19-drexelUNC Wilmington,,,,,,,,
292,2020-03-07-16-drexel,"March 7, 2020","St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,DREXEL,Drexel,Drexel,DREXEL,NORTH-CAROLINA-WILMINGTON,Drexel,UNC Wilmington,2020-03-07-16-drexelDrexel,2020-03-07-16-drexelUNC Wilmington,,,,,,,,
293,2019-11-29-21-boise-state,"November 29, 2019","ExtraMile Arena, Boise, Idaho",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,BOISE-STATE,Boise State,Boise State,BOISE-STATE,NORTH-CAROLINA-WILMINGTON,Boise State,UNC Wilmington,2019-11-29-21-boise-stateBoise State,2019-11-29-21-boise-stateUNC Wilmington,,,,,,,,
294,2019-11-08-19-north-carolina-wilmington,"November 8, 2019","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,NORTH-CAROLINA,UNC,North Carolina,NORTH-CAROLINA,NORTH-CAROLINA-WILMINGTON,North Carolina,UNC Wilmington,2019-11-08-19-north-carolina-wilmingtonNorth Carolina,2019-11-08-19-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
295,2019-12-21-20-vanderbilt,"December 21, 2019","Memorial Gymnasium, Nashville, Tennessee",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,VANDERBILT,Vanderbilt,UNC Wilmington,VANDERBILT,NORTH-CAROLINA-WILMINGTON,Vanderbilt,UNC Wilmington,2019-12-21-20-vanderbiltVanderbilt,2019-12-21-20-vanderbiltUNC Wilmington,,,,,,,,
296,2020-01-09-19-william-mary,"January 9, 2020","Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,WILLIAM-MARY,William & Mary,UNC Wilmington,WILLIAM-MARY,NORTH-CAROLINA-WILMINGTON,William & Mary,UNC Wilmington,2020-01-09-19-william-maryWilliam & Mary,2020-01-09-19-william-maryUNC Wilmington,,,,,,,,
297,2020-02-13-19-northeastern,"February 13, 2020","Matthews Arena, Boston, Massachusetts",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,NORTHEASTERN,Northeastern,Northeastern,NORTHEASTERN,NORTH-CAROLINA-WILMINGTON,Northeastern,UNC Wilmington,2020-02-13-19-northeasternNortheastern,2020-02-13-19-northeasternUNC Wilmington,,,,,,,,
298,2019-12-01-16-stanford,"December 1, 2019","Maples Pavilion, Stanford, California",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,STANFORD,Stanford,UNC Wilmington,STANFORD,NORTH-CAROLINA-WILMINGTON,Stanford,UNC Wilmington,2019-12-01-16-stanfordStanford,2019-12-01-16-stanfordUNC Wilmington,,,,,,,,
299,2020-01-16-19-north-carolina-wilmington,"January 16, 2020","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,HOFSTRA,Hofstra,Hofstra,HOFSTRA,NORTH-CAROLINA-WILMINGTON,Hofstra,UNC Wilmington,2020-01-16-19-north-carolina-wilmingtonHofstra,2020-01-16-19-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
300,2020-02-15-16-hofstra,"February 15, 2020","Mack Sports Complex, Hempstead, New York",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,HOFSTRA,Hofstra,Hofstra,HOFSTRA,NORTH-CAROLINA-WILMINGTON,Hofstra,UNC Wilmington,2020-02-15-16-hofstraHofstra,2020-02-15-16-hofstraUNC Wilmington,,,,,,,,
301,2020-01-02-18-north-carolina-wilmington,"January 2, 2020","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,JAMES-MADISON,James Madison,James Madison,JAMES-MADISON,NORTH-CAROLINA-WILMINGTON,James Madison,UNC Wilmington,2020-01-02-18-north-carolina-wilmingtonJames Madison,2020-01-02-18-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
302,2020-02-01-16-james-madison,"February 1, 2020","JMU Convocation Center, Harrisonburg, Virginia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,JAMES-MADISON,James Madison,James Madison,JAMES-MADISON,NORTH-CAROLINA-WILMINGTON,James Madison,UNC Wilmington,2020-02-01-16-james-madisonJames Madison,2020-02-01-16-james-madisonUNC Wilmington,,,,,,,,
303,2019-12-07-14-north-carolina-wilmington,"December 7, 2019","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,CHARLOTTE,Charlotte,Charlotte,CHARLOTTE,NORTH-CAROLINA-WILMINGTON,Charlotte,UNC Wilmington,2019-12-07-14-north-carolina-wilmingtonCharlotte,2019-12-07-14-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
304,2019-12-16-19-north-carolina-wilmington,"December 16, 2019","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,MERCER,Mercer,Mercer,MERCER,NORTH-CAROLINA-WILMINGTON,Mercer,UNC Wilmington,2019-12-16-19-north-carolina-wilmingtonMercer,2019-12-16-19-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
305,2019-11-22-13-north-carolina-wilmington,"November 22, 2019","St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,CLEVELAND-STATE,Cleveland State,Cleveland State,CLEVELAND-STATE,NORTH-CAROLINA-WILMINGTON,Cleveland State,UNC Wilmington,2019-11-22-13-north-carolina-wilmingtonCleveland State,2019-11-22-13-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
306,2020-01-11-16-elon,"January 11, 2020","Schar Center, Elon, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,ELON,Elon,Elon,ELON,NORTH-CAROLINA-WILMINGTON,Elon,UNC Wilmington,2020-01-11-16-elonElon,2020-01-11-16-elonUNC Wilmington,,,,,,,,
307,2020-02-06-19-north-carolina-wilmington,"February 6, 2020","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,ELON,Elon,Elon,ELON,NORTH-CAROLINA-WILMINGTON,Elon,UNC Wilmington,2020-02-06-19-north-carolina-wilmingtonElon,2020-02-06-19-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
308,2019-12-28-19-delaware,"December 28, 2019","Bob Carpenter Center, Newark, Delaware",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,DELAWARE,Delaware,Delaware,DELAWARE,NORTH-CAROLINA-WILMINGTON,Delaware,UNC Wilmington,2019-12-28-19-delawareDelaware,2019-12-28-19-delawareUNC Wilmington,,,,,,,,
309,2020-02-29-19-north-carolina-wilmington,"February 29, 2020","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,DELAWARE,Delaware,Delaware,DELAWARE,NORTH-CAROLINA-WILMINGTON,Delaware,UNC Wilmington,2020-02-29-19-north-carolina-wilmingtonDelaware,2020-02-29-19-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
310,2019-11-16-19-davidson,"November 16, 2019","Belk Arena, Davidson, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,DAVIDSON,Davidson,UNC Wilmington,DAVIDSON,NORTH-CAROLINA-WILMINGTON,Davidson,UNC Wilmington,2019-11-16-19-davidsonDavidson,2019-11-16-19-davidsonUNC Wilmington,,,,,,,,
311,2020-01-04-19-north-carolina-wilmington,"January 4, 2020","Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Away,TOWSON,Towson,Towson,TOWSON,NORTH-CAROLINA-WILMINGTON,Towson,UNC Wilmington,2020-01-04-19-north-carolina-wilmingtonTowson,2020-01-04-19-north-carolina-wilmingtonUNC Wilmington,,,,,,,,
312,2020-01-30-19-towson,"January 30, 2020","SECU Arena, Towson, Maryland",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Home,TOWSON,Towson,Towson,TOWSON,NORTH-CAROLINA-WILMINGTON,Towson,UNC Wilmington,2020-01-30-19-towsonTowson,2020-01-30-19-towsonUNC Wilmington,,,,,,,,
313,2020-01-11-16-james-madison,"January 11, 2020","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,DREXEL,Drexel,Drexel,DREXEL,JAMES-MADISON,Drexel,James Madison,2020-01-11-16-james-madisonDrexel,2020-01-11-16-james-madisonJames Madison,,,,,,,,
314,2020-02-06-19-drexel,"February 6, 2020","Daskalakis Athletic Center, Philadelphia, Pennsylvania",JAMES-MADISON,James Madison,Home,DREXEL,Drexel,Drexel,DREXEL,JAMES-MADISON,Drexel,James Madison,2020-02-06-19-drexelDrexel,2020-02-06-19-drexelJames Madison,,,,,,,,
315,2020-01-23-19-william-mary,"January 23, 2020","Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",JAMES-MADISON,James Madison,Home,WILLIAM-MARY,William & Mary,James Madison,WILLIAM-MARY,JAMES-MADISON,William & Mary,James Madison,2020-01-23-19-william-maryWilliam & Mary,2020-01-23-19-william-maryJames Madison,,,,,,,,
316,2020-02-22-16-james-madison,"February 22, 2020","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,WILLIAM-MARY,William & Mary,James Madison,WILLIAM-MARY,JAMES-MADISON,William & Mary,James Madison,2020-02-22-16-james-madisonWilliam & Mary,2020-02-22-16-james-madisonJames Madison,,,,,,,,
317,2019-11-16-19-george-mason,"November 16, 2019","EagleBank Arena, Fairfax, Virginia",JAMES-MADISON,James Madison,Home,GEORGE-MASON,George Mason,George Mason,GEORGE-MASON,JAMES-MADISON,George Mason,James Madison,2019-11-16-19-george-masonGeorge Mason,2019-11-16-19-george-masonJames Madison,,,,,,,,
318,2019-11-10-18-virginia,"November 10, 2019","John Paul Jones Arena, Charlottesville, Virginia",JAMES-MADISON,James Madison,Home,VIRGINIA,Virginia,James Madison,VIRGINIA,JAMES-MADISON,Virginia,James Madison,2019-11-10-18-virginiaVirginia,2019-11-10-18-virginiaJames Madison,,,,,,,,
319,2019-12-30-19-james-madison,"December 30, 2019","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,NORTHEASTERN,Northeastern,James Madison,NORTHEASTERN,JAMES-MADISON,Northeastern,James Madison,2019-12-30-19-james-madisonNortheastern,2019-12-30-19-james-madisonJames Madison,,,,,,,,
320,2020-02-27-20-northeastern,"February 27, 2020","Matthews Arena, Boston, Massachusetts",JAMES-MADISON,James Madison,Home,NORTHEASTERN,Northeastern,James Madison,NORTHEASTERN,JAMES-MADISON,Northeastern,James Madison,2020-02-27-20-northeasternNortheastern,2020-02-27-20-northeasternJames Madison,,,,,,,,
321,2019-12-28-16-james-madison,"December 28, 2019","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,HOFSTRA,Hofstra,Hofstra,HOFSTRA,JAMES-MADISON,Hofstra,James Madison,2019-12-28-16-james-madisonHofstra,2019-12-28-16-james-madisonJames Madison,,,,,,,,
322,2020-02-29-16-hofstra,"February 29, 2020","Mack Sports Complex, Hempstead, New York",JAMES-MADISON,James Madison,Home,HOFSTRA,Hofstra,Hofstra,HOFSTRA,JAMES-MADISON,Hofstra,James Madison,2020-02-29-16-hofstraHofstra,2020-02-29-16-hofstraJames Madison,,,,,,,,
323,2019-12-04-19-radford,"December 4, 2019","Donald N. Dedmon Center, Radford, Virginia",JAMES-MADISON,James Madison,Home,RADFORD,Radford,James Madison,RADFORD,JAMES-MADISON,Radford,James Madison,2019-12-04-19-radfordRadford,2019-12-04-19-radfordJames Madison,,,,,,,,
324,2020-01-04-16-college-of-charleston,"January 4, 2020","TD Arena, Charleston, South Carolina",JAMES-MADISON,James Madison,Home,COLLEGE-OF-CHARLESTON,College of Charleston,College of Charleston,COLLEGE-OF-CHARLESTON,JAMES-MADISON,College of Charleston,James Madison,2020-01-04-16-college-of-charlestonCollege of Charleston,2020-01-04-16-college-of-charlestonJames Madison,,,,,,,,
325,2020-01-30-18-james-madison,"January 30, 2020","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,COLLEGE-OF-CHARLESTON,College of Charleston,College of Charleston,COLLEGE-OF-CHARLESTON,JAMES-MADISON,College of Charleston,James Madison,2020-01-30-18-james-madisonCollege of Charleston,2020-01-30-18-james-madisonJames Madison,,,,,,,,
326,2020-01-25-16-elon,"January 25, 2020","Schar Center, Elon, North Carolina",JAMES-MADISON,James Madison,Home,ELON,Elon,Elon,ELON,JAMES-MADISON,Elon,James Madison,2020-01-25-16-elonElon,2020-01-25-16-elonJames Madison,,,,,,,,
327,2020-02-20-19-james-madison,"February 20, 2020","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,ELON,Elon,Elon,ELON,JAMES-MADISON,Elon,James Madison,2020-02-20-19-james-madisonElon,2020-02-20-19-james-madisonJames Madison,,,,,,,,
328,2020-03-07-18-elon,"March 7, 2020","St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",JAMES-MADISON,James Madison,Home,ELON,Elon,Elon,ELON,JAMES-MADISON,Elon,James Madison,2020-03-07-18-elonElon,2020-03-07-18-elonJames Madison,,,,,,,,
329,2020-01-09-19-james-madison,"January 9, 2020","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,DELAWARE,Delaware,Delaware,DELAWARE,JAMES-MADISON,Delaware,James Madison,2020-01-09-19-james-madisonDelaware,2020-01-09-19-james-madisonJames Madison,,,,,,,,
330,2020-02-08-14-delaware,"February 8, 2020","Bob Carpenter Center, Newark, Delaware",JAMES-MADISON,James Madison,Home,DELAWARE,Delaware,Delaware,DELAWARE,JAMES-MADISON,Delaware,James Madison,2020-02-08-14-delawareDelaware,2020-02-08-14-delawareJames Madison,,,,,,,,
331,2019-11-26-19-james-madison,"November 26, 2019","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,COPPIN-STATE,Coppin State,Coppin State,COPPIN-STATE,JAMES-MADISON,Coppin State,James Madison,2019-11-26-19-james-madisonCoppin State,2019-11-26-19-james-madisonJames Madison,,,,,,,,
332,2020-01-18-14-towson,"January 18, 2020","SECU Arena, Towson, Maryland",JAMES-MADISON,James Madison,Home,TOWSON,Towson,James Madison,TOWSON,JAMES-MADISON,Towson,James Madison,2020-01-18-14-towsonTowson,2020-01-18-14-towsonJames Madison,,,,,,,,
333,2020-02-15-20-james-madison,"February 15, 2020","JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,Away,TOWSON,Towson,James Madison,TOWSON,JAMES-MADISON,Towson,James Madison,2020-02-15-20-james-madisonTowson,2020-02-15-20-james-madisonJames Madison,,,,,,,,
334,2020-01-16-19-drexel,"January 16, 2020","Daskalakis Athletic Center, Philadelphia, Pennsylvania",ELON,Elon,Home,DREXEL,Drexel,Drexel,DREXEL,ELON,Drexel,Elon,2020-01-16-19-drexelDrexel,2020-01-16-19-drexelElon,,,,,,,,
335,2019-11-20-20-north-carolina,"November 20, 2019","Dean Smith Center, Chapel Hill, North Carolina",ELON,Elon,Home,NORTH-CAROLINA,UNC,Elon,NORTH-CAROLINA,ELON,North Carolina,Elon,2019-11-20-20-north-carolinaNorth Carolina,2019-11-20-20-north-carolinaElon,,,,,,,,
336,2019-11-23-16-elon,"November 23, 2019","Schar Center, Elon, North Carolina",ELON,Elon,Away,MANHATTAN,Manhattan,Elon,MANHATTAN,ELON,Manhattan,Elon,2019-11-23-16-elonManhattan,2019-11-23-16-elonElon,,,,,,,,
337,2019-12-30-19-elon,"December 30, 2019","Schar Center, Elon, North Carolina",ELON,Elon,Away,WILLIAM-MARY,William & Mary,Elon,WILLIAM-MARY,ELON,William & Mary,Elon,2019-12-30-19-elonWilliam & Mary,2019-12-30-19-elonElon,,,,,,,,
338,2020-02-29-16-william-mary,"February 29, 2020","Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",ELON,Elon,Home,WILLIAM-MARY,William & Mary,Elon,WILLIAM-MARY,ELON,William & Mary,Elon,2020-02-29-16-william-maryWilliam & Mary,2020-02-29-16-william-maryElon,,,,,,,,
339,2019-11-15-19-michigan,"November 15, 2019","Crisler Arena, Ann Arbor, Michigan",ELON,Elon,Home,MICHIGAN,Michigan,Elon,MICHIGAN,ELON,Michigan,Elon,2019-11-15-19-michiganMichigan,2019-11-15-19-michiganElon,,,,,,,,
340,2019-11-28-12-elon,"November 28, 2019","Schar Center, Elon, North Carolina",ELON,Elon,Away,TEXAS-ARLINGTON,Texas-Arlington,Elon,TEXAS-ARLINGTON,ELON,UT Arlington,Elon,2019-11-28-12-elonUT Arlington,2019-11-28-12-elonElon,,,,,,,,
341,2019-11-11-19-georgia-tech,"November 11, 2019","McCamish Pavilion, Atlanta, Georgia",ELON,Elon,Home,GEORGIA-TECH,Georgia Tech,Elon,GEORGIA-TECH,ELON,Georgia Tech,Elon,2019-11-11-19-georgia-techGeorgia Tech,2019-11-11-19-georgia-techElon,,,,,,,,
342,2020-01-02-19-northeastern,"January 2, 2020","Matthews Arena, Boston, Massachusetts",ELON,Elon,Home,NORTHEASTERN,Northeastern,Elon,NORTHEASTERN,ELON,Northeastern,Elon,2020-01-02-19-northeasternNortheastern,2020-01-02-19-northeasternElon,,,,,,,,
343,2020-03-09-20-northeastern,"March 9, 2020","St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",ELON,Elon,Home,NORTHEASTERN,Northeastern,Elon,NORTHEASTERN,ELON,Northeastern,Elon,2020-03-09-20-northeasternNortheastern,2020-03-09-20-northeasternElon,,,,,,,,
344,2020-01-04-16-hofstra,"January 4, 2020","Mack Sports Complex, Hempstead, New York",ELON,Elon,Home,HOFSTRA,Hofstra,Elon,HOFSTRA,ELON,Hofstra,Elon,2020-01-04-16-hofstraHofstra,2020-01-04-16-hofstraElon,,,,,,,,
345,2020-01-30-19-elon,"January 30, 2020","Schar Center, Elon, North Carolina",ELON,Elon,Away,HOFSTRA,Hofstra,Elon,HOFSTRA,ELON,Hofstra,Elon,2020-01-30-19-elonHofstra,2020-01-30-19-elonElon,,,,,,,,
346,2019-12-17-19-campbell,"December 17, 2019","John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",ELON,Elon,Home,CAMPBELL,Campbell,Campbell,CAMPBELL,ELON,Campbell,Elon,2019-12-17-19-campbellCampbell,2019-12-17-19-campbellElon,,,,,,,,
347,2019-12-21-14-winthrop,"December 21, 2019","Winthrop Coliseum, Rock Hill, South Carolina",ELON,Elon,Home,WINTHROP,Winthrop,Elon,WINTHROP,ELON,Winthrop,Elon,2019-12-21-14-winthropWinthrop,2019-12-21-14-winthropElon,,,,,,,,
348,2019-12-05-19-high-point,"December 5, 2019","Millis Center, High Point, North Carolina",ELON,Elon,Home,HIGH-POINT,High Point,Elon,HIGH-POINT,ELON,High Point,Elon,2019-12-05-19-high-pointHigh Point,2019-12-05-19-high-pointElon,,,,,,,,
349,2019-11-26-19-elon,"November 26, 2019","Schar Center, Elon, North Carolina",ELON,Elon,Away,FURMAN,Furman,Elon,FURMAN,ELON,Furman,Elon,2019-11-26-19-elonFurman,2019-11-26-19-elonElon,,,,,,,,
350,2020-01-09-19-elon,"January 9, 2020","Schar Center, Elon, North Carolina",ELON,Elon,Away,COLLEGE-OF-CHARLESTON,College of Charleston,College of Charleston,COLLEGE-OF-CHARLESTON,ELON,College of Charleston,Elon,2020-01-09-19-elonCollege of Charleston,2020-01-09-19-elonElon,,,,,,,,
351,2020-01-18-14-delaware,"January 18, 2020","Bob Carpenter Center, Newark, Delaware",ELON,Elon,Home,DELAWARE,Delaware,Delaware,DELAWARE,ELON,Delaware,Elon,2020-01-18-14-delawareDelaware,2020-01-18-14-delawareElon,,,,,,,,
352,2020-02-13-19-elon,"February 13, 2020","Schar Center, Elon, North Carolina",ELON,Elon,Away,DELAWARE,Delaware,Delaware,DELAWARE,ELON,Delaware,Elon,2020-02-13-19-elonDelaware,2020-02-13-19-elonElon,,,,,,,,
353,2020-01-23-19-elon,"January 23, 2020","Schar Center, Elon, North Carolina",ELON,Elon,Away,TOWSON,Towson,Elon,TOWSON,ELON,Towson,Elon,2020-01-23-19-elonTowson,2020-01-23-19-elonElon,,,,,,,,
354,2020-02-22-14-towson,"February 22, 2020","SECU Arena, Towson, Maryland",ELON,Elon,Home,TOWSON,Towson,Elon,TOWSON,ELON,Towson,Elon,2020-02-22-14-towsonTowson,2020-02-22-14-towsonElon,,,,,,,,
355,2020-01-18-14-drexel,"January 18, 2020","Daskalakis Athletic Center, Philadelphia, Pennsylvania",WILLIAM-MARY,William & Mary,Home,DREXEL,Drexel,Drexel,DREXEL,WILLIAM-MARY,Drexel,William & Mary,2020-01-18-14-drexelDrexel,2020-01-18-14-drexelWilliam & Mary,,,,,,,,
356,2019-11-30-14-buffalo,"November 30, 2019","Alumni Arena, Buffalo, New York",WILLIAM-MARY,William & Mary,Home,BUFFALO,Buffalo,Buffalo,BUFFALO,WILLIAM-MARY,Buffalo,William & Mary,2019-11-30-14-buffaloBuffalo,2019-11-30-14-buffaloWilliam & Mary,,,,,,,,
357,2019-12-22-13-saint-francis-pa,"December 22, 2019","St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",WILLIAM-MARY,William & Mary,Home,SAINT-FRANCIS-PA,Saint Francis (PA),Saint Francis (PA),SAINT-FRANCIS-PA,WILLIAM-MARY,Saint Francis (PA),William & Mary,2019-12-22-13-saint-francis-paSaint Francis (PA),2019-12-22-13-saint-francis-paWilliam & Mary,,,,,,,,
358,2019-12-19-19-saint-josephs,"December 19, 2019","Hagan Arena, Philadelphia, Pennsylvania",WILLIAM-MARY,William & Mary,Home,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,SAINT-JOSEPHS,WILLIAM-MARY,Saint Joseph's,William & Mary,2019-12-19-19-saint-josephsSaint Joseph's,2019-12-19-19-saint-josephsWilliam & Mary,,,,,,,,
359,2019-11-21-22-stanford,"November 21, 2019","Maples Pavilion, Stanford, California",WILLIAM-MARY,William & Mary,Home,STANFORD,Stanford,William & Mary,STANFORD,WILLIAM-MARY,Stanford,William & Mary,2019-11-21-22-stanfordStanford,2019-11-21-22-stanfordWilliam & Mary,,,,,,,,
