awayindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2020-02-12-19-east-tennessee-stateThe Citadel,2020-02-12-19-east-tennessee-state,"February 12, 2020","Freedom Hall Civic Center, Johnson City, Tennessee",CITADEL,Citadel,Home,EAST-TENNESSEE-STATE,ETSU,The Citadel,EAST-TENNESSEE-STATE,CITADEL,East Tennessee State,The Citadel,2020-02-12-19-east-tennessee-stateEast Tennessee State,2020-02-12-19-east-tennessee-stateThe Citadel,,,,,0.5151729004940014,0.4810441267868241,0.514745308310992,0.2608695652173913
2019-11-12-19-georgiaThe Citadel,2019-11-12-19-georgia,"November 12, 2019","Stegeman Coliseum, Athens, Georgia",CITADEL,Citadel,Home,GEORGIA,Georgia,The Citadel,GEORGIA,CITADEL,Georgia,The Citadel,2019-11-12-19-georgiaGeorgia,2019-11-12-19-georgiaThe Citadel,,,,,0.6176470588235294,0.3898305084745763,0.6637931034482759,0.0
2019-11-16-13-citadelThe Citadel,2019-11-16-13-citadel,"November 16, 2019","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,CAMPBELL,Campbell,The Citadel,CAMPBELL,CITADEL,Campbell,The Citadel,2019-11-16-13-citadelCampbell,2019-11-16-13-citadelThe Citadel,,,,,0.6116071428571429,0.4696969696969697,0.5769230769230769,0.0
2019-11-09-12-citadelThe Citadel,2019-11-09-12-citadel,"November 9, 2019","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,The Citadel,NORTH-CAROLINA-ASHEVILLE,CITADEL,UNC Asheville,The Citadel,2019-11-09-12-citadelUNC Asheville,2019-11-09-12-citadelThe Citadel,,,,,,,,
2020-01-04-13-citadelThe Citadel,2020-01-04-13-citadel,"January 4, 2020","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,WESTERN-CAROLINA,Western Carolina,The Citadel,WESTERN-CAROLINA,CITADEL,Western Carolina,The Citadel,2020-01-04-13-citadelWestern Carolina,2020-01-04-13-citadelThe Citadel,,,,,0.5331010452961672,0.4984193888303478,0.4959584295612009,0.4615384615384616
2020-02-22-19-western-carolinaThe Citadel,2020-02-22-19-western-carolina,"February 22, 2020","Ramsey Center, Cullowhee, North Carolina",CITADEL,Citadel,Home,WESTERN-CAROLINA,Western Carolina,The Citadel,WESTERN-CAROLINA,CITADEL,Western Carolina,The Citadel,2020-02-22-19-western-carolinaWestern Carolina,2020-02-22-19-western-carolinaThe Citadel,,,,,0.5128768844221105,0.4707520891364903,0.5228894173602854,0.2307692307692308
2020-01-25-13-citadelThe Citadel,2020-01-25-13-citadel,"January 25, 2020","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,FURMAN,Furman,The Citadel,FURMAN,CITADEL,Furman,The Citadel,2020-01-25-13-citadelFurman,2020-01-25-13-citadelThe Citadel,,,,,0.5214776632302406,0.4889228418640184,0.5016764459346186,0.3333333333333333
2020-02-29-16-furmanThe Citadel,2020-02-29-16-furman,"February 29, 2020","Timmons Arena, Greenville, South Carolina",CITADEL,Citadel,Home,FURMAN,Furman,The Citadel,FURMAN,CITADEL,Furman,The Citadel,2020-02-29-16-furmanFurman,2020-02-29-16-furmanThe Citadel,,,,,0.5110916520723876,0.4657393096342092,0.5225274725274726,0.21428571428571427
2020-02-01-16-mercerThe Citadel,2020-02-01-16-mercer,"February 1, 2020","Hawkins Arena, Macon, Georgia",CITADEL,Citadel,Home,MERCER,Mercer,The Citadel,MERCER,CITADEL,Mercer,The Citadel,2020-02-01-16-mercerMercer,2020-02-01-16-mercerThe Citadel,,,,,0.5114443567482242,0.4864300626304802,0.5076103500761036,0.3
2020-02-26-19-citadelThe Citadel,2020-02-26-19-citadel,"February 26, 2020","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,MERCER,Mercer,The Citadel,MERCER,CITADEL,Mercer,The Citadel,2020-02-26-19-citadelMercer,2020-02-26-19-citadelThe Citadel,,,,,0.5157384987893463,0.4698600645855759,0.5245854774156661,0.2222222222222222
2020-01-11-19-woffordThe Citadel,2020-01-11-19-wofford,"January 11, 2020","Richardson Indoor Stadium, Spartanburg, South Carolina",CITADEL,Citadel,Home,WOFFORD,Wofford,The Citadel,WOFFORD,CITADEL,Wofford,The Citadel,2020-01-11-19-woffordWofford,2020-01-11-19-woffordThe Citadel,,,,,0.534983853606028,0.4960861056751468,0.5021551724137931,0.42857142857142855
2020-01-29-19-citadelThe Citadel,2020-01-29-19-citadel,"January 29, 2020","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,WOFFORD,Wofford,The Citadel,WOFFORD,CITADEL,Wofford,The Citadel,2020-01-29-19-citadelWofford,2020-01-29-19-citadelThe Citadel,,,,,0.5169281585466556,0.4901818181818182,0.5019904458598726,0.3157894736842105
2020-03-06-19-woffordThe Citadel,2020-03-06-19-wofford,"March 6, 2020","U.S. Cellular Center, Asheville, North Carolina",CITADEL,Citadel,Home,WOFFORD,Wofford,The Citadel,WOFFORD,CITADEL,Wofford,The Citadel,2020-03-06-19-woffordWofford,2020-03-06-19-woffordThe Citadel,,,,,0.5107709750566893,0.4666334661354581,0.5227995758218452,0.206896551724138
2019-11-20-21-illinoisThe Citadel,2019-11-20-21-illinois,"November 20, 2019","State Farm Center, Champaign, Illinois",CITADEL,Citadel,Home,ILLINOIS,Illinois,The Citadel,ILLINOIS,CITADEL,Illinois,The Citadel,2019-11-20-21-illinoisIllinois,2019-11-20-21-illinoisThe Citadel,,,,,0.5570175438596491,0.4847328244274809,0.5629921259842521,0.25
2020-01-01-15-samfordThe Citadel,2020-01-01-15-samford,"January 1, 2020","Pete Hanna Center, Birmingham, Alabama",CITADEL,Citadel,Home,SAMFORD,Samford,The Citadel,SAMFORD,CITADEL,Samford,The Citadel,2020-01-01-15-samfordSamford,2020-01-01-15-samfordThe Citadel,,,,,0.5388471177944862,0.5,0.4969021065675341,0.5
2020-02-15-13-citadelThe Citadel,2020-02-15-13-citadel,"February 15, 2020","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,SAMFORD,Samford,The Citadel,SAMFORD,CITADEL,Samford,The Citadel,2020-02-15-13-citadelSamford,2020-02-15-13-citadelThe Citadel,,,,,0.5177353342428377,0.4759615384615384,0.5190077319587629,0.25
2020-01-18-13-virginia-military-instituteThe Citadel,2020-01-18-13-virginia-military-institute,"January 18, 2020","Cameron Hall, Lexington, Virginia",CITADEL,Citadel,Home,VIRGINIA-MILITARY-INSTITUTE,VMI,The Citadel,VIRGINIA-MILITARY-INSTITUTE,CITADEL,VMI,The Citadel,2020-01-18-13-virginia-military-instituteVMI,2020-01-18-13-virginia-military-instituteThe Citadel,,,,,0.5301724137931034,0.4982905982905983,0.497164461247637,0.375
2020-02-08-13-citadelThe Citadel,2020-02-08-13-citadel,"February 8, 2020","McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,Away,VIRGINIA-MILITARY-INSTITUTE,VMI,The Citadel,VIRGINIA-MILITARY-INSTITUTE,CITADEL,VMI,The Citadel,2020-02-08-13-citadelVMI,2020-02-08-13-citadelThe Citadel,,,,,0.5172161172161173,0.4825129533678757,0.5122036262203626,0.2727272727272727
2020-02-29-16-chattanoogaUNC Greensboro,2020-02-29-16-chattanooga,"February 29, 2020","The McKenzie Arena, Chattanooga, Tennessee",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Home,CHATTANOOGA,Chattanooga,UNC Greensboro,CHATTANOOGA,NORTH-CAROLINA-GREENSBORO,Chattanooga,UNC Greensboro,2020-02-29-16-chattanoogaChattanooga,2020-02-29-16-chattanoogaUNC Greensboro,,,,,0.5015739769150053,0.527047913446677,0.4863459037711314,0.7666666666666667
2020-03-07-20-north-carolina-greensboroUNC Greensboro,2020-03-07-20-north-carolina-greensboro,"March 7, 2020","U.S. Cellular Center, Asheville, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Away,CHATTANOOGA,Chattanooga,UNC Greensboro,CHATTANOOGA,NORTH-CAROLINA-GREENSBORO,Chattanooga,UNC Greensboro,2020-03-07-20-north-carolina-greensboroChattanooga,2020-03-07-20-north-carolina-greensboroUNC Greensboro,,,,,0.5025406504065041,0.526736631684158,0.4896551724137931,0.7419354838709677
2019-12-15-15-north-carolina-greensboroUNC Greensboro,2019-12-15-15-north-carolina-greensboro,"December 15, 2019","Greensboro Coliseum, Greensboro, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Away,NORTH-CAROLINA-STATE,NC State,UNC Greensboro,NORTH-CAROLINA-STATE,NORTH-CAROLINA-GREENSBORO,NC State,UNC Greensboro,2019-12-15-15-north-carolina-greensboroNC State,2019-12-15-15-north-carolina-greensboroUNC Greensboro,,,,,0.5,0.5190258751902588,0.442,0.8
2019-11-16-18-north-carolina-greensboroUNC Greensboro,2019-11-16-18-north-carolina-greensboro,"November 16, 2019","Greensboro Coliseum, Greensboro, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Away,MONTANA-STATE,Montana State,UNC Greensboro,MONTANA-STATE,NORTH-CAROLINA-GREENSBORO,Montana State,UNC Greensboro,2019-11-16-18-north-carolina-greensboroMontana State,2019-11-16-18-north-carolina-greensboroUNC Greensboro,,,,,0.5483870967741935,0.5401459854014599,0.4033018867924528,0.75
2020-01-08-19-north-carolina-greensboroUNC Greensboro,2020-01-08-19-north-carolina-greensboro,"January 8, 2020","Greensboro Coliseum, Greensboro, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Away,EAST-TENNESSEE-STATE,ETSU,UNC Greensboro,EAST-TENNESSEE-STATE,NORTH-CAROLINA-GREENSBORO,East Tennessee State,UNC Greensboro,2020-01-08-19-north-carolina-greensboroEast Tennessee State,2020-01-08-19-north-carolina-greensboroUNC Greensboro,,,,,0.5034756703078451,0.5310077519379846,0.4704402515723271,0.75
2020-02-01-16-east-tennessee-stateUNC Greensboro,2020-02-01-16-east-tennessee-state,"February 1, 2020","Freedom Hall Civic Center, Johnson City, Tennessee",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Home,EAST-TENNESSEE-STATE,ETSU,UNC Greensboro,EAST-TENNESSEE-STATE,NORTH-CAROLINA-GREENSBORO,East Tennessee State,UNC Greensboro,2020-02-01-16-east-tennessee-stateEast Tennessee State,2020-02-01-16-east-tennessee-stateUNC Greensboro,,,,,0.5,0.5263157894736842,0.4747474747474748,0.7727272727272727
2019-11-08-21-kansasUNC Greensboro,2019-11-08-21-kansas,"November 8, 2019","Allen Fieldhouse, Lawrence, Kansas",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Home,KANSAS,Kansas,UNC Greensboro,KANSAS,NORTH-CAROLINA-GREENSBORO,Kansas,UNC Greensboro,2019-11-08-21-kansasKansas,2019-11-08-21-kansasUNC Greensboro,,,,,0.5158730158730159,0.5555555555555556,0.3695652173913043,1.0
2020-02-26-19-north-carolina-greensboroUNC Greensboro,2020-02-26-19-north-carolina-greensboro,"February 26, 2020","Greensboro Coliseum, Greensboro, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Away,FURMAN,Furman,UNC Greensboro,FURMAN,NORTH-CAROLINA-GREENSBORO,Furman,UNC Greensboro,2020-02-26-19-north-carolina-greensboroFurman,2020-02-26-19-north-carolina-greensboroUNC Greensboro,,,,,0.49973031283710906,0.5277044854881267,0.4821548821548822,0.7931034482758621
2020-01-04-19-woffordUNC Greensboro,2020-01-04-19-wofford,"January 4, 2020","Richardson Indoor Stadium, Spartanburg, South Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Home,WOFFORD,Wofford,UNC Greensboro,WOFFORD,NORTH-CAROLINA-GREENSBORO,Wofford,UNC Greensboro,2020-01-04-19-woffordWofford,2020-01-04-19-woffordUNC Greensboro,,,,,0.5059203444564048,0.5328467153284672,0.4564032697547684,0.8
2019-11-27-22-california-baptistCalifornia Baptist,2019-11-27-22-california-baptist,"November 27, 2019","CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,Away,SOUTH-DAKOTA,South Dakota,California Baptist,SOUTH-DAKOTA,CALIFORNIA-BAPTIST,South Dakota,California Baptist,2019-11-27-22-california-baptistSouth Dakota,2019-11-27-22-california-baptistCalifornia Baptist,,,,,0.5192307692307693,0.518957345971564,0.478494623655914,0.5
2019-11-23-22-california-baptistCalifornia Baptist,2019-11-23-22-california-baptist,"November 23, 2019","CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,Away,GEORGIA-STATE,Georgia State,California Baptist,GEORGIA-STATE,CALIFORNIA-BAPTIST,Georgia State,California Baptist,2019-11-23-22-california-baptistGeorgia State,2019-11-23-22-california-baptistCalifornia Baptist,,,,,0.5323624595469255,0.5131964809384164,0.4950331125827814,0.6
2020-02-08-22-california-baptistCalifornia Baptist,2020-02-08-22-california-baptist,"February 8, 2020","CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,Away,GRAND-CANYON,Grand Canyon,California Baptist,GRAND-CANYON,CALIFORNIA-BAPTIST,Grand Canyon,California Baptist,2020-02-08-22-california-baptistGrand Canyon,2020-02-08-22-california-baptistCalifornia Baptist,,,,,0.5221656976744186,0.5473554735547356,0.4579537491240364,0.7391304347826086
2020-01-04-22-california-baptistCalifornia Baptist,2020-01-04-22-california-baptist,"January 4, 2020","CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,Away,NEW-MEXICO-STATE,New Mexico State,California Baptist,NEW-MEXICO-STATE,CALIFORNIA-BAPTIST,New Mexico State,California Baptist,2020-01-04-22-california-baptistNew Mexico State,2020-01-04-22-california-baptistCalifornia Baptist,,,,,0.5389150943396226,0.5507968127490039,0.4571106094808127,0.7142857142857143
2020-03-05-21-new-mexico-stateCalifornia Baptist,2020-03-05-21-new-mexico-state,"March 5, 2020","Pan American Center, Las Cruces, New Mexico",CALIFORNIA-BAPTIST,California Baptist,Home,NEW-MEXICO-STATE,New Mexico State,California Baptist,NEW-MEXICO-STATE,CALIFORNIA-BAPTIST,New Mexico State,California Baptist,2020-03-05-21-new-mexico-stateNew Mexico State,2020-03-05-21-new-mexico-stateCalifornia Baptist,,,,,0.5320182961692396,0.5563835072031793,0.4655561829474873,0.7241379310344828
2020-03-07-20-texas-pan-americanCalifornia Baptist,2020-03-07-20-texas-pan-american,"March 7, 2020","UTRGV Fieldhouse, Edinburg, Texas",CALIFORNIA-BAPTIST,California Baptist,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,California Baptist,TEXAS-PAN-AMERICAN,CALIFORNIA-BAPTIST,Texas-Rio Grande Valley,California Baptist,2020-03-07-20-texas-pan-americanTexas-Rio Grande Valley,2020-03-07-20-texas-pan-americanCalifornia Baptist,,,,,0.5266518600777346,0.5525554484088717,0.4698960043787629,0.7
2020-01-25-22-california-baptistCalifornia Baptist,2020-01-25-22-california-baptist,"January 25, 2020","CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,Away,MISSOURI-KANSAS-CITY,UMKC,California Baptist,MISSOURI-KANSAS-CITY,CALIFORNIA-BAPTIST,Kansas City,California Baptist,2020-01-25-22-california-baptistKansas City,2020-01-25-22-california-baptistCalifornia Baptist,,,,,0.5388986013986014,0.5523168908819133,0.4569397993311037,0.7368421052631579
2020-02-19-20-missouri-kansas-cityCalifornia Baptist,2020-02-19-20-missouri-kansas-city,"February 19, 2020","Swinney Recreation Center, Kansas City, Missouri",CALIFORNIA-BAPTIST,California Baptist,Home,MISSOURI-KANSAS-CITY,UMKC,California Baptist,MISSOURI-KANSAS-CITY,CALIFORNIA-BAPTIST,Kansas City,California Baptist,2020-02-19-20-missouri-kansas-cityKansas City,2020-02-19-20-missouri-kansas-cityCalifornia Baptist,,,,,0.5317250495703899,0.5564971751412429,0.4601941747572815,0.72
2019-11-12-20-texasCalifornia Baptist,2019-11-12-20-texas,"November 12, 2019","Frank Erwin Center, Austin, Texas",CALIFORNIA-BAPTIST,California Baptist,Home,TEXAS,Texas,California Baptist,TEXAS,CALIFORNIA-BAPTIST,Texas,California Baptist,2019-11-12-20-texasTexas,2019-11-12-20-texasCalifornia Baptist,,,,,0.6475409836065574,0.6041666666666666,0.3983739837398374,1.0
2019-11-15-22-californiaCalifornia Baptist,2019-11-15-22-california,"November 15, 2019","Haas Pavilion, Berkeley, California",CALIFORNIA-BAPTIST,California Baptist,Home,CALIFORNIA,California,California Baptist,CALIFORNIA,CALIFORNIA-BAPTIST,California,California Baptist,2019-11-15-22-californiaCalifornia,2019-11-15-22-californiaCalifornia Baptist,,,,,0.5722222222222222,0.5545023696682464,0.4262295081967213,0.6666666666666666
2019-11-10-22-hawaiiHawaii,2019-11-10-22-hawaii,"November 10, 2019","Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,Away,SOUTH-DAKOTA,South Dakota,Hawaii,SOUTH-DAKOTA,HAWAII,South Dakota,Hawaii,2019-11-10-22-hawaiiSouth Dakota,2019-11-10-22-hawaiiHawaii,,,,,0.4098360655737705,0.5584415584415584,0.319672131147541,1.0
2019-12-07-19-oregonHawaii,2019-12-07-19-oregon,"December 7, 2019","Matthew Knight Arena, Eugene, Oregon",HAWAII,Hawaii,Home,OREGON,Oregon,Hawaii,OREGON,HAWAII,Oregon,Hawaii,2019-12-07-19-oregonOregon,2019-12-07-19-oregonHawaii,,,,,0.5294117647058824,0.4939024390243902,0.44432773109243695,0.75
2019-12-23-23-hawaiiHawaii,2019-12-23-23-hawaii,"December 23, 2019","Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,Away,WASHINGTON,Washington,Hawaii,WASHINGTON,HAWAII,Washington,Hawaii,2019-12-23-23-hawaiiWashington,2019-12-23-23-hawaiiHawaii,,,,,0.5340909090909091,0.5067064083457526,0.4673252279635258,0.7272727272727273
2019-12-25-18-hawaiiHawaii,2019-12-25-18-hawaii,"December 25, 2019","Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,Away,GEORGIA-TECH,Georgia Tech,Hawaii,GEORGIA-TECH,HAWAII,Georgia Tech,Hawaii,2019-12-25-18-hawaiiGeorgia Tech,2019-12-25-18-hawaiiHawaii,,,,,0.513768115942029,0.5046604527296937,0.4690140845070422,0.6666666666666666
2020-01-11-22-california-irvineHawaii,2020-01-11-22-california-irvine,"January 11, 2020","Bren Events Center, Irvine, California",HAWAII,Hawaii,Home,CALIFORNIA-IRVINE,UC-Irvine,Hawaii,CALIFORNIA-IRVINE,HAWAII,UC Irvine,Hawaii,2020-01-11-22-california-irvineUC Irvine,2020-01-11-22-california-irvineHawaii,,,,,0.5158264947245017,0.5123789020452099,0.4711981566820277,0.6666666666666666
2020-02-15-23-hawaiiHawaii,2020-02-15-23-hawaii,"February 15, 2020","Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,Away,CALIFORNIA-IRVINE,UC-Irvine,Hawaii,CALIFORNIA-IRVINE,HAWAII,UC Irvine,Hawaii,2020-02-15-23-hawaiiUC Irvine,2020-02-15-23-hawaiiHawaii,,,,,0.5007575757575757,0.5147679324894515,0.4816793893129771,0.6086956521739131
2020-02-08-22-cal-polyHawaii,2020-02-08-22-cal-poly,"February 8, 2020","Robert A. Mott Gymnasium, San Luis Obispo, California",HAWAII,Hawaii,Home,CAL-POLY,Cal Poly,Hawaii,CAL-POLY,HAWAII,Cal Poly,Hawaii,2020-02-08-22-cal-polyCal Poly,2020-02-08-22-cal-polyHawaii,,,,,0.5104253544620517,0.5066250974279034,0.4840871021775545,0.6666666666666666
2020-02-06-22-california-santa-barbaraHawaii,2020-02-06-22-california-santa-barbara,"February 6, 2020","The Thunderdome, Santa Barbara, California",HAWAII,Hawaii,Home,CALIFORNIA-SANTA-BARBARA,UCSB,Hawaii,CALIFORNIA-SANTA-BARBARA,HAWAII,UC Santa Barbara,Hawaii,2020-02-06-22-california-santa-barbaraUC Santa Barbara,2020-02-06-22-california-santa-barbaraHawaii,,,,,0.5100349040139616,0.5117790414297321,0.4794220665499124,0.7
2020-02-29-23-hawaiiHawaii,2020-02-29-23-hawaii,"February 29, 2020","Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,Away,CALIFORNIA-RIVERSIDE,UC-Riverside,Hawaii,CALIFORNIA-RIVERSIDE,HAWAII,UC Riverside,Hawaii,2020-02-29-23-hawaiiUC Riverside,2020-02-29-23-hawaiiHawaii,,,,,0.491250810110175,0.5065947242206235,0.4831237590999338,0.5925925925925926
2020-03-07-22-cal-state-northridgeHawaii,2020-03-07-22-cal-state-northridge,"March 7, 2020","The Matadome, Northridge, California",HAWAII,Hawaii,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,Hawaii,CAL-STATE-NORTHRIDGE,HAWAII,Cal State Northridge,Hawaii,2020-03-07-22-cal-state-northridgeCal State Northridge,2020-03-07-22-cal-state-northridgeHawaii,,,,,0.4863470873786408,0.5030812324929972,0.4826625386996904,0.5862068965517241
2020-02-12-23-hawaiiHawaii,2020-02-12-23-hawaii,"February 12, 2020","Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,Away,LONG-BEACH-STATE,Long Beach State,Hawaii,LONG-BEACH-STATE,HAWAII,Cal State Long Beach,Hawaii,2020-02-12-23-hawaiiCal State Long Beach,2020-02-12-23-hawaiiHawaii,,,,,0.5055292259083728,0.5110456553755522,0.4845115170770453,0.6363636363636364
2020-02-22-19-long-beach-stateHawaii,2020-02-22-19-long-beach-state,"February 22, 2020","The Walter Pyramid, Long Beach, California",HAWAII,Hawaii,Home,LONG-BEACH-STATE,Long Beach State,Hawaii,LONG-BEACH-STATE,HAWAII,Cal State Long Beach,Hawaii,2020-02-22-19-long-beach-stateCal State Long Beach,2020-02-22-19-long-beach-stateHawaii,,,,,0.496159217877095,0.5090439276485789,0.4789473684210526,0.6
2019-11-18-20-illinoisHawaii,2019-11-18-20-illinois,"November 18, 2019","State Farm Center, Champaign, Illinois",HAWAII,Hawaii,Home,ILLINOIS,Illinois,Hawaii,ILLINOIS,HAWAII,Illinois,Hawaii,2019-11-18-20-illinoisIllinois,2019-11-18-20-illinoisHawaii,,,,,0.5331858407079646,0.5061224489795918,0.4495798319327731,0.75
2020-02-12-20-south-dakotaWestern Illinois,2020-02-12-20-south-dakota,"February 12, 2020","Sanford Coyote Sports Center, Vermillon, South Dakota",WESTERN-ILLINOIS,Western Illinois,Home,SOUTH-DAKOTA,South Dakota,Western Illinois,SOUTH-DAKOTA,WESTERN-ILLINOIS,South Dakota,Western Illinois,2020-02-12-20-south-dakotaSouth Dakota,2020-02-12-20-south-dakotaWestern Illinois,,,,,0.4947839046199702,0.4705882352941176,0.5381289308176099,0.2380952380952381
2019-12-16-20-western-illinoisWestern Illinois,2019-12-16-20-western-illinois,"December 16, 2019","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,EASTERN-ILLINOIS,Eastern Illinois,Western Illinois,EASTERN-ILLINOIS,WESTERN-ILLINOIS,Eastern Illinois,Western Illinois,2019-12-16-20-western-illinoisEastern Illinois,2019-12-16-20-western-illinoisWestern Illinois,,,,,0.5219465648854962,0.4799270072992701,0.5392354124748491,0.25
2019-12-04-19-evansvilleWestern Illinois,2019-12-04-19-evansville,"December 4, 2019","Ford Center, Evansville, Indiana",WESTERN-ILLINOIS,Western Illinois,Home,EVANSVILLE,Evansville,Western Illinois,EVANSVILLE,WESTERN-ILLINOIS,Evansville,Western Illinois,2019-12-04-19-evansvilleEvansville,2019-12-04-19-evansvilleWestern Illinois,,,,,0.5119305856832972,0.4693877551020408,0.5274599542334096,0.2857142857142857
2020-01-23-20-nebraska-omahaWestern Illinois,2020-01-23-20-nebraska-omaha,"January 23, 2020","Baxter Arena, Omaha, Nebraska",WESTERN-ILLINOIS,Western Illinois,Home,NEBRASKA-OMAHA,Omaha,Western Illinois,NEBRASKA-OMAHA,WESTERN-ILLINOIS,Omaha,Western Illinois,2020-01-23-20-nebraska-omahaOmaha,2020-01-23-20-nebraska-omahaWestern Illinois,,,,,0.5,0.4761476147614762,0.5398803589232303,0.3125
2020-02-22-15-western-illinoisWestern Illinois,2020-02-22-15-western-illinois,"February 22, 2020","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,NEBRASKA-OMAHA,Omaha,Western Illinois,NEBRASKA-OMAHA,WESTERN-ILLINOIS,Omaha,Western Illinois,2020-02-22-15-western-illinoisOmaha,2020-02-22-15-western-illinoisWestern Illinois,,,,,0.49255247122545703,0.4715394566623545,0.5358937544867193,0.21739130434782608
2019-11-09-20-western-illinoisWestern Illinois,2019-11-09-20-western-illinois,"November 9, 2019","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,STETSON,Stetson,Western Illinois,STETSON,WESTERN-ILLINOIS,Stetson,Western Illinois,2019-11-09-20-western-illinoisStetson,2019-11-09-20-western-illinoisWestern Illinois,,,,,0.3984375,0.375,0.6230769230769231,0.0
2019-11-13-20-western-illinoisWestern Illinois,2019-11-13-20-western-illinois,"November 13, 2019","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,TENNESSEE-MARTIN,UT-Martin,Western Illinois,TENNESSEE-MARTIN,WESTERN-ILLINOIS,Tennessee-Martin,Western Illinois,2019-11-13-20-western-illinoisTennessee-Martin,2019-11-13-20-western-illinoisWestern Illinois,,,,,0.4409448818897638,0.3863636363636364,0.6120689655172413,0.0
2019-11-20-20-western-illinoisWestern Illinois,2019-11-20-20-western-illinois,"November 20, 2019","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,NORTHERN-ILLINOIS,Northern Illinois,Western Illinois,NORTHERN-ILLINOIS,WESTERN-ILLINOIS,Northern Illinois,Western Illinois,2019-11-20-20-western-illinoisNorthern Illinois,2019-11-20-20-western-illinoisWestern Illinois,,,,,0.4797979797979798,0.4097560975609756,0.5935828877005348,0.0
2020-01-02-21-north-dakota-stateWestern Illinois,2020-01-02-21-north-dakota-state,"January 2, 2020","Scheels Center, Fargo, North Dakota",WESTERN-ILLINOIS,Western Illinois,Home,NORTH-DAKOTA-STATE,North Dakota State,Western Illinois,NORTH-DAKOTA-STATE,WESTERN-ILLINOIS,North Dakota State,Western Illinois,2020-01-02-21-north-dakota-stateNorth Dakota State,2020-01-02-21-north-dakota-stateWestern Illinois,,,,,0.5084033613445378,0.490979381443299,0.5181422351233672,0.3636363636363637
2020-01-30-20-western-illinoisWestern Illinois,2020-01-30-20-western-illinois,"January 30, 2020","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,NORTH-DAKOTA-STATE,North Dakota State,Western Illinois,NORTH-DAKOTA-STATE,WESTERN-ILLINOIS,North Dakota State,Western Illinois,2020-01-30-20-western-illinoisNorth Dakota State,2020-01-30-20-western-illinoisWestern Illinois,,,,,0.5038527397260274,0.4756888168557537,0.5403587443946188,0.2777777777777778
2020-01-04-17-south-dakota-stateWestern Illinois,2020-01-04-17-south-dakota-state,"January 4, 2020","Frost Arena, Brookings, South Dakota",WESTERN-ILLINOIS,Western Illinois,Home,SOUTH-DAKOTA-STATE,South Dakota State,Western Illinois,SOUTH-DAKOTA-STATE,WESTERN-ILLINOIS,South Dakota State,Western Illinois,2020-01-04-17-south-dakota-stateSouth Dakota State,2020-01-04-17-south-dakota-stateWestern Illinois,,,,,0.5077120822622108,0.4838709677419355,0.526595744680851,0.3333333333333333
