awayindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2020-03-04-20-kansasTCU,2020-03-04-20-kansas,"March 4, 2020","Allen Fieldhouse, Lawrence, Kansas",TEXAS-CHRISTIAN,TCU,Home,KANSAS,Kansas,TCU,KANSAS,TEXAS-CHRISTIAN,Kansas,TCU,2020-03-04-20-kansasKansas,2020-03-04-20-kansasTCU,,,,,0.4957134109001837,0.5162355531095212,0.4930379746835443,0.5517241379310345
2020-02-10-21-texas-techTCU,2020-02-10-21-texas-tech,"February 10, 2020","United Supermarkets Arena, Lubbock, Texas",TEXAS-CHRISTIAN,TCU,Home,TEXAS-TECH,Texas Tech,TCU,TEXAS-TECH,TEXAS-CHRISTIAN,Texas Tech,TCU,2020-02-10-21-texas-techTexas Tech,2020-02-10-21-texas-techTCU,,,,,0.4996229260935143,0.516551724137931,0.4867149758454106,0.5652173913043478
2019-12-06-21-texas-christianTCU,2019-12-06-21-texas-christian,"December 6, 2019",,TEXAS-CHRISTIAN,TCU,Away,SOUTHERN-CALIFORNIA,USC,TCU,SOUTHERN-CALIFORNIA,TEXAS-CHRISTIAN,Southern California,TCU,2019-12-06-21-texas-christianSouthern California,2019-12-06-21-texas-christianTCU,,,,,0.5242494226327945,0.5550458715596329,0.4726775956284153,0.8571428571428571
2020-01-29-20-texas-christianTCU,2020-01-29-20-texas-christian,"January 29, 2020","Ed & Rae Schollmaier Arena, Fort Worth, Texas",TEXAS-CHRISTIAN,TCU,Away,TEXAS,Texas,TCU,TEXAS,TEXAS-CHRISTIAN,Texas,TCU,2020-01-29-20-texas-christianTexas,2020-01-29-20-texas-christianTCU,,,,,0.5139513951395139,0.5255230125523013,0.4853085210577865,0.6842105263157895
2020-02-19-20-texasTCU,2020-02-19-20-texas,"February 19, 2020","Frank Erwin Center, Austin, Texas",TEXAS-CHRISTIAN,TCU,Home,TEXAS,Texas,TCU,TEXAS,TEXAS-CHRISTIAN,Texas,TCU,2020-02-19-20-texasTexas,2020-02-19-20-texasTCU,,,,,0.4964862965565706,0.5166240409207161,0.4944403261675315,0.56
2020-01-18-14-oklahomaTCU,2020-01-18-14-oklahoma,"January 18, 2020","Lloyd Noble Center, Norman, Oklahoma",TEXAS-CHRISTIAN,TCU,Home,OKLAHOMA,Oklahoma,TCU,OKLAHOMA,TEXAS-CHRISTIAN,Oklahoma,TCU,2020-01-18-14-oklahomaOklahoma,2020-01-18-14-oklahomaTCU,,,,,0.5152471083070452,0.5254901960784314,0.4699769053117783,0.75
2020-03-07-18-texas-christianTCU,2020-03-07-18-texas-christian,"March 7, 2020","Ed & Rae Schollmaier Arena, Fort Worth, Texas",TEXAS-CHRISTIAN,TCU,Away,OKLAHOMA,Oklahoma,TCU,OKLAHOMA,TEXAS-CHRISTIAN,Oklahoma,TCU,2020-03-07-18-texas-christianOklahoma,2020-03-07-18-texas-christianTCU,,,,,0.4970344009489917,0.5130388504523683,0.4954100367197062,0.5333333333333333
2019-12-22-17-texas-christianTCU,2019-12-22-17-texas-christian,"December 22, 2019","Ed & Rae Schollmaier Arena, Fort Worth, Texas",TEXAS-CHRISTIAN,TCU,Away,XAVIER,Xavier,TCU,XAVIER,TEXAS-CHRISTIAN,Xavier,TCU,2019-12-22-17-texas-christianXavier,2019-12-22-17-texas-christianTCU,,,,,0.5231259968102073,0.5395348837209303,0.4633027522935779,0.8
2020-02-05-20-oklahoma-stateTCU,2020-02-05-20-oklahoma-state,"February 5, 2020","Gallagher-Iba Arena, Stillwater, Oklahoma",TEXAS-CHRISTIAN,TCU,Home,OKLAHOMA-STATE,Oklahoma State,TCU,OKLAHOMA-STATE,TEXAS-CHRISTIAN,Oklahoma State,TCU,2020-02-05-20-oklahoma-stateOklahoma State,2020-02-05-20-oklahoma-stateTCU,,,,,0.5082101806239737,0.5201520912547528,0.4889184397163121,0.6190476190476191
2020-01-20-19-west-virginiaTexas,2020-01-20-19-west-virginia,"January 20, 2020","WVU Coliseum, Morgantown, West Virginia",TEXAS,Texas,Home,WEST-VIRGINIA,West Virginia,Texas,WEST-VIRGINIA,TEXAS,West Virginia,Texas,2020-01-20-19-west-virginiaWest Virginia,2020-01-20-19-west-virginiaTexas,,,,,0.5133470225872689,0.4966887417218543,0.4534261241970021,0.7058823529411765
2020-02-15-14-iowa-stateTexas,2020-02-15-14-iowa-state,"February 15, 2020","James H. Hilton Coliseum , Ames, Iowa",TEXAS,Texas,Home,IOWA-STATE,Iowa State,Texas,IOWA-STATE,TEXAS,Iowa State,Texas,2020-02-15-14-iowa-stateIowa State,2020-02-15-14-iowa-stateTexas,,,,,0.49927113702623904,0.4828744123572868,0.4650986342943854,0.5833333333333334
2020-01-25-14-texasTexas,2020-01-25-14-texas,"January 25, 2020","Frank Erwin Center, Austin, Texas",TEXAS,Texas,Away,LOUISIANA-STATE,LSU,Texas,LOUISIANA-STATE,TEXAS,Louisiana State,Texas,2020-01-25-14-texasLouisiana State,2020-01-25-14-texasTexas,,,,,0.5097370983446933,0.4831261101243339,0.4606573705179282,0.6666666666666666
2019-11-21-19-georgetownTexas,2019-11-21-19-georgetown,"November 21, 2019","Madison Square Garden (IV), New York, New York",TEXAS,Texas,Home,GEORGETOWN,Georgetown,Texas,GEORGETOWN,TEXAS,Georgetown,Texas,2019-11-21-19-georgetownGeorgetown,2019-11-21-19-georgetownTexas,,,,,0.5243362831858407,0.5061728395061729,0.4103139013452915,1.0
2020-01-04-20-baylorTexas,2020-01-04-20-baylor,"January 4, 2020","Ferrell Center, Waco, Texas",TEXAS,Texas,Home,BAYLOR,Baylor,Texas,BAYLOR,TEXAS,Baylor,Texas,2020-01-04-20-baylorBaylor,2020-01-04-20-baylorTexas,,,,,0.521551724137931,0.5027472527472527,0.4550387596899225,0.8333333333333334
2020-02-10-21-texasTexas,2020-02-10-21-texas,"February 10, 2020","Frank Erwin Center, Austin, Texas",TEXAS,Texas,Away,BAYLOR,Baylor,Texas,BAYLOR,TEXAS,Baylor,Texas,2020-02-10-21-texasBaylor,2020-02-10-21-texasTexas,,,,,0.5068545316070069,0.4823446327683616,0.4676656151419558,0.6086956521739131
2020-01-18-14-texasTexas,2020-01-18-14-texas,"January 18, 2020","Frank Erwin Center, Austin, Texas",TEXAS,Texas,Away,KANSAS,Kansas,Texas,KANSAS,TEXAS,Kansas,Texas,2020-01-18-14-texasKansas,2020-01-18-14-texasTexas,,,,,0.5169029443838604,0.5025278058645096,0.4511918274687854,0.75
2020-02-03-21-kansasTexas,2020-02-03-21-kansas,"February 3, 2020","Allen Fieldhouse, Lawrence, Kansas",TEXAS,Texas,Home,KANSAS,Kansas,Texas,KANSAS,TEXAS,Kansas,Texas,2020-02-03-21-kansasKansas,2020-02-03-21-kansasTexas,,,,,0.5172268907563026,0.4810224632068164,0.4649871904355252,0.6666666666666666
2020-02-08-16-texasTexas,2020-02-08-16-texas,"February 8, 2020","Frank Erwin Center, Austin, Texas",TEXAS,Texas,Away,TEXAS-TECH,Texas Tech,Texas,TEXAS-TECH,TEXAS,Texas Tech,Texas,2020-02-08-16-texasTexas Tech,2020-02-08-16-texasTexas,,,,,0.5119904076738611,0.4793205317577548,0.4664758789860998,0.6363636363636364
2019-12-21-14-providenceTexas,2019-12-21-14-providence,"December 21, 2019","Dunkin' Donuts Center, Providence, Rhode Island",TEXAS,Texas,Home,PROVIDENCE,Providence,Texas,PROVIDENCE,TEXAS,Providence,Texas,2019-12-21-14-providenceProvidence,2019-12-21-14-providenceTexas,,,,,0.5280210157618214,0.5077989601386482,0.4658444022770398,0.9
2020-01-08-21-texasTexas,2020-01-08-21-texas,"January 8, 2020","Frank Erwin Center, Austin, Texas",TEXAS,Texas,Away,OKLAHOMA,Oklahoma,Texas,OKLAHOMA,TEXAS,Oklahoma,Texas,2020-01-08-21-texasOklahoma,2020-01-08-21-texasTexas,,,,,0.5113636363636364,0.4943960149439601,0.44569816643159377,0.7692307692307693
2020-03-07-16-texasTexas,2020-03-07-16-texas,"March 7, 2020","Frank Erwin Center, Austin, Texas",TEXAS,Texas,Away,OKLAHOMA-STATE,Oklahoma State,Texas,OKLAHOMA-STATE,TEXAS,Oklahoma State,Texas,2020-03-07-16-texasOklahoma State,2020-03-07-16-texasTexas,,,,,0.5026849642004774,0.477408818726184,0.4610190300798036,0.6333333333333333
2019-11-27-20-west-virginiaWichita State,2019-11-27-20-west-virginia,"November 27, 2019","Hard Rock Hotel Riviera Maya, Cancun",WICHITA-STATE,Wichita State,Home,WEST-VIRGINIA,West Virginia,Wichita State,WEST-VIRGINIA,WICHITA-STATE,West Virginia,Wichita State,2019-11-27-20-west-virginiaWest Virginia,2019-11-27-20-west-virginiaWichita State,,,,,0.4881266490765172,0.5644768856447688,0.4161676646706587,1.0
2020-02-06-19-wichita-stateWichita State,2020-02-06-19-wichita-state,"February 6, 2020","Charles Koch Arena, Wichita, Kansas",WICHITA-STATE,Wichita State,Away,CINCINNATI,Cincinnati,Wichita State,CINCINNATI,WICHITA-STATE,Cincinnati,Wichita State,2020-02-06-19-wichita-stateCincinnati,2020-02-06-19-wichita-stateWichita State,,,,,0.4660493827160494,0.5399159663865546,0.4370629370629371,0.8095238095238095
2020-02-23-13-cincinnatiWichita State,2020-02-23-13-cincinnati,"February 23, 2020","Fifth Third Arena, Cincinnati, Ohio",WICHITA-STATE,Wichita State,Home,CINCINNATI,Cincinnati,Wichita State,CINCINNATI,WICHITA-STATE,Cincinnati,Wichita State,2020-02-23-13-cincinnatiCincinnati,2020-02-23-13-cincinnatiWichita State,,,,,0.4692404268675455,0.5351872871736663,0.44080779944289694,0.7692307692307693
2020-01-18-16-wichita-stateWichita State,2020-01-18-16-wichita-state,"January 18, 2020","Charles Koch Arena, Wichita, Kansas",WICHITA-STATE,Wichita State,Away,HOUSTON,Houston,Wichita State,HOUSTON,WICHITA-STATE,Houston,Wichita State,2020-01-18-16-wichita-stateHouston,2020-01-18-16-wichita-stateWichita State,,,,,0.475233644859813,0.5399659863945578,0.4379600420609884,0.8823529411764706
2020-02-09-15-houstonWichita State,2020-02-09-15-houston,"February 9, 2020","Hofheinz Pavilion, Houston, Texas",WICHITA-STATE,Wichita State,Home,HOUSTON,Houston,Wichita State,HOUSTON,WICHITA-STATE,Houston,Wichita State,2020-02-09-15-houstonHouston,2020-02-09-15-houstonWichita State,,,,,0.4699413489736071,0.5390835579514824,0.4445371142618849,0.7727272727272727
2020-03-05-21-memphisWichita State,2020-03-05-21-memphis,"March 5, 2020","FedExForum, Memphis, Tennessee",WICHITA-STATE,Wichita State,Home,MEMPHIS,Memphis,Wichita State,MEMPHIS,WICHITA-STATE,Memphis,Wichita State,2020-03-05-21-memphisMemphis,2020-03-05-21-memphisWichita State,,,,,0.4706711787930062,0.5357873210633947,0.4444444444444444,0.7586206896551724
2020-02-01-18-tulsaWichita State,2020-02-01-18-tulsa,"February 1, 2020","Donald W. Reynolds Center, Tulsa, Oklahoma",WICHITA-STATE,Wichita State,Home,TULSA,Tulsa,Wichita State,TULSA,WICHITA-STATE,Tulsa,Wichita State,2020-02-01-18-tulsaTulsa,2020-02-01-18-tulsaWichita State,,,,,0.4693053311793215,0.5412107950401167,0.4364214350590373,0.85
2020-01-15-21-templeWichita State,2020-01-15-21-temple,"January 15, 2020","Liacouras Center, Philadelphia, Pennsylvania",WICHITA-STATE,Wichita State,Home,TEMPLE,Temple,Wichita State,TEMPLE,WICHITA-STATE,Temple,Wichita State,2020-01-15-21-templeTemple,2020-01-15-21-templeWichita State,,,,,0.4846077457795432,0.5430107526881721,0.4353591160220994,0.9375
2020-01-29-21-boston-collegeBoston College,2020-01-29-21-boston-college,"January 29, 2020","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,LOUISVILLE,Louisville,Boston College,LOUISVILLE,BOSTON-COLLEGE,Louisville,Boston College,2020-01-29-21-boston-collegeLouisville,2020-01-29-21-boston-collegeBoston College,,,,,0.4611013986013986,0.4600152322924601,0.492988606485539,0.5
2020-02-22-18-boston-collegeBoston College,2020-02-22-18-boston-college,"February 22, 2020","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,CLEMSON,Clemson,Boston College,CLEMSON,BOSTON-COLLEGE,Clemson,Boston College,2020-02-22-18-boston-collegeClemson,2020-02-22-18-boston-collegeBoston College,,,,,0.4651612903225806,0.4590443686006826,0.4980569948186528,0.4814814814814815
2020-02-12-19-miami-flBoston College,2020-02-12-19-miami-fl,"February 12, 2020","BankUnited Center, Coral Gables, Florida",BOSTON-COLLEGE,Boston College,Home,MIAMI-FL,Miami (FL),Boston College,MIAMI-FL,BOSTON-COLLEGE,Miami (FL),Boston College,2020-02-12-19-miami-flMiami (FL),2020-02-12-19-miami-flBoston College,,,,,0.4635568513119533,0.4607165304839723,0.4880866425992779,0.5
2020-02-26-21-boston-collegeBoston College,2020-02-26-21-boston-college,"February 26, 2020","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,NOTRE-DAME,Notre Dame,Boston College,NOTRE-DAME,BOSTON-COLLEGE,Notre Dame,Boston College,2020-02-26-21-boston-collegeNotre Dame,2020-02-26-21-boston-collegeBoston College,,,,,0.4639975170701428,0.458103638368247,0.5072372561359345,0.4642857142857143
2020-03-11-19-notre-dameBoston College,2020-03-11-19-notre-dame,"March 11, 2020","Greensboro Coliseum, Greensboro, North Carolina",BOSTON-COLLEGE,Boston College,Home,NOTRE-DAME,Notre Dame,Boston College,NOTRE-DAME,BOSTON-COLLEGE,Notre Dame,Boston College,2020-03-11-19-notre-dameNotre Dame,2020-03-11-19-notre-dameBoston College,,,,,0.4672268907563025,0.4602469135802469,0.5047752808988764,0.41935483870967744
2019-11-23-12-boston-collegeBoston College,2019-11-23-12-boston-college,"November 23, 2019","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,DEPAUL,DePaul,Boston College,DEPAUL,BOSTON-COLLEGE,DePaul,Boston College,2019-11-23-12-boston-collegeDePaul,2019-11-23-12-boston-collegeBoston College,,,,,0.5051194539249146,0.4880952380952381,0.4652317880794702,0.8
2020-01-22-21-pittsburghBoston College,2020-01-22-21-pittsburgh,"January 22, 2020","Petersen Events Center, Pittsburgh, Pennsylvania",BOSTON-COLLEGE,Boston College,Home,PITTSBURGH,Pitt,Boston College,PITTSBURGH,BOSTON-COLLEGE,Pittsburgh,Boston College,2020-01-22-21-pittsburghPittsburgh,2020-01-22-21-pittsburghBoston College,,,,,0.4525862068965517,0.4577405857740586,0.4897959183673469,0.5
2019-11-16-14-boston-collegeBoston College,2019-11-16-14-boston-college,"November 16, 2019","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,BELMONT,Belmont,Boston College,BELMONT,BOSTON-COLLEGE,Belmont,Boston College,2019-11-16-14-boston-collegeBelmont,2019-11-16-14-boston-collegeBoston College,,,,,0.4774011299435028,0.4928909952606635,0.3947368421052632,1.0
2019-11-27-14-boston-collegeBoston College,2019-11-27-14-boston-college,"November 27, 2019","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,SAINT-LOUIS,Saint Louis,Boston College,SAINT-LOUIS,BOSTON-COLLEGE,Saint Louis,Boston College,2019-11-27-14-boston-collegeSaint Louis,2019-11-27-14-boston-collegeBoston College,,,,,0.495702005730659,0.4626865671641791,0.4643835616438356,0.6666666666666666
2020-01-11-18-boston-collegeBoston College,2020-01-11-18-boston-college,"January 11, 2020","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,GEORGIA-TECH,Georgia Tech,Boston College,GEORGIA-TECH,BOSTON-COLLEGE,Georgia Tech,Boston College,2020-01-11-18-boston-collegeGeorgia Tech,2020-01-11-18-boston-collegeBoston College,,,,,0.4681344148319815,0.466,0.4746543778801843,0.6
2019-11-30-14-richmondBoston College,2019-11-30-14-richmond,"November 30, 2019","Robins Center, Richmond, Virginia",BOSTON-COLLEGE,Boston College,Home,RICHMOND,Richmond,Boston College,RICHMOND,BOSTON-COLLEGE,Richmond,Boston College,2019-11-30-14-richmondRichmond,2019-11-30-14-richmondBoston College,,,,,0.4838709677419355,0.4586776859504133,0.4545454545454545,0.5714285714285714
2019-12-03-19-boston-collegeBoston College,2019-12-03-19-boston-college,"December 3, 2019","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,NORTHWESTERN,Northwestern,Boston College,NORTHWESTERN,BOSTON-COLLEGE,Northwestern,Boston College,2019-12-03-19-boston-collegeNorthwestern,2019-12-03-19-boston-collegeBoston College,,,,,0.4683406113537118,0.4677419354838709,0.4609856262833675,0.5
2019-12-31-18-dukeBoston College,2019-12-31-18-duke,"December 31, 2019","Cameron Indoor Stadium, Durham, North Carolina",BOSTON-COLLEGE,Boston College,Home,DUKE,Duke,Boston College,DUKE,BOSTON-COLLEGE,Duke,Boston College,2019-12-31-18-dukeDuke,2019-12-31-18-dukeBoston College,,,,,0.4754641909814323,0.4726027397260274,0.4712566844919786,0.6153846153846154
2020-02-04-19-boston-collegeBoston College,2020-02-04-19-boston-college,"February 4, 2020","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,DUKE,Duke,Boston College,DUKE,BOSTON-COLLEGE,Duke,Boston College,2020-02-04-19-boston-collegeDuke,2020-02-04-19-boston-collegeBoston College,,,,,0.4638888888888889,0.4562973158981418,0.4924483306836248,0.5
2020-01-15-18-syracuseBoston College,2020-01-15-18-syracuse,"January 15, 2020","Carrier Dome, Syracuse, New York",BOSTON-COLLEGE,Boston College,Home,SYRACUSE,Syracuse,Boston College,SYRACUSE,BOSTON-COLLEGE,Syracuse,Boston College,2020-01-15-18-syracuseSyracuse,2020-01-15-18-syracuseBoston College,,,,,0.4592391304347826,0.4659197012138189,0.4788273615635179,0.5625
2020-03-03-19-boston-collegeBoston College,2020-03-03-19-boston-college,"March 3, 2020","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,Away,SYRACUSE,Syracuse,Boston College,SYRACUSE,BOSTON-COLLEGE,Syracuse,Boston College,2020-03-03-19-boston-collegeSyracuse,2020-03-03-19-boston-collegeBoston College,,,,,0.4646706586826347,0.4606801275239107,0.5060716454159077,0.4482758620689655
2020-01-19-18-wake-forestBoston College,2020-01-19-18-wake-forest,"January 19, 2020","Lawrence Joel Coliseum, Winston-Salem, North Carolina",BOSTON-COLLEGE,Boston College,Home,WAKE-FOREST,Wake Forest,Boston College,WAKE-FOREST,BOSTON-COLLEGE,Wake Forest,Boston College,2020-01-19-18-wake-forestWake Forest,2020-01-19-18-wake-forestBoston College,,,,,0.4541284403669725,0.4619469026548673,0.4851282051282052,0.5294117647058824
2020-02-19-20-virginiaBoston College,2020-02-19-20-virginia,"February 19, 2020","John Paul Jones Arena, Charlottesville, Virginia",BOSTON-COLLEGE,Boston College,Home,VIRGINIA,Virginia,Boston College,VIRGINIA,BOSTON-COLLEGE,Virginia,Boston College,2020-02-19-20-virginiaVirginia,2020-02-19-20-virginiaBoston College,,,,,0.4627266621893889,0.4577960140679953,0.4923282188125417,0.5
2020-03-07-16-florida-stateBoston College,2020-03-07-16-florida-state,"March 7, 2020","Donald L. Tucker Center, Tallahassee, Florida",BOSTON-COLLEGE,Boston College,Home,FLORIDA-STATE,Florida State,Boston College,FLORIDA-STATE,BOSTON-COLLEGE,Florida State,Boston College,2020-03-07-16-florida-stateFlorida State,2020-03-07-16-florida-stateBoston College,,,,,0.4690393518518519,0.4614989733059549,0.5067369654364382,0.43333333333333335
2020-01-25-14-louisvilleClemson,2020-01-25-14-louisville,"January 25, 2020","KFC Yum! Center, Louisville, Kentucky",CLEMSON,Clemson,Home,LOUISVILLE,Louisville,Clemson,LOUISVILLE,CLEMSON,Louisville,Clemson,2020-01-25-14-louisvilleLouisville,2020-01-25-14-louisvilleClemson,,,,,0.5053974484789009,0.4956445993031359,0.48098098098098097,0.5555555555555556
2019-12-31-16-clemsonClemson,2019-12-31-16-clemson,"December 31, 2019","Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,Away,MIAMI-FL,Miami (FL),Clemson,MIAMI-FL,CLEMSON,Miami (FL),Clemson,2019-12-31-16-clemsonMiami (FL),2019-12-31-16-clemsonClemson,,,,,0.491899852724595,0.4953886693017128,0.4729938271604938,0.5
2020-02-09-18-clemsonClemson,2020-02-09-18-clemson,"February 9, 2020","Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,Away,NOTRE-DAME,Notre Dame,Clemson,NOTRE-DAME,CLEMSON,Notre Dame,Clemson,2020-02-09-18-clemsonNotre Dame,2020-02-09-18-clemsonClemson,,,,,0.491566265060241,0.4918497519489724,0.4810074318744839,0.5
2019-12-22-16-clemsonClemson,2019-12-22-16-clemson,"December 22, 2019","Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,Away,YALE,Yale,Clemson,YALE,CLEMSON,Yale,Clemson,2019-12-22-16-clemsonYale,2019-12-22-16-clemsonClemson,,,,,0.5015822784810127,0.5028409090909091,0.4725457570715474,0.5454545454545454
2020-01-18-14-north-carolina-stateClemson,2020-01-18-14-north-carolina-state,"January 18, 2020","PNC Arena, Raleigh, North Carolina",CLEMSON,Clemson,Home,NORTH-CAROLINA-STATE,NC State,Clemson,NORTH-CAROLINA-STATE,CLEMSON,NC State,Clemson,2020-01-18-14-north-carolina-stateNC State,2020-01-18-14-north-carolina-stateClemson,,,,,0.506043956043956,0.4995054401582592,0.4814814814814815,0.5625
2019-12-15-17-clemsonClemson,2019-12-15-17-clemson,"December 15, 2019","Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,Away,SOUTH-CAROLINA,South Carolina,Clemson,SOUTH-CAROLINA,CLEMSON,South Carolina,Clemson,2019-12-15-17-clemsonSouth Carolina,2019-12-15-17-clemsonClemson,,,,,0.5133333333333333,0.498220640569395,0.4838383838383839,0.5555555555555556
2020-02-25-21-georgia-techClemson,2020-02-25-21-georgia-tech,"February 25, 2020","McCamish Pavilion, Atlanta, Georgia",CLEMSON,Clemson,Home,GEORGIA-TECH,Georgia Tech,Clemson,GEORGIA-TECH,CLEMSON,Georgia Tech,Clemson,2020-02-25-21-georgia-techGeorgia Tech,2020-02-25-21-georgia-techClemson,,,,,0.5083391243919388,0.4963636363636363,0.4718554551772064,0.5384615384615384
2020-03-06-19-clemsonClemson,2020-03-06-19-clemson,"March 6, 2020","Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,Away,GEORGIA-TECH,Georgia Tech,Clemson,GEORGIA-TECH,CLEMSON,Georgia Tech,Clemson,2020-03-06-19-clemsonGeorgia Tech,2020-03-06-19-clemsonClemson,,,,,0.5037267080745341,0.4948172394980906,0.48335427135678405,0.5172413793103449
2020-02-01-20-wake-forestClemson,2020-02-01-20-wake-forest,"February 1, 2020","Lawrence Joel Coliseum, Winston-Salem, North Carolina",CLEMSON,Clemson,Home,WAKE-FOREST,Wake Forest,Clemson,WAKE-FOREST,CLEMSON,Wake Forest,Clemson,2020-02-01-20-wake-forestWake Forest,2020-02-01-20-wake-forestClemson,,,,,0.5044091710758377,0.4960753532182104,0.486036036036036,0.55
2020-02-05-19-virginiaClemson,2020-02-05-19-virginia,"February 5, 2020","John Paul Jones Arena, Charlottesville, Virginia",CLEMSON,Clemson,Home,VIRGINIA,Virginia,Clemson,VIRGINIA,CLEMSON,Virginia,Clemson,2020-02-05-19-virginiaVirginia,2020-02-05-19-virginiaClemson,,,,,0.4962279966471082,0.4933234421364986,0.4824034334763949,0.5238095238095238
